ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss
 19.6 ," Jordan to Hardik Pandya, SIX, 135.7kph, six to end the innings! Too predictable from Jordan. Full and wide of off, Hardik Pandya moves across, gets under it and hammers it flat and over deep extra cover for six ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 19.5 ," Jordan to Hardik Pandya, FOUR, full and wide of off, big swing of the bat from the skipper and gets a thick outside edge that goes fine of short third man ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 19.5 ," Jordan to Rashid Khan, 2 wides, 137.2kph, Jordan goes too wide and Rashid Khan shoulders arms after moving across. The batters steal a single on byes. Vishnu Vinod, the sub keeper, scores a direct hit but Hardik is in. MI reviewed for a wide. It was too wide though ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 19.4 ," Jordan to Hardik Pandya, 1 run, pitched up outside off, a miscued drive to long-off follows ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 19.3 ," Jordan to Rashid Khan, 1 run, 142.9kph, low full toss outside off, half-flick-half-swept to deep mid-wicket for a single ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 19.2 ," Jordan to Rashid Khan, FOUR, Rashid Khan gets off the mark straightaway! 143.6kph, Jordan misses the yorker. Full and in the slot, Rashid Khan stays back, clears his front leg and hammers it over the bowler's head. Long-off dives to his right but to no avail ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 19.1 ," Jordan to Hardik Pandya, 1 run, low full toss, driven hard along the ground to long-off ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 18.6 ," Akash Madhwal to Sai Sudharsan, no run, 136kph, Sudharsan shuffles to scoop/paddle and fails to put bat on ball against this full toss. Struck on the pad outside the line of off-stump and the ball dribbles into the on-side. Madhwal is quick to get to the ball and it's another dot. Just 9 off the over after conceding a six off the first ball ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 18.5 ," Akash Madhwal to Sai Sudharsan, no run, 134.1kph, low full toss, flicked straight to square leg ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 18.4 ," Akash Madhwal to Hardik Pandya, 1 run, very low full toss outside off, drilled along the ground to long-off ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 18.3 ," Akash Madhwal to Hardik Pandya, no run, 133.3kph, Madhwal surprises Hardik Pandya with a short ball. Came in with the angle and the GT captain pulled out from playing the pull shot ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
 18.2 ," Akash Madhwal to Hardik Pandya, 2 runs, another high full toss outside off, Pandya throws his bat at it and slices it over extra cover. This time the bottom hand came off the handle and the timing went awry ",GT Inns,Qua,Gujarat Titans,Mumbai Indians,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Mohit Sharma, Noor Ahmad, Mohammed Shami","Mumbai Indians (Playing XI): Ishan Kishan(w), Rohit Sharma(c), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Chris Jordan, Piyush Chawla, Jason Behrendorff, Kumar Kartikeya, Akash Madhwal","Gujarat Titans Impact Subs: Joshua Little, Srikar Bharat, Odean Smith, Ravisrinivasan Sai Kishore, Shivam Mavi","Mumbai Indians Impact Subs: Ramandeep Singh, Vishnu Vinod, Nehal Wadhera, Sandeep Warrier, Raghav Goyal",IPL,2023,"Narendra Modi Stadium,Ahmedabad","May 26,2023",Mumbai Indians have won the toss and have opted to field
