ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
19.6," Bhuvneshwar to Rabada, 1 run, 13 runs of the final over but Hyderabad will be satisfied with their effort. Rabada pulls the short ball to deep mid-wicket and settles for a single as the man in the deep gets rid of the ball quickly ",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,Rabada, Bhuvneshwar,1,0,Short
19.5," Bhuvneshwar to Axar, 1 run, low full-toss, almost a yorker and it's been driven down to long-off by Axar ",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,Axar, Bhuvneshwar,1,0,Full toss
19.4," Bhuvneshwar to Rabada, 1 run, jams out this overpitched delivery to long-off for a single ",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,Rabada, Bhuvneshwar,1,0,
19.3," Bhuvneshwar to K Paul, out Lbw!! Bhuvi has the last laugh as he gets his man. Concedes a six and comes back strongly to dismiss Keemo. Nails his yorker to perfection and traps the batsman in front of the wickets. He was looking to swing his bat but got beaten due to the hint of inswing. Out from the moment it struck his pads and the batsman doesn't even think of reviewing it. K Paul lbw b Bhuvneshwar 7(4) [6s-1] ",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,K Paul, Bhuvneshwar,out,out,yorker
19.2," Bhuvneshwar to K Paul, SIX, Paul has picked the bones out of this! A slower length delivery around off, Keemo lines up for it and swings it over the cow corner for a gigantic six ",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,K Paul, Bhuvneshwar,6,0,Good
19.1," Bhuvneshwar to Axar, 1 run, on a length in the channel outside off, Axar slaps it down to long-off for a single. Not much damage off the free-hit ",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,Axar, Bhuvneshwar,1,0,Good
19.1," Bhuvneshwar to Axar, no ball, 2 runs, yorker around middle and leg, Axar jams it through the on side. Only three fielders inside the ring and that shall be a no ball. Free hit coming up! ",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,Axar, Bhuvneshwar,no ball,2,yorker
18.6," Sandeep Sharma to Axar, 1 run, yorker on leg and it's been clipped through mid-wicket by Axar ",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,Axar, Sandeep Sharma,1,0,yorker
18.5,"Sandeep Sharma to K Paul, leg byes, 1 run, SRH review against Keemo Paul! Doesn't look out though as the impact was outside leg and it was clearly sliding down the leg side. Was a slower delivery on leg and Keemo got beaten as the ball moved away to an extent. Impact - umpire's call and it's missing leg confirm the replays",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,K Paul,Sandeep Sharma,byes,1,
18.4," Sandeep Sharma to Axar, 1 run, slower one outside off, Axar swings his bat and mistimes this one to wide long-on, nothing more than a single ",1st Inns,30t,Sunrisers Hyderabad,Delhi Capitals,"Sunrisers Hyderabad (Playing XI): David Warner, Jonny Bairstow(w), Kane Williamson(c), Vijay Shankar, Ricky Bhui, Deepak Hooda, Rashid Khan, Abhishek Sharma, Bhuvneshwar Kumar, Sandeep Sharma, K Khaleel Ahmed","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Chris Morris, Axar Patel, Amit Mishra, Keemo Paul, Kagiso Rabada, Ishant Sharma",,,IPL,2019,"Rajiv Gandhi International Stadium,Hyderabad","Apr 14,2019",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 39 runs,Keemo Paul,SRH,field,DC,SRH,Axar, Sandeep Sharma,1,0,
