ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed,out_type,match_id
19.6,"Prasidh to Stoinis, FOUR, and gets funky. Shuffles, doesn't mind showing away his stumps as he scoops this one really fine .. 18 off this one, 205 in all, and Bangalore nail the perfect finish!",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,Stoinis,Prasidh,4,0,,,,,,,201917
19.5," Prasidh to Stoinis, 2 runs, there's the 200 .. courtesy half a helicopter-like whip down to long-off. No followthrough, just the power being pumped in off the back-lift ",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,Stoinis, Prasidh,2,0,,,long-off,helicopter shot,,,201917
19.4," Prasidh to Stoinis, SIX, slower cutter, and the levers have been cut loose. Stoinis rocks behind and swings. No, murders. Many, many rows into mid-wicket ",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,Stoinis, Prasidh,6,0,,,mid-wicket,cut shot,,,201917
19.3," Prasidh to Stoinis, FOUR, 150.3kph in a low full toss. Stoinis' measured this field, he knows Krishna can't bowl short with the first ball wide and then sits way, way inside his crease to slash it away through an empty point ",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,Stoinis, Prasidh,4,0,Full,wide,point,,150.3,,201917
19.2," Prasidh to Moeen Ali, leg byes, 1 run, the yorker after softening him up. Mo whips all around it, eventually having to settle for the pad-ricochet towards point ",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,Moeen Ali, Prasidh,byes,1,yorker,,point,,,,201917
19.1," Prasidh to Moeen Ali, no run, back of a length, kicking up nicely off the deck to whizz and beat Moeen's attempted punch comfortably ",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,Moeen Ali, Prasidh,0,0,Back of Length,,,,,,201917
19.1," Prasidh to Moeen Ali, wide, too short, too leg-sided. Two wides in one ",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,Moeen Ali, Prasidh,wide,1,Short,wide,,wide,,,201917
18.6,"Narine to Stoinis, 2 runs, length, smashed down to long-off. Gill cleans up well, throws better, but Narine messes up the collection, letting off the second",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,Stoinis,Narine,2,0,Good,,long-off,,,,201917
18.5," Narine to de Villiers, out Caught by Shubman Gill!! Mis-pumped. Narine goes back to keeping them short, which AB actually does well to pick up and try and launch over long-off. But no, there's only SO much even a superhero can do. Gets it off the under half, without a lot of bottom-hand and Gill waits at the boundary, reverse-cupped. de Villiers c Shubman Gill b Narine 63(32) [4s-5 6s-4] ",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,de Villiers, Narine,out,out,Short,,long-off,,,"Catch out , shubman gill",201917
18.5," Narine to de Villiers, wide, fired wide, AB knows it's spinning further away, walks across as in his leave ",1st Inns,17th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Parthiv Patel(w), AB de Villiers, Marcus Stoinis, Moeen Ali, Akshdeep Nath, Pawan Negi, Tim Southee, Navdeep Saini, Yuzvendra Chahal, Mohammed Siraj","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Shubman Gill, Andre Russell, Piyush Chawla, Kuldeep Yadav, Lockie Ferguson, Prasidh Krishna",,,IPL,2019,"M.Chinnaswamy Stadium,Bengaluru","Apr 05,2019",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 5 wkts,Andre Russell,KKR,field,RCB,KKR,de Villiers, Narine,wide,1,,wide,,wide,,,201917
