ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed,out_type,match_id
10.3," Chameera to Ashwin, no run, in-angler around off, fuller, blocked out to the off-side ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Ashwin, Chameera,0,0,Full,,off-side,defend,,,202220
10.2," Chameera to Hetmyer, 1 run, back of a length closer to the off stump, dabbed gently towards cover and they pinch a single ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Hetmyer, Chameera,1,0,Back of Length,off side,cover,dab,,,202220
10.1," Chameera to Hetmyer, no run, beaten! Lovely pacy away-angler, Hetmyer's feet go nowhere as he tries to have a poke at it. Fortunate not to get an edge ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Hetmyer, Chameera,0,0,,,,edge,,,202220
9.6," Gowtham to Ashwin, no run, touch short outside off, Ashwin steers it off his back foot to gully ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Ashwin, Gowtham,0,0,Short,off side,gully,,,,202220
9.5," Gowtham to van der Dussen, out Bowled!! Gowtham has turned this match on its head within an over. A sharp off-break around off and it turns in to beat van der Dussen's defence. Right through the gates and the stumps have been rattled. Two wickets in the same over. First Padikkal and now Rassie van der Dussen. And Rajasthan Royals are in a spot of bother all of a sudden. van der Dussen b Gowtham 4(4) [4s-1] ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,van der Dussen, Gowtham,out,out,,,defence,,,bowled,202220
9.4," Gowtham to Hetmyer, 1 run, on a length around middle and leg, Hetmyer closes the bat face and clips this through the on-side for a single ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Hetmyer, Gowtham,1,0,Good,,,,,,202220
9.3," Gowtham to Hetmyer, 2 runs, floated on middle and leg, Hetmyer clips it through the leg-side with a closed bat face for a single ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Hetmyer, Gowtham,2,0,,stump line,,,,,202220
9.2," Gowtham to Hetmyer, no run, knocks this back to the bowler does Hetmyer ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Hetmyer, Gowtham,0,0,,,,,,,202220
9.1," Gowtham to Padikkal, out Caught by Holder!! Gowtham strikes first ball. Rajasthan's top three batters are back to the pavilion. Padikkal goes down on his knee to play the reverse sweep, ends up getting a glove towards slip where Holder takes a dolly. Quite a rusty knock by Padikkal that as he walks back for a run-a-ball 29. Gowtham is happy to get his Karnataka team mate in his first over, and that's quite evident in his celebration. Padikkal c Holder b Gowtham 29(29) [4s-4] ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal, Gowtham,out,out,,,slip,reverse sweep,,"Catch out , holder",202220
8.6," Holder to van der Dussen, no run, rides the bounce again and steers this in front of cover-point ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,van der Dussen, Holder,0,0,,,cover,,,,202220
8.5," Holder to van der Dussen, no run, short of a length around off, van der Dussen defends it into the off-side ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,van der Dussen, Holder,0,0,Short,,off-side,defend,,,202220
8.4," Holder to van der Dussen, FOUR, van der Dussen's off the mark with a boundary. On the pads and he has glanced this away to the fine leg fence with nonchalance. Who wouldn't want such a ball to face first up? ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,van der Dussen, Holder,4,0,,stump line,fine leg,glance,,,202220
8.3,"Holder to Samson, out Lbw!! A full toss does the trick for Holder. Samson fails to put this juicy full toss away, tries to flick it, but misses it altogether. Rapped on the pads and the umpire reckons it might have crashed into the sticks. Samson has a word with Padikkal, and he too thinks there's no point of taking a review. Lucknow have done well to take a couple of wickets, two huge wickets in fact. Samson lbw b Holder 13(12) [4s-2]",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Samson,Holder,out,out,Full,stump line,point,beaten,,LBW,202220
8.2," Holder to Padikkal, 1 run, back of a length around middle and leg, Padikkal nudges it towards the leg-side for a single ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal, Holder,1,0,Back of Length,,,,,,202220
8.1," Holder to Samson, 1 run, slower delivery around off, pitched up and Samson has squeezed this through cover-point for a single ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Samson, Holder,1,0,,,cover,,,,202220
7.6,"Avesh Khan to Padikkal, no run, good length delivery around middle and leg, Padikkal tries to work through the leg-side, gets beaten as the ball keeps low and strikes him on the pads. Appeal for an lbw turned down as this had pitched outside leg",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal,Avesh Khan,0,0,Good,stump line,,beaten,,,202220
7.5," Avesh Khan to Padikkal, no run, short of a length around leg, Padikkal looks to work it through the on-side, but it clips the pads and rolls to the keeper ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal, Avesh Khan,0,0,Short,,keeper,,,,202220
7.4," Avesh Khan to Padikkal, no run, tad short around off, sticks into the surface slightly and Padikkal has guided it back to the bowler ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal, Avesh Khan,0,0,Short,stump line,,,,,202220
7.3," Avesh Khan to Samson, 1 run, short of a length outside off, Samson slices it off his back foot into the off-side, a single taken ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Samson, Avesh Khan,1,0,Short,off side,off-side,,,,202220
7.2," Avesh Khan to Samson, FOUR, all about finesse! Back of a length delivery outside off, skids along the deck and Samson rocks back in the crease to play a late-cut through backward point. Timing was perfect and that beats the fielder sprinting across at third man comfortably ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Samson, Avesh Khan,4,0,Back of Length,off side,backward point,Cut,,,202220
7.1," Avesh Khan to Padikkal, 1 run, pitched up by Avesh Khan, Padikkal drills it to mid-off and a misfield by Rahul results in a single. Was hit with a lot of power, and also there was an awkward bounce ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal, Avesh Khan,1,0,,,mid-off,,,,202220
6.6," Ravi Bishnoi to Samson, no run, was right into the slot again, Samson goes for an across-the-line heave, mistimes it to mid-wicket ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Samson, Ravi Bishnoi,0,0,Slot,,mid-wicket,,,,202220
6.5," Ravi Bishnoi to Padikkal, 1 run, on a length around middle, Padikkal works it through mid-wicket for a single ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal, Ravi Bishnoi,1,0,Good,,mid-wicket,,,,202220
6.4," Ravi Bishnoi to Padikkal, no run, quicker delivery outside off, skids along the deck as Padikkal gets beaten on the cut ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal, Ravi Bishnoi,0,0,,off side,,beaten,,,202220
6.4," Ravi Bishnoi to Padikkal, wide, attempted googly, but it's down the leg-side ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal, Ravi Bishnoi,wide,1,,wide,,wide,,,202220
6.3," Ravi Bishnoi to Samson, 1 run, quicker through the air on middle and leg, Samson clips this towards mid-wicket for a single. 50 up for Rajasthan ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Samson, Ravi Bishnoi,1,0,,stump line,mid-wicket,,,,202220
6.2," Ravi Bishnoi to Samson, FOUR, right into the slot around middle and off, Samson stays put and thumps it over the bowler's head. A lot of bottom hand on this blow as it lands just in front of the cushions near the sightscreen ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Samson, Ravi Bishnoi,4,0,Slot,,,,,,202220
6.1," Ravi Bishnoi to Padikkal, 1 run, 100.3kph, short and wide googly outside off, Padikkal reaches out for it with a punch to sweeper cover ",1st Inns,20th,Rajasthan Royals,Lucknow Super Giants,"Rajasthan Royals (Playing XI): Jos Buttler, Rassie van der Dussen, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Kuldeep Sen, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Marcus Stoinis, Deepak Hooda, Ayush Badoni, Krunal Pandya, Jason Holder, Krishnappa Gowtham, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 10,2022",Lucknow Super Giants have won the toss and have opted to field,Rajasthan Royals won by 3 runs,Yuzvendra Chahal,LSG,field,RR,LSG,Padikkal, Ravi Bishnoi,1,0,Short,wide,sweeper,,100.3,,202220
