ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler
9.1," Kuldeep Sen to Nitish Rana, no run, bowls it fuller than a good length and keeps it well wide of off, no feet from Rana. Slashes and misses... ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Kuldeep Sen
8.6," Ashwin to Nitish Rana, 1 run, this one's a touch straighter and Rana works it through for an easy single ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Ashwin
8.5," Ashwin to Nitish Rana, no run, classic Ravi Ashwin! Loops it on a length around off and gets grip and turn to leave Rana clueless on the back foot. Beaten all ends up on the inside edge ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Ashwin
8.4," Ashwin to Shreyas Iyer, 1 run, full and attacking the stumps, Iyer pushes it to the left of backward point for a quick single ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Ashwin
8.3," Ashwin to Nitish Rana, 1 run, picks the arm-ball off his pads and works it square on the leg-side ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Ashwin
8.2," Ashwin to Shreyas Iyer, 1 run, quicker and turning in on the stumps, Iyer jumps on the back foot and cuts to sweeper cover ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Ashwin
8.1," Ashwin to Shreyas Iyer, no run, quicker and dipping on leg-stump, Iyer looks to flick and gets a leading edge to cover ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Ashwin
7.6," Chahal to Nitish Rana, 2 runs, legbreak on the stumps, Rana jumps on the back foot and cuts it wide of sweeper cover. Easy double! ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Chahal
7.5," Chahal to Shreyas Iyer, 1 run, much slower and around leg-stump, nudged away through mid-wicket ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Chahal
7.4," Chahal to Shreyas Iyer, no run, full and straight, Iyer drives and picks out cover ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Chahal
7.3," Chahal to Nitish Rana, 1 run, comes down the track and drives the full delivery to the left of long-off ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Chahal
7.2," Chahal to Shreyas Iyer, 1 run, slower legbreak outside off, Iyer hangs back and punches down to long-on ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Chahal
7.1," Chahal to Nitish Rana, 1 run, floated up just outside off, Rana prods and pushes it into the off-side wide of cover ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Chahal
6.6," Ashwin to Shreyas Iyer, no run, touch fuller outside off, Iyer drives and finds cover ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Ashwin
6.5," Ashwin to Nitish Rana, 1 run, quicker on middle and leg, clipped away wide of mid-wicket to his left ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Ashwin
6.4," Ashwin to Shreyas Iyer, 1 run, full on the stumps, eased down to long-on ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Ashwin
6.3," Ashwin to Nitish Rana, 1 run, fast and full on leg-stump, worked away into the mid-wicket pocket ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Ashwin
6.2," Ashwin to Shreyas Iyer, 1 run, quicker outside off, Iyer nudges it wide of mid-wicket for a quick single ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Ashwin
6.1," Ashwin to Shreyas Iyer, FOUR, too much width and perhaps a little too short as well. Iyer uses both and slams the late cut behind square on the off-side ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Ashwin
5.6," Prasidh to Nitish Rana, no run, 140ks back of a length outside off, Rana hangs back and bunts it into the covers ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Prasidh
5.5," Prasidh to Nitish Rana, no run, 144ks length delivery angling across the left-hander, Rana pokes and gets beaten on the outside edge ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Nitish Rana, Prasidh
5.4," Prasidh to Indrajith, out Caught by Ashwin at fine leg!! Prasidh responds in style. KKR's openers are back in the hutch. Prasidh unveils the bumper and gave no room for Indrajith on the off-side, the pull takes the thick top-edge and lands straight in the bucket hands of Ashwin at fine leg. The fine leg fielder had been pushed back after the previous delivery and it reaped immediate rewards. Indrajith c Ashwin b Prasidh 15(16) [4s-2] ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Indrajith, Prasidh
5.3,"Prasidh to Indrajith, FOUR, improvisation at its very best! Full and straight, Indrajith shuffles to the off-side and scoops it for a one-bounce boundary over Ashwin at short fine",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Indrajith,Prasidh
5.2," Prasidh to Shreyas Iyer, 1 run, direct hit and Indrajith would have been on his bike! Not even in the frame. Iyer drops this at his feet and takes off almost instantly, Indrajith responds and had to put in a desperate dive. Luckily for him, Prasidh missed his target on the direct hit despite getting to the ball quickly.... ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Prasidh
5.1," Prasidh to Shreyas Iyer, 2 runs, neatly played! 136ks touch short outside off, Iyer delays the cut and plays it with an open bat face past the diving left hand of backward point ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Prasidh
4.6," Boult to Shreyas Iyer, 1 run, 140ks length delivery outside off, Iyer punches to the right of Buttler at mid-off and hustles through for a quick single ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Boult
4.5," Boult to Shreyas Iyer, no run, skiddy 136ks length delivery around off, Iyer jumps across and bunts in front of mid-on ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Boult
4.5," Boult to Shreyas Iyer, wide, digs it short and sprays it down the leg-side, Iyer was too far across off trying to help it on its way, but the line's too erratic from the Kiwi ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Boult
4.4," Boult to Indrajith, 1 run, full and drifting into middle and leg at 139ks, Indrajith whip-flicks and can only manage a single to deep square ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Indrajith, Boult
4.3," Boult to Indrajith, no run, 140ks short of length outside off, Indrajith punches off the back foot and finds cover-point ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Indrajith, Boult
4.2," Boult to Shreyas Iyer, 1 run, goes slightly wide of the crease and angles in the length delivery at 138ks, Iyer tucks into the mid-wicket pocket and calls for two, but Chahal is quick and they will have to settle for a single ",2nd Inns,47t,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Baba Indrajith(w), Nitish Rana, Anukul Roy, Andre Russell, Rinku Singh, Umesh Yadav, Tim Southee, Shivam Mavi","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Karun Nair, Shimron Hetmyer, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen",,,IPL,2022,"Wankhede Stadium,Mumbai","May 02,2022",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Rinku Singh,KKR,field,KKR,RR,Shreyas Iyer, Boult
