ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
11.2," Cummins to Pant, 1 run, short and wide, Pant cuts hard off the back foot but Rana makes a good half-stop at backward point ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Cummins,1,0,Short,wide,backward point,Cut
11.1," Cummins to Warner, 1 run, slower and shorter on middle-and-leg, Warner swivels and helps the pull through backward square leg ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Cummins,1,0,Short,stump line,square leg,pull shot
10.6," Chakaravarthy to Warner, 1 run, pushed through quicker on middle and leg, worked softly through the empty vacant region and Warner wants two initially but Varun is quick to get across himself ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Chakaravarthy,1,0,,stump line,,push shot
10.5," Chakaravarthy to Warner, FOUR, Varun is being taken to the cleaners here! Width offered and Warner decides to go with the angle this time, lofting clean over extra cover. Neatly done ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Chakaravarthy,4,0,,,extra cover,
10.4," Chakaravarthy to Warner, 2 runs, sliding across around off, hacked into the gap at mid-wicket. A couple more ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Chakaravarthy,2,0,,,mid-wicket,
10.4," Chakaravarthy to Warner, no ball, byes, FOUR, and it's getting worse for Varun! Oversteps on the Free Hit as well. Warner looks for the Switch Hit and misses. Billings was undone and it beats him as well. Runs bleeding through all means here ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Chakaravarthy,no ball,1,,,,beaten
10.4," Chakaravarthy to Pant, no ball, 1 run, speared in around middle and leg, tucked gently towards the leg-side and they race through for a single. Oh dear, Varun has overstepped! Not going well for him this over ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Chakaravarthy,no ball,1,,,,
10.3," Chakaravarthy to Pant, no run, flatter one around off, bunted towards cover ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Chakaravarthy,0,0,,,cover,
10.2," Chakaravarthy to Pant, FOUR, and now the reverse sweep from Pant who loses his bat after the shot, connected well though and easily clears short third man. Incredible shot in the end. Superb batting from the DC skipper ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Chakaravarthy,4,0,Short,,short third man,reverse sweep
10.1," Chakaravarthy to Pant, SIX, clobbered! Pant has started on an ultra-aggressive note here, intent on ensuring that the momentum doesn't dip. Brings out the slog sweep and the length is right for the shot, smokes it flat over deep mid-wicket ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Chakaravarthy,6,0,,,mid-wicket,slog shot
9.6," Narine to Pant, 1 run, shimmies down, it's a flat length ball outside off and Pant taps it wide of cover ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Narine,1,0,Good,off side,cover,
9.5," Narine to Pant, FOUR, swept away past short fine leg! The ball is drifting in on middle and leg, Pant plants his foot across, gets on top of the ball and hits it well ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Narine,4,0,Short,stump line,short fine leg,
9.4," Narine to Warner, 1 run, loops up off a leading edge and goes through the mid-on region ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Narine,1,0,,,mid-on,edge
9.3," Narine to Warner, no run, length ball turning in on leg, Warner is making room but it follows him and he mistimes it back to Narine ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Narine,0,0,Good,leg side,,
9.2," Narine to Pant, 1 run, reverse-swept to short third. Doesn't time it that well ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Narine,1,0,Short,,,
9.1," Narine to Warner, leg byes, 1 run, fired in on leg, goes off the pad to short fine ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Narine,byes,1,Short,leg side,short fine,
8.6," Chakaravarthy to Pant, no run, fired in outside off, Pant tries to paddle it fine but misses. There's an appeal for LBW but the impact is outside off ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Chakaravarthy,0,0,,off side,,beaten
8.5," Chakaravarthy to Pant, no run, 93kph, full outside off, Pant looks to drive through cover and drags it off a thick inside edge onto pad and it loops back down the pitch ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Pant, Chakaravarthy,0,0,Full,off side,cover,edge
8.4," Chakaravarthy to Prithvi Shaw, out Bowled!! This might've been the googly and it slips right through the gate, hitting the top of leg stump. Back of a length on middle, slides in as Shaw looks to steer it into the off-side, beating the inside edge. KKR have finally made the breakthrough. Prithvi Shaw b Chakaravarthy 51(29) [4s-7 6s-2] ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Prithvi Shaw, Chakaravarthy,out,out,Back of Length,stump line,off-side,edge
8.3," Chakaravarthy to Warner, 1 run, full on middle, driven to long-off ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Chakaravarthy,1,0,Full,stump line,long-off,off drive
8.2,"Chakaravarthy to Warner, FOUR, reverse-swept wide of backward point, it's in the air and the fielder dives across. Just evades him. Big smile on Warner's face as he punches gloves with Shaw",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner,Chakaravarthy,4,0,,wide,backward point,
8.1," Chakaravarthy to Prithvi Shaw, 1 run, 85kph, full ball slanted in on leg, Shaw flicks it through midwicket ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Prithvi Shaw, Chakaravarthy,1,0,Full,leg side,midwicket,flick shot
7.6," Venkatesh Iyer to Prithvi Shaw, 1 run, and he gets to fifty with this single down to long-on. Back-to-back fifties for Shaw, and he's got DC off to a flier again ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Prithvi Shaw, Venkatesh Iyer,1,0,,,long-on,
7.5," Venkatesh Iyer to Prithvi Shaw, FOUR, short and wide, Shaw chases after it and flays it over backward point. Moves to 49 ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Prithvi Shaw, Venkatesh Iyer,4,0,Short,wide,backward point,
7.4," Venkatesh Iyer to Prithvi Shaw, SIX, whipped over square leg for six! Full ball on off stump, plenty of power in those wrists from Shaw as he picks it up ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Prithvi Shaw, Venkatesh Iyer,6,0,Full,off side,square leg,
7.3," Venkatesh Iyer to Warner, 1 run, 123kph, back of a length just outside off, Warner punches it to deep point ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Venkatesh Iyer,1,0,Back of Length,off side,deep point,
7.2," Venkatesh Iyer to Prithvi Shaw, 1 run, overpitched on off, flicked to deep midwicket ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Prithvi Shaw, Venkatesh Iyer,1,0,,off side,deep midwicket,flick shot
7.1," Venkatesh Iyer to Warner, 1 run, slower short ball from round the wicket, Warner swats it to deep midwicket ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Venkatesh Iyer,1,0,Short,,deep midwicket,
6.6," Russell to Warner, 1 run, short of length outside off, Warner dabs to third man ",1st Inns,19t,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Ajinkya Rahane, Venkatesh Iyer, Shreyas Iyer(c), Sam Billings(w), Nitish Rana, Andre Russell, Sunil Narine, Pat Cummins, Umesh Yadav, Rasikh Salam, Varun Chakaravarthy","Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Rishabh Pant(w/c), Rovman Powell, Sarfaraz Khan, Lalit Yadav, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Khaleel Ahmed",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 10,2022",Kolkata Knight Riders have won the toss and have opted to field,Delhi Capitals won by 44 runs,Kuldeep Yadav,KKR,field,DC,KKR,Warner, Russell,1,0,Short,off side,third man,dab
