ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen
19.6," Harshal Patel to Riyan Parag, SIX, what a finish to the innings. Riyan Parag has got RR to 144. On a short of length on off, not a bad ball at all, but Riyan Parag is standing deep and muscles the pull over deep mid-wicket. The ball again flies over the fence. Chahal runs off but there is some argy-bargy between Harshal Patel and Riyan Parag. And the broadcaster right on cue cuts to an ad -break. How apt! From what I saw, there was words exchanged between the bowler and batter, one of RR's subs puts his arm around Harshal to calm things before it all ended ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
19.5," Harshal Patel to Riyan Parag, no run, short on the stumps, Riyan Parag stands and pulls hard but straight to the fielder at deep square. Does not want to take the single ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
19.4," Harshal Patel to Riyan Parag, SIX, 50 off 29! Riyan Parag has rescued RR here. Full outside off, was the seam-up delivery and right in the slot. Riyan Parag gets under it and with those great wrists of his, sends the ball flying over extra-cover. He generated awesome power from such a low base ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
19.3," Harshal Patel to Riyan Parag, 2 runs, slower delivery on a fuller length on off, slogged off the thick inside half to the right of deep square and he comes back for the second ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
19.2," Harshal Patel to Riyan Parag, FOUR, Seam-up length ball on the stumps, Riyan Parag stands and delivers. He heaves powerfully and beats deep square to his left ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
19.1," Harshal Patel to Riyan Parag, no run, slower delivery into the pads, Riyan Parag heaves and misses, is hit on the thigh pad and he won't run ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
18.6," Hazlewood to Riyan Parag, 1 run, sensible from Riyan Parag, he clips a length ball to deep square to keep the strike ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
18.5," Hazlewood to Riyan Parag, FOUR, thick outside-edge and four. Length ball outside off, Riyan Parag slogs and the edge clears a leaping Siraj at short third man. The pacer went with his right hand but would've been a stunner had he grabbed it. Instead does not even get a fingertip on it ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
18.4," Hazlewood to Prasidh, out Prasidh Run Out!! Bruce Oxenford raises the finger without even checking upstairs. Prasidh mishits one to mid-wicket and runs, but is beaten by Prabhudessai who runs and effects the run-out. That was sensible from the youngster for Hazlewood was not at the stumps and there was no-one coming in to collect the throw either. So he did it on his own by outrunning Prasidh. Prasidh run out (Prabhudessai) 2(5) ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
18.3," Hazlewood to Prasidh, no run, wide length ball outside off, Prasidh is beaten by miles on the dab ",1st Inns,39t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Rajat Patidar, Shahbaz Ahmed, Dinesh Karthik(w), Harshal Patel, Wanindu Hasaranga, Josh Hazlewood, Mohammed Siraj","Rajasthan Royals (Playing XI): Jos Buttler, Devdutt Padikkal, Sanju Samson(w/c), Shimron Hetmyer, Riyan Parag, Daryl Mitchell, Ravichandran Ashwin, Trent Boult, Kuldeep Sen, Prasidh Krishna, Yuzvendra Chahal",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2022",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 29 runs,Riyan Parag,RCB,field
