ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type
19.6," Mustafizur to Rashid Khan, byes, 1 run, how did Pant miss that? He had all the time to hit the stumps but fails to do so. Another cutter breaking away outside off, Rashid has a swing across the line and misses, Pant collects and under arms but does not hit the stumps, allows Miller to get in ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rashid Khan, Mustafizur,byes,1,,off side,,beaten,
19.5," Mustafizur to Abhinav Manohar, out Caught by Axar!! Third wicket for the Fizz. He's really causing problems with his slower balls. This is the cutter and it is angled across, Abhinav sits down to heave it across the line but is defeated by the lack of pace, skies it straight up and Axar runs to his left near extra cover to complete the catch. Abhinav Manohar c Axar b Mustafizur 1(2) ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Abhinav Manohar, Mustafizur,out,out,,,straight,cut shot,"Catch out , axar"
19.4," Mustafizur to Miller, 1 run, full and close to yorker range, Miller whipped straight to deep mid-wicket ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Mustafizur,1,0,Full,,straight,,
19.3," Mustafizur to Abhinav Manohar, 1 run, short and banged hard into the surface, Abhinav is rushed on the pull and he splices it just over the bowler, Miller is happy with the single as he wants to keep strike ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Abhinav Manohar, Mustafizur,1,0,Short,,,pull shot,
19.2," Mustafizur to Rahul Tewatia, out Caught by Thakur!! Mustafizur picks up his second. Once again no pace on offer and Tewatia is deceived by it, he lines up for the big swing but ends up slicing it towards extra cover, Thakur runs back and to his right to take the catch. Rahul Tewatia c Thakur b Mustafizur 14(8) [4s-1 6s-1] ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rahul Tewatia, Mustafizur,out,out,,off side,extra cover,,"Catch out , thakur"
19.1," Mustafizur to Miller, 1 run, starts the final over with a slower back of the hand delivery, Miller miscues the loft to long-off ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Mustafizur,1,0,Back of Length,,long-off,,
18.6," Thakur to Rahul Tewatia, SIX, ruins the over. He became predictable with his line of attack. Tewatia walks across his stumps, sits down and gets under the full delivery, launches it all the way over deep square leg ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rahul Tewatia, Thakur,6,0,Full,,deep square,,
18.5," Thakur to Rahul Tewatia, 2 runs, dropped! Lalit Yadav did all the hard work but failed to hang on. Shardul slips in the knuckle ball and Tewatia is deceived for pace, he miscues the loft over extra cover and Yadav runs around from sweeper cover, gets both hands but allows the ball to slip out ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rahul Tewatia, Thakur,2,0,,,extra cover,,
18.4," Thakur to Rahul Tewatia, no run, this is excellent so far from Thakur. Hits the yorker length outside off, Tewatia jams it off the under-edge and the ball bounces behind to Pant ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rahul Tewatia, Thakur,0,0,yorker,off side,,edge,
18.4," Thakur to Rahul Tewatia, wide, yorker outside off, Tewatia walks across and lets it pass, but the umpire still signals a wide ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rahul Tewatia, Thakur,wide,1,yorker,wide,,wide,
18.3," Thakur to Miller, 1 run, another one right in the blockhole, Miller jams it out to long-off and it is only a single ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Thakur,1,0,,,long-off,defend,
18.2," Thakur to Rahul Tewatia, 1 run, nails the yorker outside off, Tewatia walks across and digs it to short third man ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rahul Tewatia, Thakur,1,0,yorker,off side,short third man,,
18.1," Thakur to Miller, 1 run, half volley outside off, Miller drills it hard and straight to long-off ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Thakur,1,0,,off side,straight,,
17.6," Khaleel Ahmed to Rahul Tewatia, no run, missed out there. Again fraction short and Tewatia goes for the pull, but the 137ks skids off the deck and sneaks past the under-edge. Khaleel appeals for a caught behind but no support from Pant ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rahul Tewatia, Khaleel Ahmed,0,0,Short,,,edge,
17.5," Khaleel Ahmed to Rahul Tewatia, FOUR, short and Tewatia loves it there, he has a nice pivot on the front leg and pulls it in front of square, mid-wicket was inside the ring and deep square leg could not get across ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rahul Tewatia, Khaleel Ahmed,4,0,Short,,square,pull shot,
17.4," Khaleel Ahmed to Miller, 1 run, back of a length around off, Miller steers it with an open bat face to third man ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Khaleel Ahmed,1,0,Back of Length,,third man,,
17.3," Khaleel Ahmed to Miller, FOUR, dropped? It was a tough chance but the Fizz does not get a finger to it. Short ball around off, Miller uses the pace of Khaleel and ramps it to third man, the ball lands just before the rope and escapes Fizz's grasp ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Khaleel Ahmed,4,0,Short,,third man,ramp shot,
17.2," Khaleel Ahmed to Rahul Tewatia, 1 run, toe-crusher on leg-stump, Tewatia flicks it to deep backward square ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Rahul Tewatia, Khaleel Ahmed,1,0,,leg side,deep backward square,flick shot,
17.1," Khaleel Ahmed to Shubman Gill, out Caught by Axar!! Gone! Gill's fine knock comes to an end. He has set it up for the big hitters. Khaleel has this knack of picking wickets and he's got the most important one for Delhi. Once again it is the hard length, Gill goes for the pull but it is sort of a short-arm jab, does not get the elevation to clear deep mid-wicket and Axar settles under it. Shubman Gill c Axar b Khaleel Ahmed 84(46) [4s-6 6s-4] ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Shubman Gill, Khaleel Ahmed,out,out,Good,,mid-wicket,pull shot,"Catch out , axar"
16.6," Mustafizur to Shubman Gill, 1 run, back of a length on off, Gill tucks it through mid-wicket and settles with a single ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Shubman Gill, Mustafizur,1,0,Back of Length,off side,mid-wicket,,
16.6,"Mustafizur to Shubman Gill, wide, that's a tight call and it has gone against Mustafizur. The ball was on the line as it went past Gill and the umpire reckons it is good enough to be called",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Shubman Gill,Mustafizur,wide,1,Good,wide,,wide,
16.5," Mustafizur to Miller, 1 run, good stop by Khaleel. Shortish length outside off, Miller dabs it late and behind square, Khaleel dives to his left near short third man and makes the stop, saved a few there ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Mustafizur,1,0,Good,off side,square,dab,
16.4," Mustafizur to Miller, 2 runs, offers width outside off, Miller chops the cut to the left of sweeper cover and they pick up two more ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Mustafizur,2,0,,off side,sweeper,cut shot,
16.3," Mustafizur to Shubman Gill, 1 run, in the air and just short. Short ball dug into the surface, Gill for once is rushed on the pull, the bottom hand comes off the bat handle and he miscues it to long-on, just lands in front ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Shubman Gill, Mustafizur,1,0,Short,,long-on,pull shot,
16.2," Mustafizur to Miller, 1 run, back of a length around off, Miller dabs it to backward point and Gill quickly crosses over ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Mustafizur,1,0,Back of Length,,backward point,dab,
16.1," Mustafizur to Miller, 2 runs, short of length outside off, Miller cuts it in front of square and sweeper has some ground to cover, easy brace ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Miller, Mustafizur,2,0,Short,off side,square,cut shot,
15.6," Axar to Shubman Gill, SIX, this is top class batting. Gill has his career-best IPL score. He waits for the ball to land on the fullish length and then lofts through the line, clean followthrough of the bat and the ball just clears the straight boundary ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Shubman Gill, Axar,6,0,Full,,straight,,
15.5," Axar to Shubman Gill, 2 runs, short, quick and outside off, Gill cracks it in front of square and calls for the second, easily done ",1st Inns,10t,Gujarat Titans,Delhi Capitals,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar Sadarangani, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Delhi Capitals (Playing XI): Prithvi Shaw, Tim Seifert, Mandeep Singh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Shardul Thakur, Axar Patel, Kuldeep Yadav, Khaleel Ahmed, Mustafizur Rahman",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","Apr 02,2022",Delhi Capitals have won the toss and have opted to field,Gujarat Titans won by 14 runs,Lockie Ferguson,DC,field,GT,DC,Shubman Gill, Axar,2,0,Short,off side,square,,
