ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination
19.6," Umran Malik to Arshdeep Singh, out Arshdeep Singh Run Out!! A comedy of errors. Malik fails to take the hat-trick, but that's the fourth wicket of the over. No runs conceded. Four wickets and a maiden! On a length around off and Arshdeep Singh slaps it to cover and sets up for a single. The throw comes in at the keeper's end and Arshdeep's run-out, Rabada sends him back, but he has no chance to get back in. Arshdeep Singh run out (J Suchith/Pooran) 0(1) ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Arshdeep Singh, Umran Malik,out,out,Good,,cover
19.5," Umran Malik to Vaibhav Arora, out Bowled!! Malik is on a hat-trick! His pace is too hot to handle. Fires this one at the stumps and Vaibhav Arora commits the same mistake as Chahar did. Exposes the stumps, tries to carve it away and the stumps have been rattled. Can he get a hat-trick on the final ball of the innings? Vaibhav Arora b Umran Malik 0(1) ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Vaibhav Arora, Umran Malik,out,out,,stump line,
19.4," Umran Malik to Rahul Chahar, out Bowled!! The off-stump has been uprooted as Umran Malik is bowling a fantastic final over. A full and quick delivery by the speedster and Chahar clears his front leg to flay this away. Misses it altogether and he's gone for a duck! Unplayable! Rahul Chahar b Umran Malik 0(2) ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Rahul Chahar, Umran Malik,out,out,Full,,
19.3," Umran Malik to Rahul Chahar, no run, quick one around leg, Rahul Chahar tries to work it through the on-side, gets hit on the pads ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Rahul Chahar, Umran Malik,0,0,,stump line,
19.2," Umran Malik to Odean Smith, out Caught&Bowled!! Short and quick by Umran Malik and the batter tries to heave it across the line. Gets a thick top edge and Malik settles under the skier to complete his second caught and bowled dismissal of the innings. Got Jitesh Sharma with a similar delivery, and gets Smith exactly in the same way. Punjab Kings finding it difficult to score boundaries towards the end overs. Odean Smith c and b Umran Malik 13(15) [6s-1] ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Odean Smith, Umran Malik,out,out,Short,,
19.1," Umran Malik to Odean Smith, no run, short and quick on leg, cramps the batter for room, Smith swings across, doesn't midde it though ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Odean Smith, Umran Malik,0,0,Short,leg side,
18.6," Bhuvneshwar to Livingstone, out Caught by Williamson!! End of Livingstone's pyrotechnics! Probably wanted to retain strike as he chips this short and wide ball towards cover. Williamson dives forward and takes it inches above the ground as Bhuvneshwar ends his spell with three wickets. Lovely performance by him today. Can Punjab Kings end on a high with six balls remaining? Livingstone c Williamson b Bhuvneshwar 60(33) [4s-5 6s-4] ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Livingstone, Bhuvneshwar,out,out,Short,wide,cover
18.5," Bhuvneshwar to Odean Smith, 1 run, low full toss on middle and leg, Odean Smith whips it uppishly to deep mid-wicket for a single ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Odean Smith, Bhuvneshwar,1,0,Full,stump line,mid-wicket
18.4," Bhuvneshwar to Odean Smith, no run, short one outside off, Odean Smith swings and misses ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Odean Smith, Bhuvneshwar,0,0,Short,off side,
18.3," Bhuvneshwar to Odean Smith, SIX, finally connects one! A short ball around off and Odean Smith has slapped it with a horizontal bat. Right over the bowler's head for half a dozen. Much like a tennis forehand smash ",1st Inns,28t,Punjab Kings,Sunrisers Hyderabad,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Jonny Bairstow, Liam Livingstone, Jitesh Sharma(w), Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 17,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 7 wkts,Umran Malik,SRH,field,PBKS,SRH,Odean Smith, Bhuvneshwar,6,0,Short,,
