ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination
19.6," Aaron to Krunal Pandya, 1 run, hard length and right at the body, Krunal does not have the room to free his arms and is cramped as he goes for the heave, mistimes it to deep mid-wicket and settles with a single ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Krunal Pandya, Aaron,1,0,,,mid-wicket
19.5," Aaron to Chameera, 1 run, banged into the surface and Chameera takes it on, the top-edge flies to fine leg and Krunal settles with a single ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Chameera, Aaron,1,0,,,fine leg
19.4," Aaron to Ayush Badoni, out Caught by Hardik Pandya!! Gone! Badoni departs after a superb innings. Krunal walks all the way across to pat him on the head. Full delivery and it was in the slot, Badoni had made a bit of room but does not get the loft anywhere close the middle, skies it straight up and Hardik settles under it near mid-off. Ayush Badoni c Hardik Pandya b Aaron 54(41) [4s-4 6s-3] ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Ayush Badoni, Aaron,out,out,Full,,straight
19.3," Aaron to Krunal Pandya, 1 run, slower short of length delivery, Krunal pulls off the cue-end and the ball rolls to the left of Wade, he has a shy at the bowler's end but hits Krunal instead ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Krunal Pandya, Aaron,1,0,Short,,
19.2," Aaron to Krunal Pandya, FOUR, not sure what happened there. Miller is not happy with Tewatia. Krunal heaves it to cow corner and Miller thought that Tewatia will stop that from deep mid-wicket, but sees him not move and he goes for it, does not get there in time to stop the boundary ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Krunal Pandya, Aaron,4,0,,,cow corner
19.2," Aaron to Krunal Pandya, wide, angled it outside off and gets it too far across, no chance for Krunal to reach it and umpire signals a wide ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Krunal Pandya, Aaron,wide,1,,wide,
19.1," Aaron to Ayush Badoni, 1 run, short of length around off, Badoni pulls hard and straight to deep mid-wicket ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Ayush Badoni, Aaron,1,0,Short,,straight
18.6," Ferguson to Ayush Badoni, 1 run, full and outside off, Badoni lofts to deep extra cover and Rashid keeps it to a single ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Ayush Badoni, Ferguson,1,0,Full,off side,deep extra cover
18.5," Ferguson to Ayush Badoni, SIX, fifty for Badoni. If there were any doubts on this youngster then this shot should silence everything. He has pulled one of the quickest bowlers around for a maximum. This was short and Badoni seemed to have ample time, gets into a good position and sends it sailing over deep mid-wicket. Krunal embraces him in a hug while the rest of the team are on their feet applauding. What a knock! ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Ayush Badoni, Ferguson,6,0,Short,,mid-wicket
18.4," Ferguson to Krunal Pandya, 1 run, short and at the body, Krunal pulls in front of square and it is only a single ",1st Inns,4th,Gujarat Titans,Lucknow Super Giants,"Gujarat Titans (Playing XI): Shubman Gill, Matthew Wade(w), Vijay Shankar, Abhinav Manohar, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Lockie Ferguson, Varun Aaron, Mohammed Shami","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Evin Lewis, Manish Pandey, Deepak Hooda, Krunal Pandya, Mohsin Khan, Ayush Badoni, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan",,,IPL,2022,"Wankhede Stadium,Mumbai","Mar 28,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Mohammed Shami,GT,field,LSG,GT,Krunal Pandya, Ferguson,1,0,Short,,square
