ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra
9.5," Chakaravarthy to W Saha, 2 runs, slower and wider, Saha reaches out and thumps it uppishly over cover. Sweeper is squarer, and allows a brace ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Chakaravarthy,2,0
9.4," Chakaravarthy to Hardik Pandya, 1 run, flatter one on middle and leg, tucked past mid-wicket ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Chakaravarthy,1,0
9.3," Chakaravarthy to W Saha, 1 run, slower and fuller on the pads, nudged through square leg ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Chakaravarthy,1,0
9.2," Chakaravarthy to W Saha, no run, fractionally short, Saha makes room and punches this but picks out cover ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Chakaravarthy,0,0
9.1," Chakaravarthy to Hardik Pandya, 1 run, pushed through quicker on a good length, Hardik stays back and punches it down to long-on ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Chakaravarthy,1,0
8.6," Umesh Yadav to W Saha, no run, banged in that on that hard length again, Saha wants to play another pick up shot on the leg-side but the line is wider and he misses this completely ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Umesh Yadav,0,0
8.5," Umesh Yadav to W Saha, no run, back of a length outside off, chopped to point ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Umesh Yadav,0,0
8.4," Umesh Yadav to Hardik Pandya, 1 run, big leading edge, just about clears mid-off! Hardik has played some amazing shots but he's also gotten some big slices of luck in this innings. This is another of those deliveries that grips off the deck, extra bounce and totally puts him in a tangle as tries to work across the line. Miscues this completely and is lucky that it's just over the fielder's head ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Umesh Yadav,1,0
8.3," Umesh Yadav to Hardik Pandya, 2 runs, short of a length outside off, punched uppishly over the cover region. Sweeper gets around ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Umesh Yadav,2,0
8.2," Umesh Yadav to W Saha, 1 run, just short of deep square leg! Narrow escape for Saha, was trying to play the pick up shot and didn't quite get the desired elevation on the shot. Fortunate for him that the timing wasn't great, else would have picked out the fielder perfectly ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Umesh Yadav,1,0
8.1," Umesh Yadav to W Saha, no run, back of a length around off, Saha stays back and punches it to cover ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Umesh Yadav,0,0
7.6," Chakaravarthy to Hardik Pandya, no run, drifting in from around off, Hardik pushes it towards cover ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Chakaravarthy,0,0
7.5," Chakaravarthy to W Saha, 1 run, on the shorter side, Wriddhiman stays back and cuts it to the left of deep point ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Chakaravarthy,1,0
7.4," Chakaravarthy to Hardik Pandya, 1 run, pushed through quicker, cramping Hardik who opens the bat face but can't get it past short third man ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Chakaravarthy,1,0
7.3," Chakaravarthy to Hardik Pandya, no run, tossed up now, fuller, Hardik reaches out and defends to point ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Chakaravarthy,0,0
7.2," Chakaravarthy to Hardik Pandya, no run, quicker one outside off, Hardik looks to cut it away but is beaten ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Chakaravarthy,0,0
7.1," Chakaravarthy to Hardik Pandya, SIX, that's a ruthless welcome for Chakaravarthy! Wasn't all that full but Hardik used his reach and just went through the line, lofting clean over wide long-off. Such an effortless hit this, tells you the form he is in at the moment ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Chakaravarthy,6,0
6.6," Shivam Mavi to Hardik Pandya, 1 run, angling in from a good length, Hardik shuffles across and tucks this through mid-wicket ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Shivam Mavi,1,0
6.5," Shivam Mavi to Hardik Pandya, no run, angling in around middle and leg, hard length, Hardik once again gets cramped due to the exctra bounce and does well to keep it down ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Shivam Mavi,0,0
6.5," Shivam Mavi to Hardik Pandya, wide, dug in short, but it's a bit too wide outside off ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Shivam Mavi,wide,1
6.4," Shivam Mavi to Hardik Pandya, FOUR, and now blasts this through the covers! Reactionary length this, as Mavi goes full and Hardik waiting for it. Lays into a booming drive, all power and through the gap at extra cover ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Shivam Mavi,4,0
6.3," Shivam Mavi to Hardik Pandya, SIX, nonchalant little ramp from Hardik and it's gone all the way! Banged in short, there was a man at third man but Hardik got this really fine. Using every bit of Mavi's pace and clearing the ropes ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Shivam Mavi,6,0
6.2," Shivam Mavi to Hardik Pandya, no run, angling in on a length, Hardik stays back and punches it to mid-off ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Shivam Mavi,0,0
6.1," Shivam Mavi to Hardik Pandya, 2 runs, extra bounce from a good length, surprises Hardik who fends this gently towards square leg. He was a bit too casual in running for the single and suddenly realised that the throw was coming to the bowler's end. Direct hit, but he was well in. Ricochet went towards the long-off region and allowed an extra run to be added ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Shivam Mavi,2,0
5.6," Narine to W Saha, no run, on the shorter side again but no room, Saha cuts and picks out cover ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Narine,0,0
5.5," Narine to W Saha, no run, slower again, fuller, draws Saha into a forward defence. Made the batter reach ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Narine,0,0
5.4," Narine to Hardik Pandya, 1 run, some initial movement in the crease from Hardik and Narine responds with lots of loop, fuller, worked past mid-wicket ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Narine,1,0
5.3," Narine to W Saha, 1 run, fired into the pads, nurdled through mid-wicket ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Narine,1,0
5.2," Narine to Hardik Pandya, 1 run, fractionally short, Hardik stays on the back foot and punches towards cover where it's well stopped ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Narine,1,0
5.1," Narine to W Saha, 1 run, half-tracker to begin with, rare loose stuff from Narine and Saha stays back to cut it away. Backward point gets a hand to take sting out of the shot and cover-point tracks back to mop up ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,W Saha, Narine,1,0
4.6," Shivam Mavi to Hardik Pandya, no run, angling in on middle and leg, punched off the back foot to mid-wicket ",1st Inns,35t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): Venkatesh Iyer, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Sam Billings(w), Rinku Singh, Andre Russell, Tim Southee, Shivam Mavi, Umesh Yadav, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Lockie Ferguson, Yash Dayal, Mohammed Shami",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","Apr 23,2022",Gujarat Titans have won the toss and have opted to bat,Gujarat Titans won by 8 runs,Rashid Khan,GT,bat,GT,KKR,Hardik Pandya, Shivam Mavi,0,0
