ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
10.4," Markram to Gaikwad, SIX, that's even better. MS Dhoni's back to lead CSK, and Gaikwad is back to scoring runs for fun. Goes down on his knee and smokes this floated delivery over long-on for six more ",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Gaikwad, Markram,6,0,
10.3," Markram to Gaikwad, SIX, dances down the wicket and thumps the floated delivery over long-on for a clean six. 90 metre maximun for RG. CSK off to a fantastic start ",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Gaikwad, Markram,6,0,
10.2," Markram to Conway, 1 run, down on his knee to sweep this to deep backward square leg ",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Conway, Markram,1,0,
10.1," Markram to Gaikwad, 1 run, floated on middle and leg, Gaikwad slogsweeps this to deep mid-wicket for a single ",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Gaikwad, Markram,1,0,
9.6," Umran Malik to Conway, no run, touch fuller around off, Conway drives it to short cover ",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Conway, Umran Malik,0,0,Full
9.5," Umran Malik to Conway, no run, touch fuller around off, Conway guides this back to Umran Malik ",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Conway, Umran Malik,0,0,Full
9.5," Umran Malik to Conway, wide, fired down the leg-side, Conway can't connect his flick ",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Conway, Umran Malik,wide,1,
9.4," Umran Malik to Gaikwad, 1 run, on a length around off, Gaikwad knocks it to cover for a single ",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Gaikwad, Umran Malik,1,0,Good
9.3,"Umran Malik to Gaikwad, FOUR, short and quick around off, Gaikwad goes for a pull, ends up getting a top-edge that flies right over the keeper's head as they add four runs to their tally. Fifty for Ruturaj.",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Gaikwad,Umran Malik,4,0,Short
9.2,"Umran Malik to Gaikwad, FOUR, Umran Malik goes full and Gaikwad drills it straight down the ground. The fielder from long-on tries his best to stop this, but fails to do, resulting in a boundary. You bowl at 150 clicks or 160 clicks, doesn't make a difference, says Gaikwad. That's bowled at 154 kph by Malik - the fastest ball of the season",1st Inns,46t,Sunrisers Hyderabad,Chennai Super Kings,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Umran Malik, T Natarajan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Robin Uthappa, Devon Conway, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Dwaine Pretorius, Simarjeet Singh, Mukesh Choudhary, Maheesh Theekshana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 01,2022",Sunrisers Hyderabad have won the toss and have opted to field,Chennai Super Kings won by 13 runs,Ruturaj Gaikwad,SRH,field,CSK,SRH,Gaikwad,Umran Malik,4,0,Full
