ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
19.6," Southee to Ayush Badoni, out Chameera Run Out!! Lucknow Super Giants finish with 176/7. A short ball outside off by Southee and Ayush Badoni fails to connect his flashy cut. Chameera calls for a bye, but the keeper - Indrajith does well to score a direct-hit at Chameera's end. He was no where in the frame, and Southee concedes only 4 runs in the final over. Chameera run out (Indrajith) 0(1) ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Southee,out,out,Short,off side,keeper,cut shot
19.5," Southee to Chameera, byes, 1 run, on a length around off, Chameera swings across the line, gets beaten. Badoni wants the strike for the last ball as he manages to steal a bye ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Chameera, Southee,byes,1,Good,,,beaten
19.4," Southee to Holder, out Caught by Rinku Singh!! Holder's cameo comes to an end. A short ball by Southee and Holder goes for a pull, gets a top edge towards Rinku Singh at deep backward square leg and he has been caught. Proving to be an economical final over by Southee. Can he finish it off well? Holder c Rinku Singh b Southee 13(4) [6s-2] ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Holder, Southee,out,out,Short,,deep backward square,edge
19.3," Southee to Ayush Badoni, 1 run, short one around off, Ayush Badoni goes for a flat-batted shot, swings hard and mistimes it towards mid-off ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Southee,1,0,Short,,mid-off,
19.2," Southee to Holder, 1 run, fraction short around middle and leg, skids along the deck, Holder goes for a pull, miscues it past the non-striker as they take a single ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Holder, Southee,1,0,Short,,,pull shot
19.1," Southee to Ayush Badoni, 1 run, short ball by Southee around middle and leg, Ayush Badoni miscues the pull towards backward square leg ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Southee,1,0,Short,,square leg,pull shot
18.6," Shivam Mavi to Holder, SIX, make that five sixes in the over! Shivam Mavi concedes 30 runs and the momentum is back in LSG's favour. Goes full around off and the lanky batter has launched this over long-off for a towering six to finish the 19th over. Mavi ends his spell conceding 50 runs ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Holder, Shivam Mavi,6,0,Full,,long-off,
18.5," Shivam Mavi to Holder, SIX, Holder opens his account with a six. Shivam Mavi fires this one on the batter's pads and Holder has flicked this over deep square leg for half-a-dozen. Four sixes in the over! ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Holder, Shivam Mavi,6,0,,,deep square,flick shot
18.4," Shivam Mavi to Stoinis, out Caught by Shreyas Iyer!! Stoinis departs after doing some damage. Some respite for Mavi as Stoinis has clubbed this full length delivery straight to the KKR skipper at deep mid-wicket. A run-out of KL Rahul, couple of catches in the outfield - Iyer is having a got time tonight. Stoinis c Shreyas Iyer b Shivam Mavi 28(14) [4s-1 6s-3] ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,out,out,Full,,straight,
18.3," Shivam Mavi to Stoinis, SIX, hat-trick of sixes! Banged in short by Shivam Mavi, yet another slower one. Stoinis gets into position early and smokes it over deep mid-wicket with a clean swing of his willow ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,6,0,Short,,mid-wicket,
