ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
18.2," Shivam Mavi to Stoinis, SIX, dispatched over deep mid-wicket! Goes for an off-break and ends up bowling a juicy full toss. Stoinis latches on to it and heaves it over the boundary for back-to-back sixes ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,6,0,Full,,mid-wicket,
18.1," Shivam Mavi to Stoinis, SIX, this is what Stoinis is capable of doing! A length ball by Shivam Mavi, on the slower side, Stoinis picks the bones out of it and swipes it over deep backward square leg for a clean six. Mavi under pressure having conceded a six on the first ball ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,6,0,Good,,deep backward square,
17.6," Russell to Ayush Badoni, 2 runs, Russell not happy with Harshit Rana's effort at fine leg. This was a short and quick ball and Ayush Badoni got a top-edge on his pull. Manages to take a couple of runs as the fielder was slightly slow to get rid of the ball. 'Come on man,' shouts a disappointed Russell ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Russell,2,0,Short,,fine leg,edge
17.5," Russell to Stoinis, 1 run, fired on a fuller length around middle and leg, Stoinis squeezes it down to long-on for a single ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Russell,1,0,Full,,long-on,
17.4," Russell to Ayush Badoni, 1 run, width on offer, Ayush Badoni slices it to the fielder at backward point ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Russell,1,0,,off side,backward point,
17.4," Russell to Ayush Badoni, wide, fires this one down the leg-side, it's a wide ball ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Russell,wide,1,,wide,,wide
17.3," Russell to Stoinis, 1 run, sticks to the shorter length and Stoinis has nudged it towards square leg for a single ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Russell,1,0,Short,stump line,square leg,
17.2," Russell to Ayush Badoni, 1 run, back of a length around middle and leg, Ayush Badoni clips this through the on-side for a single ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Russell,1,0,Back of Length,,,
17.1," Russell to Ayush Badoni, 2 runs, on a length around middle and leg, Ayush Badoni clips this through square leg with soft hands and storms back for the second, good running between the wickets. They check for a short run, but Badoni has done well to get some part of his bat behind the line ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Russell,2,0,Good,,square leg,
16.6," Shivam Mavi to Stoinis, no run, goes for the slower bouncer outside off and Stoinis lets it through to the keeper, was expecting an overhead wide, but this wasn't one ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,0,0,,off side,keeper,
16.5," Shivam Mavi to Stoinis, FOUR, edged away to the boundary! Back of a length around off, Stoinis stands tall and swings hard at it, ends up getting a thick top edge that flies over the fielder inside the ring and that's Stoinis' first boundary of the innings ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,4,0,Back of Length,,,edge
16.5," Shivam Mavi to Stoinis, wide, attempts a full and wide slower one, but that's outside the tramline ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,wide,1,Full,wide,,wide
16.4," Shivam Mavi to Ayush Badoni, 1 run, full and wide outside off, Ayush Badoni leans forward and drives this through point for one ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Shivam Mavi,1,0,Full,wide,point,drive
16.3," Shivam Mavi to Stoinis, 1 run, 134.2kph, on a length around off, Stoinis knocks it to mid-off for a single ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,1,0,Good,,mid-off,
16.2," Shivam Mavi to Stoinis, no run, 136.2kph, pitched up by Shivam Mavi around off, this one seams away from Stoinis as he gets beaten on his drive ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,0,0,,,,beaten
16.1," Shivam Mavi to Stoinis, no run, slower one by Shivam Mavi, on a yorker length and Stoinis has squeezed it back to the bowler ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Stoinis, Shivam Mavi,0,0,yorker,,,
15.6," Narine to Ayush Badoni, no run, end of an economical spell by Narine. A carrom ball outside off and Ayush Badoni has steered it to point. Just 3 runs off Narine's final over.. ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Narine,0,0,,off side,point,
15.5," Narine to Ayush Badoni, no run, spinning into the batter on a length, Ayush Badoni plays it watchfully, nudging it to mid-wicket ",1st Inns,53r,Lucknow Super Giants,Kolkata Knight Riders,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Deepak Hooda, Marcus Stoinis, Krunal Pandya, Ayush Badoni, Jason Holder, Dushmantha Chameera, Ravi Bishnoi, Avesh Khan, Mohsin Khan","Kolkata Knight Riders (Playing XI): Aaron Finch, Baba Indrajith(w), Shreyas Iyer(c), Nitish Rana, Rinku Singh, Anukul Roy, Andre Russell, Sunil Narine, Tim Southee, Shivam Mavi, Harshit Rana",,,IPL,2022,"Maharashtra Cricket Association Stadium,Pune","May 07,2022",Kolkata Knight Riders have won the toss and have opted to field,Lucknow Super Giants won by 75 runs,Avesh Khan,KKR,field,LSG,KKR,Ayush Badoni, Narine,0,0,Good,,mid-wicket,
