ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen
18.2," Thakur to Nitish Rana, 1 run, full on off, driven to long-on ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
18.2," Thakur to Nitish Rana, wide, the plan is to bowl well outside off, but this wide of the tramline and a wide called ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
18.1," Thakur to Nitish Rana, SIX, excellent 50 for Nitish Rana and Shreyas applauds by tapping the glass on the dressing room. Full and across Nitish Rana who uses his bottom-hand to loft over extra-cover. Generated enormous power and elevation to clear the fence ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
17.6," Mustafizur to Rinku Singh, FOUR, superb shot. Full outside off, just the hint of room needed for Rinku Singh who opens the face of the bat and square-drives wide of Mitch Marsh and it runs away ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
17.5," Mustafizur to Nitish Rana, 1 run, very full on the stumps, Nitish Rana looks for the reverse-lap but toe-ends it to backward point where Mitch Marsh runs and slips as he looks to field. Pant and everyone have a good chuckle about that one ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
17.4," Mustafizur to Nitish Rana, FOUR, this slower delivery on a fuller length Nitish Rana picks and drills it hard and wide of the sweeper running to his left, even a dive is not enough to save the boundary ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
17.3," Mustafizur to Nitish Rana, no run, full and seam-up outside off, pacey delivery too, Nitish Rana drives and misses ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
17.2," Mustafizur to Nitish Rana, no run, toe-ended lap onto the helmet-grille! Nitish Rana knows fine-leg was in, was the slower delivery outside off, Nitish Rana gets low but fails to get the connection he needed ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
17.1," Mustafizur to Rinku Singh, 1 run, full outside off, Rinku Singh gets forward and drives to the sweeper ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
16.6,"Lalit Yadav to Nitish Rana, no run, Lalit Yadav is on his knees as he appeals for an LBW but this is sliding down. Slower and drifting in towards middle and leg, Nitish Rana slogsweeps and misses. Pant wasn't interested in the review",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
16.5," Lalit Yadav to Nitish Rana, SIX, this over is an expensive one. Pant's move to gamble with Lalit Yadav for one more hasn't paid off. Full outside off, the width was there and Nitish Rana gets forward to loft all the way over extra-cover. Superbly played ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
16.4," Lalit Yadav to Rinku Singh, 1 run, short and wide outside off, Rinku Singh cuts hard to the sweeper ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
16.3," Lalit Yadav to Nitish Rana, 1 run, very full outside off, drilled to the sweeper ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
16.3," Lalit Yadav to Nitish Rana, no ball, SIX, high full-toss outside off and extraordinarily it has been carved away over deep point for a six. Nitish Rana just flayed that and it's a no-ball as well. Free-hit coming up. Pant has a word with umpire Anil Kumar Chaudhary who is smiling as he explains why it was called a no-ball. Clearly over the waist this one ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
16.2," Lalit Yadav to Rinku Singh, 1 run, good length on the stumps, heaved powerfully but straight to the fielder at deep mid-wicket ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
16.1," Lalit Yadav to Nitish Rana, 1 run, fired in full on the stumps, Nitish Rana gets forward to drive to long-off ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
15.6,"Chetan Sakariya to Nitish Rana, leg byes, 1 run, slower delivery angling down, into the pads, thin inside-edge on the glance onto pad and they take a single to short fine",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
15.5," Chetan Sakariya to Rinku Singh, 1 run, half-stopped by cover as Rinku Singh drills the drive. Shaw did well to get something on it, otherwise was four ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
15.4," Chetan Sakariya to Nitish Rana, 1 run, short of length on the stumps, Nitish Rana backs away and defends wide of point ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
15.3," Chetan Sakariya to Nitish Rana, FOUR, short and angled across Nitish Rana who hops to cut and gets it fine, Kuldeep chases from third man but was never getting there in time ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
15.2," Chetan Sakariya to Rinku Singh, 1 run, back of a length on off and middle, nudged to deep mid-wicket ",KKR Inns,41s,Delhi Capitals,Kolkata Knight Riders,"Delhi Capitals (Playing XI): Prithvi Shaw, David Warner, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Kuldeep Yadav, Mustafizur Rahman, Chetan Sakariya","Kolkata Knight Riders (Playing XI): Aaron Finch, Sunil Narine, Shreyas Iyer(c), Nitish Rana, Venkatesh Iyer, Baba Indrajith(w), Rinku Singh, Andre Russell, Umesh Yadav, Tim Southee, Harshit Rana",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 28,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 4 wkts,Kuldeep Yadav,DC,field
