ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type
10.6," Thakur to Ashwin, 1 run, smashed back to the bowler by Ashwin and Thakur gets hit on the left hand as it tries to grab it in his followthrough. Was struck really hard, hence it would be harsh to call that a dropped chance. Thakur has left the field to apply some ice on his wrist ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Thakur,1,0,,,,,
10.5," Thakur to Ashwin, no run, short and quick outside off, some extra carry on offer, Ashwin attempts a cut and gets beaten ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Thakur,0,0,Short,off side,,beaten,
10.4," Thakur to Ashwin, no run, banged in short by Thakur, Ashwin goes for a hook and gets hit on the shoulder. The ball hits some part of his chin too and the physio is out to have a check on him. A small delay as Pant has a word with Thakur in the meanwhile ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Thakur,0,0,Short,,,hook shot,
10.3," Thakur to Ashwin, 2 runs, on a length around off, Ashwin clears his front leg and drives this through cover for a couple of runs. Looking to cut loose now is Ashwin ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Thakur,2,0,Good,,cover,cover drive,
10.2," Thakur to Padikkal, 1 run, short one at the hips and Padikkal has clipped this towards square leg for a single ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Padikkal, Thakur,1,0,Short,stump line,square leg,,
10.1," Thakur to Padikkal, no run, short of a length around off, Padikkal treks back and punches this to cover ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Padikkal, Thakur,0,0,Short,,cover,,
9.6," Kuldeep Yadav to Ashwin, no run, appeal from Kuldeep Yadav and Pant ain't interested. Bahut aage aagaya (Came down a little too far down the pitch) says the skipper before deciding against the review. Ashwin ran down trying for a biggie perhaps, got done in the air and it clips him high on the pad before deflecting into the off-side ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Kuldeep Yadav,0,0,,stump line,down the pitch,,
9.5," Kuldeep Yadav to Padikkal, 1 run, quicker outside off, cut away to the right of sweeper cover ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Padikkal, Kuldeep Yadav,1,0,,off side,sweeper,cut shot,
9.4," Kuldeep Yadav to Ashwin, 1 run, too full outside off, driven along the ground through extra cover ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Kuldeep Yadav,1,0,Full,off side,extra cover,cover drive,
9.3," Kuldeep Yadav to Padikkal, 1 run, quicker and shorter outside off, Padikkal cuts late and gets it past backward point to his right ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Padikkal, Kuldeep Yadav,1,0,Short,off side,backward point,Cut,
9.2," Kuldeep Yadav to Padikkal, no run, looped up on leg-stump, driven back to the bowler ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Padikkal, Kuldeep Yadav,0,0,,leg side,,drive,
9.1," Kuldeep Yadav to Ashwin, 1 run, tossed up on off, worked away to mid-wicket ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Kuldeep Yadav,1,0,Full toss,off side,mid-wicket,,
8.6," Mitchell Marsh to Padikkal, no run, back of a length outside off, Padikkal mistimes the punch to mid-off ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Padikkal, Mitchell Marsh,0,0,Back of Length,off side,mid-off,,
8.5," Mitchell Marsh to Padikkal, FOUR, the Western Australian natural length, they say! They just like the short stuff, be it with the bat or ball. Mitchell Marsh looks to repeat the short ball (cramp for room) strategy and Padikkal's managed to tickle that away off his glove towards the fine leg fence... ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Padikkal, Mitchell Marsh,4,0,Good,,fine leg,ramp shot,
8.4," Mitchell Marsh to Ashwin, 1 run, 122ks full and straight, helped away down to fine leg for an easy single ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Mitchell Marsh,1,0,Full,,straight,,
8.3," Mitchell Marsh to Padikkal, 1 run, 128ks short of length outside off, Padikkal gets up on his tippy toes and punches it along the ground through extra cover ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Padikkal, Mitchell Marsh,1,0,Short,off side,extra cover,,
8.2," Mitchell Marsh to Padikkal, FOUR, no sighters needed for Padikkal! 128ks full delivery wide of off, Padikkal leans into the drive and slices it off the thick outside half behind square on the off-side ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Padikkal, Mitchell Marsh,4,0,Full,wide,square,square drive,
8.1," Mitchell Marsh to Jaiswal, out Caught by Lalit Yadav!! Another dolly of a catch and this time it is Lalit Yadav. Jaiswal has been guilty of too many shuffly movements around the crease and it has ultimately cost him his wicket. He shuffled a long way to the leg-side and Mitchell Marsh spotted it early enough to bowl the bouncer into his body. Cramps him up for room and the mistimed pull goes straight into the bucket hands of Lalit Yadav at deep square. A much-needed breakthrough for the Capitals. Jaiswal c Lalit Yadav b Mitchell Marsh 19(19) [4s-1 6s-1] ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Jaiswal, Mitchell Marsh,out,out,,,straight,pull shot,"Catch out , lalit yadav"
7.6," Kuldeep Yadav to Ashwin, no run, mix-up, run-out? All ends well. Ashwin shuffles before sinking to one knee and the attempted slog has been dragged off the thick inside half towards Nortje at square leg. Jaiswal took off and had to pause before returning back to his crease. Ashwin was stranded mid-pitch for a while but the throw went to the wrong end... ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Kuldeep Yadav,0,0,,,square leg,slog shot,
7.5," Kuldeep Yadav to Jaiswal, 1 run, width on offer, cut away straight to sweeper cover ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Jaiswal, Kuldeep Yadav,1,0,,off side,straight,cut shot,
7.4," Kuldeep Yadav to Ashwin, 1 run, skips down the pitch and mistimes the slog down to long-on ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Kuldeep Yadav,1,0,,,down the pitch,slog shot,
7.3," Kuldeep Yadav to Jaiswal, 1 run, spins away around off from a length, Jaiswal goes on the back foot and punches to the right of long-off ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Jaiswal, Kuldeep Yadav,1,0,Good,,long-off,,
7.2," Kuldeep Yadav to Ashwin, 1 run, touch flatter on the stumps, nudged away to the right of mid-wicket ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Kuldeep Yadav,1,0,,stump line,mid-wicket,,
7.1," Kuldeep Yadav to Jaiswal, 1 run, drifts in from a length outside off, tucked away into the mid-wicket pocket ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Jaiswal, Kuldeep Yadav,1,0,,off side,mid-wicket,,
6.6," Mitchell Marsh to Jaiswal, 1 run, 121ks back of a length outside off, Jaiswal pats it straight to short third and calls his partner through for a quick single ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Jaiswal, Mitchell Marsh,1,0,Back of Length,off side,straight,,
6.5," Mitchell Marsh to Ashwin, 1 run, short and wide of off, Ashwin makes room and steers it square on the off-side ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Mitchell Marsh,1,0,Short,wide,square,,
6.4," Mitchell Marsh to Jaiswal, 1 run, slower full delivery on middle and leg, Jaiswal eases the drive to the left of long-on ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Jaiswal, Mitchell Marsh,1,0,Full,stump line,long-on,on drive,
6.3," Mitchell Marsh to Ashwin, 1 run, 130ks short ball outside off, Ashwin swivels across and mistimes the pull to the left of deep square ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Ashwin, Mitchell Marsh,1,0,Short,off side,deep square,pull shot,
6.2," Mitchell Marsh to Jaiswal, 1 run, 128ks full and angling away outside off, Jaiswal goes hard on the drive and ekes out a thick outside edge fine of third man ",1st Inns,58t,Rajasthan Royals,Delhi Capitals,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Rassie van der Dussen, Riyan Parag, Ravichandran Ashwin, Trent Boult, Prasidh Krishna, Yuzvendra Chahal, Kuldeep Sen","Delhi Capitals (Playing XI): David Warner, Srikar Bharat, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Axar Patel, Shardul Thakur, Chetan Sakariya, Kuldeep Yadav, Anrich Nortje",,,IPL,2022,"Dr DY Patil Sports Academy,Mumbai","May 11,2022",Delhi Capitals have won the toss and have opted to field,Delhi Capitals won by 8 wkts,Mitchell Marsh,DC,field,RR,DC,Jaiswal, Mitchell Marsh,1,0,Full,off side,third man,edge,
