ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team
19.6," Meredith to Holder, no run, a wicket and 2 dots to end for MI. Rahul is unhappy at the other end, wants to swipe his bat at the air in frustration as Rohit running off gives him a pat on the back. Full outside off, was in the slot but Holder swings across the line and misses. LSG end on 168 ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
19.5," Meredith to Holder, no run, dug in short on the stumps, Holder pulls and misses, called as one short ball for the over. Ishan Kishan prevents the bye ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
19.4," Meredith to Ayush Badoni, out Caught by Pollard!! This is straight to Pollard at long-on. Full on the stumps, was in the slot but this is seam-up and Ayush Badoni couldn't get the elevation. Easy catch for Pollard and Badoni walks back disappointed. Ayush Badoni c Pollard b Meredith 14(11) [6s-1] ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
19.3," Meredith to Ayush Badoni, SIX, that's in the slot. The slower delivery on a fuller length on off, Ayush Badoni swings through the line and it's a clean hit, clears long-on comfortably. May look a small man, but packs a punch when he hits them ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
19.2," Meredith to Rahul, 1 run, right up there on the stumps, Rahul drives to the sweeper ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
19.1," Meredith to Rahul, SIX, 100 for KL. Brings it up with a six over deep mid-wicket - to the longest part of the fence. No big celebrations as he raises his bat and soaks in the applause. 2nd 100 this season and both against MI. The off-cutter on the stumps, sits up and Rahul clobbers the pull over the fielder's head. 83-metre hit ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
18.6," Bumrah to Ayush Badoni, no run, just 4 off the 19th over. Superb stuff from Bumrah. Ayush Badoni shuffles across to lap, but it comes off the toe-end back to Bumrah and the batter does not know where the ball has gone, strolls outside his crease, then hurries back as Bumrah shies and misses. Tight with a direct-hit ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
18.5," Bumrah to Rahul, 1 run, low full-toss on middle and leg, Rahul flicks to deep mid-wicket ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
18.4," Bumrah to Rahul, no run, superb bowling. Right at the base of middle to a man batting on 95. Rahul digs it out back to Bumrah ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
18.3," Bumrah to Ayush Badoni, 1 run, Ayush Badoni gives the strike back to Rahul. Pinpoint yorker on off and middle, Ayush Badoni drives to long-on ",1st Inns,37t,Lucknow Super Giants,Mumbai Indians,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Manish Pandey, Krunal Pandya, Deepak Hooda, Ayush Badoni, Marcus Stoinis, Jason Holder, Mohsin Khan, Dushmantha Chameera, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Suryakumar Yadav, Tilak Varma, Kieron Pollard, Hrithik Shokeen, Daniel Sams, Jaydev Unadkat, Riley Meredith, Jasprit Bumrah",,,IPL,2022,"Wankhede Stadium,Mumbai","Apr 24,2022",Mumbai Indians have won the toss and have opted to field,Lucknow Super Giants won by 36 runs,KL Rahul,MI,field,LSG,MI
