ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen
19.6," Avesh Khan to Rajat Patidar, 1 run, almost in the blockhole outside off, driven along the ground to long-off. Only a single to finish the innings ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
19.5," Avesh Khan to Karthik, 1 run, nice and full, Karthik fails to get under it properly and it goes on the bounce to long-on ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
19.5," Avesh Khan to Karthik, 5 wides, this is beyond frustrating for LSG. Just awful. Banged in way too short, flies over the keeper ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
19.4," Avesh Khan to Karthik, no run, Karthik is filthy with himself. Absolutely furious. Full and wide, he goes for a premeditated scoop, realises the line is wide so tries to adjust by scooping towards third man but misses ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
19.3," Avesh Khan to Karthik, no run, short and wide, Karthik tries reaching out but misses. Rare moment of relief for LSG ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
19.2," Avesh Khan to Karthik, FOUR, pitched up outside off, in the slot for Karthik who hammers it over the bowler's head. 200 up for RCB ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
19.1," Avesh Khan to Karthik, 2 runs, full toss around off, Karthik mistimes the slog wide of long-on ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
18.6," Chameera to Rajat Patidar, FOUR, now he dances across the stumps and executes the scoop over short fine! Wow, just wow ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
18.5," Chameera to Rajat Patidar, SIX, no stopping Patidar! Wow! A slower one at the stumps, and he picks it, waits for it and clobbers it over midwicket ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
18.4," Chameera to Karthik, 1 run, overpitched around off, Karthik goes deep in the crease to whack it over midwicket, ends up dragging it off a thick inside edge wide of short fine. It's a good diving stop from the fielder ",1st Inns,Eli,Lucknow Super Giants,Royal Challengers Bangalore,"Lucknow Super Giants (Playing XI): Quinton de Kock(w), KL Rahul(c), Evin Lewis, Deepak Hooda, Krunal Pandya, Manan Vohra, Marcus Stoinis, Mohsin Khan, Avesh Khan, Dushmantha Chameera, Ravi Bishnoi","Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Virat Kohli, Rajat Patidar, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Shahbaz Ahmed, Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj",,,IPL,2022,"Eden Gardens,Kolkata","May 25,2022",Lucknow Super Giants have won the toss and have opted to field,Royal Challengers Bangalore won by 14 runs,Rajat Patidar,LSG,field
