ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team
10.3," Shreyas Gopal to Warner, 1 run, pushed through on the leg-stump line, nudged wide of mid-wicket for a single ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
10.2," Shreyas Gopal to Powell, 1 run, much better from Gopal - tossed up just outside off, dropped in front of cover-point for a single ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
10.1," Shreyas Gopal to Powell, no run, the wrong 'un from Shreyas - spun back from wide of off, Powell was looking to slog it over mid-wicket and missed ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
9.6,"Kartik Tyagi to Powell, 1 run, awkwardly played, banged in short and angles back into the right-hander - Powell was caught in a poor position as he shaped to defend, spooned off the shoulder of the bat and lobbed through the vacant slip region, was bowled at 144.5 kmph",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
9.5," Kartik Tyagi to Powell, no run, fuller length delivery and well wide of off, Powell watches it all along and lets it go ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
9.4," Kartik Tyagi to Warner, 1 run, short of a length and at the pads, clipped past square leg for a single ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
9.3," Kartik Tyagi to Warner, FOUR, crunched, short and at the stumps, Warner swivels across and then clears mid-wicket with a fierce pull, runs away across the fats outfield ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
9.2," Kartik Tyagi to Warner, no run, short of a good length and just outside off, Warner is hurried ontro the pull and miscues it towards mid-wicket ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
9.1," Kartik Tyagi to Warner, no run, short of a good length and angling across the left-hander, Warner threw his hands on the cut and missed ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
8.6,"Shreyas Gopal to Pant, out Bowled!! Oh dear! That's so soft, Pant looks gutted, stays in the crease for a long while, head down and then begins the long walk to the pavilion. This was a wide full-toss, was there to be put away, but Pant perhaps got a tad too greedy, went for power rather than placement - went too hard on the drive, lost his shape, gets an inside edge which bounced onto the off-stump. Pooran yelps in delight, Shreyas has relief on the face and Ian Bishop informs that this is the first time that Pant has been dismissed by a spinner in #IPL2022. Pant b Shreyas Gopal 26(16) [4s-1 6s-3]",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
8.5," Shreyas Gopal to Pant, FOUR, Pant is toying with Shreyas here, pushed through flatter and wider of off - Pant reaches out and then cuts it square behind point, beats the diving fielder at the ropes ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
8.4," Shreyas Gopal to Pant, SIX, a hat-trick of sixes, the wrong 'un once again, bowled slower and wider of off, Pant gets well forward and then plays the lofted drive, high and over wide long-off for a maximum ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
8.3," Shreyas Gopal to Pant, SIX, back-to-back sixes from Pant, comes down the pitch, gets close to the ball and then lifts it back over the bowler's head, went flat and hard, and over the ropes ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
8.2,"Shreyas Gopal to Pant, SIX, that's a Pant special, picked the wrong 'un early, went down on his knees and swiped it high and over square leg, went sailing into the stands",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
8.1," Shreyas Gopal to Warner, 1 run, tossed up on the middle-stump line, worked in front of square on the on-side for a single ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
7.6," Markram to Warner, 1 run, flighted on the leg-stump line, worked in front of square on the on-side for a single, 11 from the over ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
7.5," Markram to Warner, SIX, smashed, too full from Markram - landed right in Warner's arc, he leans forward and hoists it high and over long-on for a maximum, that went a long way over, 400 sixes in T20s for Warner ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
7.4," Markram to Pant, 1 run, Pant comes down the pitch, gets too close to the ball and doesn't get the elevation on the lofted drive, on the bounce to long-on ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
7.3," Markram to Warner, 1 run, flatter from Markram - hacked away towards long-on for a single ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
7.2," Markram to Pant, 1 run, Pant shimmies down the pitch, gets close to the ball and works it towards mid-wicket for a single ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
7.1," Markram to Warner, 1 run, tossed up just outside off - Warner clears his left leg and drills it down to long-on for a single ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
6.6," Shreyas Gopal to Pant, no run, appeal for LBW, but this had pitched a long way down leg, spun across the left-hander and struck Pant on the pads as he went back. Good start from Shreyas, just one run from the over ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
6.5," Shreyas Gopal to Pant, no run, Shreyas drops one short and just outside off - Pant makes room and finds cover with the back-foot slap ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
6.4," Shreyas Gopal to Pant, no run, pushed through and sliding across the left-hander, Pant backs away and finds backward point with the cut ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
6.3," Shreyas Gopal to Pant, no run, very full and sliding down leg, Pant bends down and sweeps it straight to short fine ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
6.2," Shreyas Gopal to Warner, 1 run, flighted on the leg-stump line, nudged in front of square on the on-side, Warner scampers across for a single and then thinks about the second, but is sent back ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
6.1," Shreyas Gopal to Warner, no run, tossed up and sliding onto the pads, Warner was shaping to let it go, but it rolls away off the pad ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
5.6," Kartik Tyagi to Pant, no run, fuller length delivery on the pads, Pant was looking to turn it to the on-side and missed, 11 from the over ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
5.5," Kartik Tyagi to Warner, 1 run, short of a good length and angling across the left-hander, steered away square on the off-side for a single ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
5.4," Kartik Tyagi to Warner, FOUR, drilled, full and wide of off, bowled at 145.5 kmph, Warner threw his hands on the drive and places the drive straight of mid-off, no need to run for those ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
5.3," Kartik Tyagi to Warner, FOUR, nicely played, wide full-toss from Tyagi, Warner shuffles across towards the off-stump and slices the drive over cover-point, bounces away to the ropes ",1st Inns,50t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): David Warner, Mandeep Singh, Mitchell Marsh, Rishabh Pant(w/c), Lalit Yadav, Rovman Powell, Ripal Patel, Shardul Thakur, Kuldeep Yadav, Khaleel Ahmed, Anrich Nortje","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Shreyas Gopal, Bhuvneshwar Kumar, Sean Abbott, Kartik Tyagi, Umran Malik",,,IPL,2022,"Brabourne Stadium,Mumbai","May 05,2022",Sunrisers Hyderabad have won the toss and have opted to field,Delhi Capitals won by 21 runs,David Warner,SRH,field,DC,SRH
