ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss
 19.6 ,"Unadkat to Rahul, no run, a brilliant last over by Unadkat as he concedes only 4 runs. Fires this full and wide outside off, but just manages to keep it inside the tramline, left alone by Rahul who ends with 103*(60) - what a fantastic knock! A standing ovation by the spectators and his team mates as the captain walks back to the pavilion satisfied",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
 19.5 ," Unadkat to Krunal Pandya, 1 run, a low full toss by Unadkat and Krunal Pandya has flicked this towards deep mid-wicket for a single ",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
 19.4 ," Unadkat to Hooda, out Caught by Ishan Kishan!! Proving to be a fine final over by Unadkat. A short and slow ball on leg, Hooda tries to guide it over the keeper's head, but all he can manage is a bottom edge. A comfortable catch for Kishan and Unadkat hasn't allowed the batters to score much in the final over of the innings so far. Can he restrict them on the remaining two balls as well? Hooda c Ishan Kishan b Unadkat 15(8) [4s-1 6s-1] ",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
 19.3 ," Unadkat to Rahul, 1 run, on a length around off, Rahul drills this to long-on for a single. Rahul wants another bat, signals it towards the dressing room ",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
 19.2 ," Unadkat to Hooda, 1 run, a yorker length ball around leg, Hooda squeezes it to long-on and there's a fumble in the deep. They stick to a single though ",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
 19.1 ," Unadkat to Rahul, 1 run, low full toss on middle and leg, Rahul flicks it towards backward square leg for a single ",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
 18.6 ," Tymal Mills to Rahul, leg byes, 1 run, short and quick around leg, Rahul looks to swipe it through the leg-side, gets hit on the thigh pad as the ball lobs next to the pitch. Mills' bowling figures - 3-0-54-0 ",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
 18.5 ," Tymal Mills to Rahul, FOUR, a hundred for Rahul in his 100th IPL match! What a player! Leading from the front is the Lucknow captain. The team owners are on their feet to acknowledge their captain's prolific innings. A short ball outside off, allows the batter to rock back in the crease as the KL stylishly carves this through point to bring up in the milestone. What a fantastic innings this has been. The Giants on the verge of breaching the 200-run mark ",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
 18.5 ," Tymal Mills to Hooda, 2 wides, a clueless look on Rohit Sharma's face. This was fired short and wide down the leg-side and Kishan had to fly towards his left to get his gloves to it ",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
 18.4 ," Tymal Mills to Hooda, FOUR, pitched up by Tymal Mills, and the batter has sliced this over the infield at backward point. In fact he swung hard and got a leading edge that flew over the fielder who was placed there ",LSG Inns,26t,Mumbai Indians,Lucknow Super Giants,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Dewald Brevis, Tilak Varma, Suryakumar Yadav, Kieron Pollard, Fabian Allen, Jaydev Unadkat, Murugan Ashwin, Jasprit Bumrah, Tymal Mills","Lucknow Super Giants (Playing XI): KL Rahul(c), Quinton de Kock(w), Manish Pandey, Deepak Hooda, Marcus Stoinis, Ayush Badoni, Jason Holder, Krunal Pandya, Dushmantha Chameera, Avesh Khan, Ravi Bishnoi",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 16,2022",Mumbai Indians have won the toss and have opted to field
