ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team
12.2," T Natarajan to Hazlewood, no run, full on off, Hazlewood shows the full face of the bat and defends it back to T Natarajan, good stop on his followthrough ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
12.1," T Natarajan to Harshal Patel, out Bowled!! The off-stump is knocked over. T Natarajan comes back and strikes. The RCB fans are shell-shocked. Lovely delivery, fullish on middle and leg, then seams away after pitching, opens Harshal Patel up completely on the back foot block and takes out the off-stump. T Natarajan no wonder has a big smile on his face. Harshal Patel b T Natarajan 4(8) ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
11.6," Umran Malik to Hasaranga, no run, full and angled in on middle, Hasaranga nearly closes the face early but the ball squirts off the outer half of the bat to cover ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
11.5," Umran Malik to Hasaranga, no run, short of length on the stumps, Hasaranga defends off the back foot ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
11.4," Umran Malik to Hasaranga, no run, Hasaranga is disappointed for missing out there, full and sliding down, Hasaranga flicks and misses, brushes the pad and a diving take by Pooran ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
11.3," Umran Malik to Hasaranga, no run, angled in around off, Hasaranga shuffles across to defend and misses as he defends inside the line, the ball misses the outside-edge and flicks the back pad on the way to Pooran. The umpire gave it out but clearly off the pad and impact is outside off for the LBW ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
11.3," Umran Malik to Hasaranga, wide, this is wide outside off and wide of the tramline. Called a wide ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
11.2," Umran Malik to Hasaranga, no run, 146.3kph full outside off, Hasaranga drives and misses. So close to the edge ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
11.1," Umran Malik to Harshal Patel, 1 run, 144.3kph short of length on middle, defended to mid-wicket for a quick single ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
10.6," J Suchith to Hasaranga, no run, slower and drifting into off and middle, Hasaranga defends to cover ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
10.5," J Suchith to Harshal Patel, 1 run, flat outside off, short too, Harshal Patel cuts to the sweeper ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
10.4," J Suchith to Harshal Patel, no run, stump to stump and Harshal Patel gets forward to defend ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
10.3," J Suchith to Harshal Patel, no run, Harshal Patel comes down the track and drives to cover ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
10.2," J Suchith to Harshal Patel, no run, drifts in nicely on middle, Harshal Patel gets forward to defend ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
10.2," J Suchith to Harshal Patel, wide, down leg, called a wide ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
10.1," J Suchith to Harshal Patel, 2 runs, drifting into the pads, Harshal Patel goes back to glance to fine-leg for a couple. They move off that dreaded ""49"" mark ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
9.6," Umran Malik to Hasaranga, no run, 141.9kph, pitched up delivery, Hasaranga stoutly defends from the crease ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
9.5," Umran Malik to Hasaranga, no run, 145.4kph, full delivery on off and middle, Hasaranga stays in his crease and defends into the off-side off the outside edge ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
9.4,"Umran Malik to Hasaranga, no run, 144.6kph, shuffles across and shoulders arms as this full ball swing away outside off",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
9.3," Umran Malik to Hasaranga, no run, shortish ball, seams away and squares up the batter. Too good for Hasaranga who gets beaten on the outside edge ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
9.2,"Umran Malik to Shahbaz Ahmed, out Caught by Pooran!! 138.6kph, another strangle down leg? Umran Malik is celebrating, Pooran is confident. The TV umpire has been summoned to check if it's a fair delivery. One look and Chris Gaffaney rules it in favour of the bowling side. Back of a length, Shahbaz Ahmed gets inside the line and awkwardly pulls. The ball brushes his gloves and Pooran dives full-length to his right to take an outstanding low catch. Shahbaz Ahmed c Pooran b Umran Malik 7(12) [4s-1]",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
9.1," Umran Malik to Shahbaz Ahmed, 2 runs, 146.3kph, back of a length outside off, dabbed to third man. A slight fumble and that allows the batters to come back for the second ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
8.6," J Suchith to Harshal Patel, no run, flighted outside off, pushed to cover ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
8.5," J Suchith to Karthik, out Caught by Pooran!! Drifting down leg, Karthik goes for the sweep and did he get a tickle? Hit the keeper's thigh and Pooran somehow manages to cling onto it. Wide signalled by the umpire. Jagadeesha Suchith and Pooran are certain that there was bat/glove involved and SRH have reviewed it. And, UltraEdge confirms that it brushed the batter's glove. Excellent review from SRH. DK's gone for a 2-ball duck and RCB need something special to even get to triple-digits. Karthik c Pooran b J Suchith 0(3) ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
8.4," J Suchith to Karthik, no run, length ball, Karthik watchfully defends ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
8.3," J Suchith to Karthik, no run, in-drifting full ball, Karthik gets low and sweeps to short fine leg ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
8.2," J Suchith to Prabhudessai, out Stumped!! Quick glovework from Pooran. Prabhudessai moves leg-side for a massive heave-across-the-line and the momentum takes his forward. Fails to put bat on ball against this in-dart and he might be in trouble. The third umpire wants to check if there was any inside edge. UltraEdge confirms no bat. And Prabhudessai's back leg is outside the crease! He couldn't drag it back in time. Pooran was lightning quick behind the sticks. Prabhudessai st Pooran b J Suchith 15(20) [4s-1] ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
8.1," J Suchith to Prabhudessai, 2 runs, comes down the track and heaves off the inside half to long-on's right. Jansen dives and pulls it in ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
7.6," Umran Malik to Shahbaz Ahmed, FOUR, wow! The ball bulleted away to the fence. Overpitched outside off at 149.7kph, Shahbaz Ahmed clears his front leg, gets under it and carves it over extra cover ",1st Inns,36t,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Faf du Plessis(c), Anuj Rawat, Virat Kohli, Glenn Maxwell, Suyash Prabhudessai, Shahbaz Ahmed, Dinesh Karthik(w), Wanindu Hasaranga, Harshal Patel, Josh Hazlewood, Mohammed Siraj","Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Kane Williamson(c), Rahul Tripathi, Aiden Markram, Nicholas Pooran(w), Shashank Singh, Jagadeesha Suchith, Bhuvneshwar Kumar, Marco Jansen, Umran Malik, T Natarajan",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 23,2022",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 9 wkts,Marco Jansen,SRH,field,RCB,SRH
