ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
19.6," Shami to N Jagadeesan, 2 runs, low full toss, clubbed down to long-on and they get an easy couple. That won't appease them much ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Shami,2,0,Full,
19.5," Shami to N Jagadeesan, no run, looks to paddle a length delivery by walking across his sticks and the ball has gone over sticks. Another dot ball ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Shami,0,0,Good,stump line
19.4," Shami to Santner, 1 run, right up there and Santner digs it out into the off-side for a single ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Santner, Shami,1,0,,
19.3," Shami to Dhoni, out Caught by Yash Dayal!! His stay doesn't help CSK much today. A short ball, Dhoni looks to muscle the pull but mistimes it to short mid. All those balls consumed now don't make much of a sense. Not an easy wicket to put away the deliveries from a hard length and Dhoni fails to as well. Easy take for the fielder. Dhoni c Yash Dayal b Shami 7(10) ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Shami,out,out,Short,
19.2," Shami to Dhoni, 2 runs, looks to mow it across the line but gets it off the cue-end and down to fine leg for a couple ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Shami,2,0,,
19.1," Shami to N Jagadeesan, 1 run, too full, Jagadeesan creams the drive and the man at long-off cuts it off. They get a single ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Shami,1,0,Full,
18.6," Yash Dayal to N Jagadeesan, 1 run, fuller length delivery angled across, Jagadeesan drills it to deep cover for a single ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Yash Dayal,1,0,Full,
18.6," Yash Dayal to N Jagadeesan, wide, pings it too full, too wide outside off and the ump deems it as wide after a good look at it ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Yash Dayal,wide,1,Full,wide
18.5," Yash Dayal to Dhoni, 1 run, wider, fuller, Dhoni jams that down to deep cover for a single. This is superb from the Lions and tells you why they have roared through out the tourney ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Yash Dayal,1,0,Full,wide
18.4," Yash Dayal to N Jagadeesan, 1 run, and he slams that down to long-off for a single as that was a fuller delivery outside off ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Yash Dayal,1,0,Full,off side
