ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
18.3," Yash Dayal to Dhoni, 1 run, superb delivery bowled fuller and Dhoni squeezes it down to deep cover for a single ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Yash Dayal,1,0,Full,
18.2," Yash Dayal to N Jagadeesan, 1 run, looks to heave it away and cue-ends it for the ball to land well short of the man at long-on who was running in. Was another slower delivery ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Yash Dayal,1,0,Short,
18.2," Yash Dayal to N Jagadeesan, wide, too wide angled across and the ump deems it as a wide as well. Was a length delivery spread wide outside off for the batter to let it go. CSK aren't complaining ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Yash Dayal,wide,1,Good,wide
18.2," Yash Dayal to N Jagadeesan, wide, some field changes before the ball was bowled and all of that got to Yash Dayal. That was too wide outside off and was a slower delivery angled well across the batter ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Yash Dayal,wide,1,,wide
18.1," Yash Dayal to N Jagadeesan, no run, and right up there and angled across. Jagadeesan fails to wood it as he tried to slice it. CSK would be gutted with their finish here ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Yash Dayal,0,0,,
17.6," Rashid Khan to Dhoni, no run, and Dhoni just stabs it out. Mind games...? He doesn't want to lose his wicket to Rashid Khan but at the expense of 4-5 dots? That was a leggie and Dhoni stayed back to smother it out ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Rashid Khan,0,0,,
17.5," Rashid Khan to N Jagadeesan, 1 run, too full, N Jagadeesan gets it down to long-on for a single ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Rashid Khan,1,0,Full,
17.4," Rashid Khan to N Jagadeesan, no run, fails to tuck as he tried to close his face on that ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Rashid Khan,0,0,,
17.3," Rashid Khan to Dhoni, 1 run, charges down and fails to put the full toss away. Gets it down to long-on for a single. Got too close to the delivery. Terrific end to Rashid Khan's spell ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Rashid Khan,1,0,Full,
17.2," Rashid Khan to Dhoni, no run, 2 off 4 doesn't help CSK in a time like this. Tossed up delivery and Dhoni pushes it back to the bowler ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Rashid Khan,0,0,Full toss,
17.1," Rashid Khan to N Jagadeesan, 1 run, and the battle between Rashid and MS should be fun. Jagadeesan swept it away on to the on-side for a single ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Rashid Khan,1,0,,
16.6," Alzarri Joseph to Dhoni, 2 runs, those uber quick latex laden wrists come into use as that was a short ball outside off. Dhoni lashes that past point for a couple to end the over ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Alzarri Joseph,2,0,Short,off side
16.5," Alzarri Joseph to Dhoni, no run, back of a length delivery, Dhoni gets behind the line of the delivery and nudges it out into the on-side. These dot balls will hurt CSK later ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Alzarri Joseph,0,0,Back of Length,
16.4," Alzarri Joseph to Dhoni, no run, third dot ball! Not great news for CSK as Dhoni pokes it out into the off-side ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Dhoni, Alzarri Joseph,0,0,,
16.3," Alzarri Joseph to Shivam Dube, out Caught by Saha!! it is no secret that he doesn't like the aroma of the perfume ball. That reared up on him, Shivam Dube tried to sway away and the ball kissed the bat's edge and then the shoulder only to lob up for Saha to complete the formalities. A blob for Shivam Dube and his deficiencies against the short ball being exposed again. Good thinking and execution from Alzarri Joseph. Shivam Dube c Saha b Alzarri Joseph 0(2) ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Shivam Dube, Alzarri Joseph,out,out,Short,
16.2," Alzarri Joseph to Shivam Dube, no run, Dube has to get a quick move on. Back of a length delivery tucks him up and he pushes it to cover ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Shivam Dube, Alzarri Joseph,0,0,Back of Length,
16.1," Alzarri Joseph to N Jagadeesan, 1 run, and has been put away to long-on for a single ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Alzarri Joseph,1,0,,
15.6," Rashid Khan to Gaikwad, out Caught by Wade!! Drags that across the line but the man at deep mid takes it easily. That was a flatter one and Gaikwad charged out to heave it but just couldn't time it. That was easily taken in the end. CSK lose a big wicket as Gaikwad is known to cut loose at the end but not today. That man - Rashid - delivers the much needed breakthrough. Gaikwad c Wade b Rashid Khan 53(49) [4s-4 6s-1] ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,Gaikwad, Rashid Khan,out,out,,
15.5," Rashid Khan to N Jagadeesan, 1 run, one bounce and to the fielder at deep mid. That was short, Jagadeesan pulled it and it dropped short of the fielder ",1st Inns,62n,Chennai Super Kings,Gujarat Titans,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Moeen Ali, Shivam Dube, N Jagadeesan, MS Dhoni(w/c), Mitchell Santner, Prashant Solanki, Simarjeet Singh, Matheesha Pathirana, Mukesh Choudhary","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Matthew Wade, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Ravisrinivasan Sai Kishore, Alzarri Joseph, Yash Dayal, Mohammed Shami",,,IPL,2022,"Wankhede Stadium,Mumbai","May 15,2022",Chennai Super Kings have won the toss and have opted to bat,Gujarat Titans won by 7 wkts,Wriddhiman Saha,CSK,bat,CSK,GT,N Jagadeesan, Rashid Khan,1,0,Short,
