ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
19.6," Hardik Pandya to Arshdeep Singh, 3 runs, comedy of errors to finish the innings! Short ball, pulled hard to deep mid-wicket and they decide to risk the second run as it's the final delivery. The throw is wayward at the keeper's end and they then go for the third run that's surely not on. Should have been an easy run out but Hardik dislodged the stumps with his back foot before he could put the ball onto the stumps. The third ump has a long look at it just to be sure that both bails were off before Hardik disturbed the stumps and that was indeed the case ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Arshdeep Singh, Hardik Pandya,3,0,Short
19.5," Hardik Pandya to Rahul Chahar, 1 run, review for LBW but there was always a clear inside edge there! UltraEdge confirms it with a big spike as ball is close to the bat. Shortish slider, Chahar backs away to heave it away, only to get this off the pads to point ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Rahul Chahar, Hardik Pandya,1,0,Short
19.4," Hardik Pandya to Rahul Chahar, FOUR, it's probably in his surname, that ability to hit quick runs at the back end and Gujarat will be grumpy at this last-wicket stand. So many extra runs being stolen. This was a bit too straight in line, Chahar shuffled across and whipped it away. Got it squarer of short fine leg. Good batting ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Rahul Chahar, Hardik Pandya,4,0,Short
19.3," Hardik Pandya to Arshdeep Singh, 1 run, angling in around off, bunted to mid-off ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Arshdeep Singh, Hardik Pandya,1,0,
19.2," Hardik Pandya to Rahul Chahar, 1 run, in-angler around off, fuller, dabbed to point ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Rahul Chahar, Hardik Pandya,1,0,Full
19.1," Hardik Pandya to Rahul Chahar, SIX, clean strike! Whoa, this is now a priceless little cameo from Chahar! Slower bouncer, he picks it early and hangs back to smoke the pull over deep square leg. Superb hit, because that was the longer side of the ground ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Rahul Chahar, Hardik Pandya,6,0,
18.6," Ferguson to Arshdeep Singh, FOUR, top-edge but it's in the gap at deep square leg and Punjab go past the 170-run mark. Another short ball, had Arshdeep in all sorts of trouble as he took his eyes off during the pull shot. Not in control at all, but the good thing for him was that the miscue fell into empty space. Rashid looked to get around from fine leg but couldn't ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Arshdeep Singh, Ferguson,4,0,Short
18.5," Ferguson to Arshdeep Singh, no run, wild swing and a miss! Arshdeep backs away early, Ferguson follows him with a pacy hard length ball that's too good for the tailender ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Arshdeep Singh, Ferguson,0,0,Good
18.4," Ferguson to Rahul Chahar, 1 run, back of a length on the hips, tucked down to fine leg ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Rahul Chahar, Ferguson,1,0,Back of Length
18.3," Ferguson to Rahul Chahar, no run, dug in short on leg stump, fended awkwardly to the leg-side ",1st Inns,16t,Punjab Kings,Gujarat Titans,"Punjab Kings (Playing XI): Mayank Agarwal(c), Shikhar Dhawan, Liam Livingstone, Jonny Bairstow(w), Jitesh Sharma, Shahrukh Khan, Odean Smith, Kagiso Rabada, Rahul Chahar, Vaibhav Arora, Arshdeep Singh","Gujarat Titans (Playing XI): Matthew Wade(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Abhinav Manohar, Rashid Khan, Lockie Ferguson, Mohammed Shami, Darshan Nalkande",,,IPL,2022,"Brabourne Stadium,Mumbai","Apr 08,2022",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 6 wkts,Shubman Gill,GT,field,PBKS,GT,Rahul Chahar, Ferguson,0,0,Short
