ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type
19.6," U Yadav to Christian, out Caught by M Pandey!! Wicket off the final ball. Full toss and Christian smacks it straight down the throat of deep mid-wicket. He backed away slightly and didn't have the space to free his arms, mistimed it and Pandey gobbled that up with ease. Christian c M Pandey b U Yadav 16(6) [6s-2] ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Christian, U Yadav,out,out,Full,,straight,,"Catch out , m pandey"
19.5," U Yadav to Smith, 1 run, very full and around off, Smith squeezes the drive to extra cover. He's livid with himself for not making a better connection on that one. Keeps thudding the bat into his pad ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, U Yadav,1,0,Full,,extra cover,cover drive,
19.5," U Yadav to Christian, 2 wides, yorker outside off, cutting the guideline and Smith is quick to race across to the other end. He wants the strike and the throw from Uthappa is not a good one ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Christian, U Yadav,wide,2,yorker,wide,,wide,
19.4," U Yadav to Smith, leg byes, 1 run, Smith has missed out there. A full toss and the RPS skipper had backed away a long way, cramped for room and can't meet with the hoick, off the thigh pad and into the on-side ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, U Yadav,byes,1,Full,,,beaten,
19.3," U Yadav to Christian, 1 run, the slower ball bouncer and Christian takes it on, flat-bats it to backward point. It would have been a wide had he let that pass, was well over him ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Christian, U Yadav,1,0,,wide,backward point,,
19.2," U Yadav to Smith, 1 run, fifty for Smith. This was a long time coming. He got a few starts in the previous games but hadn't converted them. This time he does. Another wide yorker and Smith squeezes it to backward point ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, U Yadav,1,0,yorker,wide,backward point,,
19.1," U Yadav to Smith, SIX, 16 balls without a boundary or a six, now RPS have three on the trot. This is a top shot. A difficult one to play. Wide yorker outside off, Smith opens the bat face and carves it over point. Nice connection and pinged the ad boardings ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, U Yadav,6,0,yorker,wide,point,,
18.6," Woakes to Christian, SIX, back-to-back sixes and now we know why GG was relcutant to bowl the spinners at the death. Length delivery right in the swinging arc, Christian is known for his big-hittin and he thumps this over the cow corner fence ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Christian, Woakes,6,0,Good,,cow corner,cut shot,
18.5," Woakes to Christian, SIX, super shot! Woakes was a bit predictable there. Full and wide outside off, Christian lined up for the loft over extra cover and nailed it to perfection. All the way and a much needed one for RPS ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Christian, Woakes,6,0,Full,wide,extra cover,,
18.5," Woakes to Christian, wide, harsh call? Woakes pounds it short and is around leg-stump, Christian gets inside the line and can't connect with the pull, umpire reckons it was down leg and called it a wide ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Christian, Woakes,wide,1,Short,wide,,wide,
18.4," Woakes to Smith, 1 run, Woakes keeping it full and outside off, Smith reaches out and drives to mid-off. Quick single taken. Might have been a 50-50 call for wide had Smith let that go ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Woakes,1,0,Full,off side,mid-off,off drive,
18.3," Woakes to Christian, 1 run, very full and outside off, Christian drags the drive to long-on, off the inner part of the bat ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Christian, Woakes,1,0,Full,off side,long-on,on drive,
18.2," Woakes to Smith, 1 run, low full toss on off, Smith whips it uppishly to deep square leg. Umesh was almost done in by the side spin, but does well to cling on to the ball, just a single ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Woakes,1,0,Full,off side,deep square,,
18.1," Woakes to Smith, 2 runs, full and on off, Smith clips it wide of deep mid-wicket for a brace ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Woakes,2,0,Full,off side,mid-wicket,,
17.6," Kuldeep Yadav to Christian, 2 runs, almost! Christian also does not read him, closes the bat face to nudge it into the leg-side, the leading edge pops up and eludes the gully fielder. Narine opts against the dive at backward point and concedes an extra run. Excellent over and spell from Kuldeep, finishes with figures: 4-0-31-2 ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Christian, Kuldeep Yadav,2,0,,,gully,edge,
17.5," Kuldeep Yadav to Manoj Tiwary, out Stumped!! Take a bow Gautam Gambhir. It was a brave move to bowl Kuldeep and he is now reaping the rewards. Two wickets in the over. One of Dhoni and the other of the in-form Tiwary. The wrong 'un keeps bamboozling the batsmen, Tiwary like others does not pick, lunges forward to work it into the leg-side, missed and beaten comprehensively. Uthappa takes his time to remove the bails, but does so in the nick of time. Tiwary's back leg was on the line and he didn't even attempt to get it back in. Manoj Tiwary st Uthappa b Kuldeep Yadav 1(2) ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Manoj Tiwary, Kuldeep Yadav,out,out,,,,beaten,stumped
17.4," Kuldeep Yadav to Smith, 1 run, flatter one around off, Smith eases it off the back foot ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Kuldeep Yadav,1,0,,,,,
17.3," Kuldeep Yadav to Manoj Tiwary, 1 run, flighted on off, Tiwary sweeps to deep backward square leg ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Manoj Tiwary, Kuldeep Yadav,1,0,,off side,deep backward square,,
17.2," Kuldeep Yadav to Dhoni, out Stumped!! Huge wicket this. Full marks for GG as well. Bowling a spinner in the 18th over, you don't see that often. The youngster has outfoxed the master finisher. The googly which is short in length, Dhoni runs down the wicket and is beaten by the turn, does not get the body behind the line, Uthappa whips the bails off in a flash. Kuldeep loved that wicket. Jumps and follows it with a fist pump. Dhoni st Uthappa b Kuldeep Yadav 23(11) [4s-1 6s-2] ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Dhoni, Kuldeep Yadav,out,out,Full,,,beaten,stumped
17.1," Kuldeep Yadav to Smith, 1 run, spinning into the pads, Smith milks a single to mid-wicket ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Kuldeep Yadav,1,0,,,mid-wicket,,
16.6," Narine to Dhoni, no run, the carrom ball is short in length, Dhoni cuts off the outer half of the bat, straight to short third man and it is Smith's turn to decline the single. Good over that from Narine, just the 7 off it. He ends with: 4-0-34-1 ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Dhoni, Narine,0,0,Short,,straight,cut shot,
16.5," Narine to Smith, 1 run, whipped with the turn to deep backward square leg ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Narine,1,0,,,deep backward square,,
16.4," Narine to Smith, no run, dabbed to backward point and Smith wanted the single, Dhoni denies. Good call that ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Narine,0,0,Good,,backward point,dab,
16.3," Narine to Dhoni, 1 run, tapped in front of cover and the single is stolen right under Kuldeep. He flings a throw and almost concede an extra run. GG has some advice to the youngster to not throw the ball unnecessarily ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Dhoni, Narine,1,0,,,cover,,
16.2," Narine to Smith, 1 run, shortens the length and Smith is happy to knock it down to long-on, back to Dhoni ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Narine,1,0,Short,,long-on,,
16.1," Narine to Smith, FOUR, second time Smith has got a streaky boundary off Narine. Short and wide outside off, he throws the bat on the cut, right off the cue-end and the ball runs away fine to the third man fence ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Narine,4,0,Short,wide,third man,late cut,
15.6," Kuldeep Yadav to Dhoni, 2 runs, KKR have been horrible in the field today. Dhoni directs the slider to backward point. The duo amble across for a single and DM Bravo fires a needless throw to the bowler's end and gives away the overthrow ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Dhoni, Kuldeep Yadav,2,0,,,backward point,,
