ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type
11.1," Chawla to Smith, no run, Chawla might have anticipated Smith coming down, dropped short and pushed it down leg, the RPS skipper could not get any bat on that, but luckily had his body behind the line ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Chawla,0,0,Short,,,push shot,
10.6," Kuldeep Yadav to Rahane, no run, slower through the air and on off, Rahane prods forward and defends ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, Kuldeep Yadav,0,0,,off side,,defend,
10.5," Kuldeep Yadav to Smith, 1 run, flighted around off, Smith leans forward and wrists it uppishly wide of Kuldeep, single to long-on ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Kuldeep Yadav,1,0,,wide,long-on,,
10.4," Kuldeep Yadav to Smith, no run, watches the googly and fends it from the crease ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Kuldeep Yadav,0,0,,,,,
10.3," Kuldeep Yadav to Rahane, 1 run, out comes the sweep again, straight to deep square leg ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, Kuldeep Yadav,1,0,,,straight,,
10.2," Kuldeep Yadav to Rahane, no run, appeal for LBW. Nothing from the umpire. The wrong 'un and Rahane certainly didn't pick it, was looking to nudge it into the on-side, beaten and struck on the back thigh. Ball might have pitched outside leg and height was also an issue ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, Kuldeep Yadav,0,0,,leg side,,beaten,
10.1," Kuldeep Yadav to Rahane, FOUR, loosener from Kuldeep. Rank long hop on off, Rahane had all the time in the world to go deep in the crease and pull it in front of square, wide of deep mid-wicket and Rahane is getting a move on ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, Kuldeep Yadav,4,0,,off side,square,pull shot,
9.6," Chawla to Smith, 2 runs, tossed up wider of off, driven towards point where Bravo makes a mess of a simple stop, lets Smith come back for the second run ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Chawla,2,0,Full toss,wide,point,drive,
9.5," Chawla to Rahane, 1 run, slower and on off, eased down towards long-on for a single ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, Chawla,1,0,,off side,long-on,,
9.4,"Chawla to Rahane, FOUR, cracking shot, tossed up just outside off, Rahane bends down low, gets on top of the bounce, rolls his wrists over and sweeps it in front of square on the on-side. de Grandhomme has no chance - getting across to his right from deep mid-wicket",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane,Chawla,4,0,Full toss,off side,square,,
9.3," Chawla to Rahane, no run, appeal for a stumping, but the umpire is confident that Rahane didn't go anywhere. He was done in by this leg-break, was looking to come down the track, realises that he's been outclassed by the bowler and stomps back into the crease before Uthappa broke the stumps ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, Chawla,0,0,,,,,
9.2," Chawla to Smith, 1 run, flighted delivery outside off, Smith plays with the spin and works it square past point, just a single ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Chawla,1,0,,off side,square,,
9.1," Chawla to Rahane, 1 run, tossed up on the stumps, driven down towards long-on for a single ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, Chawla,1,0,Full toss,stump line,long-on,on drive,
8.6," de Grandhomme to Smith, FOUR, lovely shot, friendly full-toss from de Grandhomme and Smith takes full toll of it, shuffles across and shovels it in front of square on the on-side, beats the man getting across from the deep ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, de Grandhomme,4,0,Full toss,,square,,
8.5," de Grandhomme to Rahane, 1 run, on a good length and just outside off, driven down towards long-off for a single ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, de Grandhomme,1,0,Good,off side,long-off,off drive,
8.4," de Grandhomme to Smith, 1 run, fuller length delivery on Smith's pads, whipped away in front of square on the on-side for a single ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, de Grandhomme,1,0,Full,,square,,
8.3,"de Grandhomme to Smith, 2 runs, appeal for a run-out. Did the dive save Smith? Yes, he has made his ground. Coming to the ball, it was short and wide of off, Smith chopped it hard onto the ground and over the fielder at backward point. Took on Kuldeep's arm on the second run, the throw was good, but Smith dived and made his ground",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith,de Grandhomme,2,0,Short,wide,backward point,,
8.2," de Grandhomme to Smith, no run, looks like a two-paced track at the moment, this one stopped on batsman. Smith was early into the flick and nearly popped a simple catch to mid-wicket ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, de Grandhomme,0,0,,,mid-wicket,flick shot,
8.1," de Grandhomme to Rahane, 1 run, on a good length and on the stumps, Rahane plays with a straight bat and punches it to long-on ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, de Grandhomme,1,0,Good,stump line,straight,,
7.6," Chawla to Smith, no run, another wrong 'un from Piyush, the length was a bit short though, stayed a bit low as well. Smith watches it all along and defends ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Smith, Chawla,0,0,Short,,,defend,
7.5,"Chawla to Tripathi, out Bowled!! Piyush has broken through the dangerous opening stand, Tripathi falls after a fine hand. This was the wrong 'un from Piyush, Tripathi didn't read it, backed away on the cut, the ball kept spinning back into him, cramped him for space, gets the under-edge and the ball goes on to crash into the leg-stump. Piyush gives him a send-off, but Tripathi has done his job. Tripathi b Chawla 38(23) [4s-7]",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Tripathi,Chawla,out,out,,,,edge,bowled
7.4," Chawla to Rahane, 1 run, pushed through flatter and just outside off, Rahane waits on it, opens the face of the bat laste and dabs it off Uthappa's gloves, no pace on the ball and it's just a single to short third man ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, Chawla,1,0,Short,off side,short third man,push shot,
7.3," Chawla to Tripathi, 1 run, flatter and wider from Piyush, Tripathi backed away on the cut, gets it to the left of backward point bwhere the fielder makes a tumbliing half-stop ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Tripathi, Chawla,1,0,,wide,backward point,Cut,
7.2," Chawla to Tripathi, no run, slower and just outside off, chopped towards the off-side ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Tripathi, Chawla,0,0,,off side,off-side,,
7.1,"Chawla to Rahane, 1 run, almost a chance, but just wide of Gambhir at cover. Piyush dropped his first ball short and just outside off, Rahane was backing away on the cut, the ball seemed to have stopped on him, ended up looping it in front of cover, safely in the end though",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane,Chawla,1,0,Short,wide,cover,square cut,
6.6," de Grandhomme to Rahane, 1 run, on a good length and just outside off, driven down towards long-off for a single ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, de Grandhomme,1,0,Good,off side,long-off,off drive,
6.5," de Grandhomme to Tripathi, 1 run, short of a good length and just outside off, pushed towards point. Manish rips in a throw back at the bowler as Rahane looked for a single, de Grandhomme can't collect it cleanly and the ball deflects away towards mid-on, the batsmen collect a single ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Tripathi, de Grandhomme,1,0,Short,off side,point,push shot,
6.4," de Grandhomme to Rahane, 1 run, tad fuller and on the stumps, eased down towards long-on for a single ",1st Inns,30t,Rising Pune Supergiant,Kolkata Knight Riders,"Rising Pune Supergiant (Playing XI): Ajinkya Rahane, Rahul Tripathi, Steven Smith(c), Faf du Plessis, MS Dhoni(w), Manoj Tiwary, Daniel Christian, Washington Sundar, Shardul Thakur, Imran Tahir, Jaydev Unadkat","Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Sunil Narine, Robin Uthappa(w), Darren Bravo, Manish Pandey, Yusuf Pathan, Colin de Grandhomme, Chris Woakes, Piyush Chawla, Kuldeep Yadav, Umesh Yadav",,,IPL,2017,"Maharashtra Cricket Association Stadium,Pune","Apr 26,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Robin Uthappa,KKR,field,RPS,KKR,Rahane, de Grandhomme,1,0,Full,stump line,long-on,,
