ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination
19.6," McClenaghan to Milne, out Aravind Run Out!! No hat-trick for McClenaghan. But a team hat-trick. Shortish outside off, Milne cuts and misses. They run for the bye and Aravind isn't even in the frame as Parthiv Patel runs forward to effect the run-out. Aravind run out (Parthiv Patel) 0(0) ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Milne, McClenaghan,out,out,Short,off side,
19.5," McClenaghan to Kedar Jadhav, out Caught by Pollard!! This man makes it look so easy. With the sunglasses and the floppy hat on he takes a high catch and makes it look ridiculously easy. Flat-batted high into the sky as McClenaghan bowled it short, when the ball is anywhere near Pollard, he is expected to take it and he does so, running around to his left, keeping himself inside the playing area. McClenaghan on a hat-trick now. Kedar Jadhav c Pollard b McClenaghan 28(22) [4s-2] ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Kedar Jadhav, McClenaghan,out,out,Short,,
19.4," McClenaghan to Negi, out Caught by Pollard!! End of Negi. The back of the hand slower delivery, rolling the fingers across the ball, sits up to be smashed, but Negi can only find long-on with a pull. Negi c Pollard b McClenaghan 35(23) [4s-1 6s-3] ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Negi, McClenaghan,out,out,Back of Length,,long-on
19.3," McClenaghan to Negi, FOUR, can't miss your length with this field. Since both long-off and long-on are wide. Full and outside off, blasted over the umpire's head. Negi is playing a blinder here ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Negi, McClenaghan,4,0,Full,wide,long-off
19.2," McClenaghan to Negi, no run, there comes the wide yorker outside off, inside the tramline and Negi has left that alone. Well bowled ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Negi, McClenaghan,0,0,yorker,wide,
19.1," McClenaghan to Kedar Jadhav, 1 run, Rohit leaves it to Buttler coming in from sweeper when it was his catch. The ball lands bang in the middle of the two. McClenaghan bowling it wide as he saw Kedar Jadhav advancing, in the end - it was a one-handed slice in the air and the batsman got lucky ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Kedar Jadhav, McClenaghan,1,0,,wide,sweeper
18.6," Bumrah to Kedar Jadhav, 1 run, brute of a inswinging yorker. At pace. At the toes of Kedar Jadhav. Who had no clue. Somehow the ball found bat and they scamper across for a quick single ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Kedar Jadhav, Bumrah,1,0,yorker,,
18.5," Bumrah to Kedar Jadhav, 2 runs, very full and Kedar Jadhav has jammed the bat hard into the turf in an attempt to dig it out. The ball hits the bat hard and loops over extra cover. Two more ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Kedar Jadhav, Bumrah,2,0,Full,,extra cover
18.4," Bumrah to Negi, 1 run, goes back to full and straight on the stumps, Negi drives to long-off ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Negi, Bumrah,1,0,Full,stump line,straight
18.3," Bumrah to Negi, SIX, third six for Negi. Bumrah went for the slower delivery after two yorkers. Negi was sitting in his crease and waiting for that. A mighty swing over long-on and that's the biggest of the lot for him. Chahal is seen clapping from the dressing room ",1st Inns,38t,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Kieron Pollard, Krunal Pandya, Hardik Pandya, Karn Sharma, Mitchell McClenaghan, Jasprit Bumrah, Lasith Malinga","Royal Challengers Bangalore (Playing XI): Travis Head, Virat Kohli(c), AB de Villiers, Shane Watson, Mandeep Singh, Kedar Jadhav(w), Pawan Negi, Adam Milne, Sreenath Aravind, Aniket Choudhary, Yuzvendra Chahal",,,IPL,2017,"Wankhede Stadium,Mumbai","May 01,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Rohit Sharma,RCB,bat,RCB,MI,Negi, Bumrah,6,0,yorker,,long-on
