ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra
19.6," Basil Thampi to Shakib, 1 run, lovely delivery to end the innings. The back of the hand slower ball, dips right in front of the blockhole, Shakib jams it to the left of point and has to be content with the single. Thampi went for 15 in his first over and came back to end with 4-0-44-1 ",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,Shakib, Basil Thampi,1,0
19.5," Basil Thampi to Y Pathan, out Suryakumar Yadav Run Out!! 1 run completed. What was Pathan doing? Suryakumar wanted to give him the strike and Pathan didn't budge. Very full delivery around off, Pathan squeezes the drive to long-off. Baz gets across to the ball quickly and fires a wide throw to the striker's end. Karthik collects and throws the ball on to the stumps. Suryakumar was sent back and he couldn't get back in time. Caught well short of the crease. Suryakumar Yadav run out (Brendon McCullum/Karthik) 1(1) ",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,Y Pathan, Basil Thampi,out,out
19.4," Basil Thampi to Suryakumar Yadav, 1 run, you always expect something out of the box from Suryakumar, first ball and he tries to reverse paddle the yorker, finds short third man and that will only be a single ",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,Suryakumar Yadav, Basil Thampi,1,0
19.3," Basil Thampi to M Pandey, out Bowled!! Thampi deserved that wicket. Has his arms aloft and roars in delight as well. A yorker that swirls back in, Pandey clears his front leg to have a clear swing of the arms, missed and the ball deflected off the pads, crashed into middle stump. Pandey never looked at ease in his stay. M Pandey b Basil Thampi 24(21) [4s-2] ",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,M Pandey, Basil Thampi,out,out
19.2," Basil Thampi to M Pandey, FOUR, full toss and Pandey cashes in. He stands deep in the crease and slices the drive square on the off-side, sweeper had no chance of cutting that off ",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,M Pandey, Basil Thampi,4,0
19.1," Basil Thampi to M Pandey, no run, brilliant. Yorker following a backing away Pandey, he can't get any wood on that and it is a dot to start the 20th over. He's been a standout for GL in the death overs ",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,M Pandey, Basil Thampi,0,0
18.6," P Kumar to Y Pathan, FOUR, last two balls ruins the over for PK. It was turning out to be a good over until then. Full toss on middle and leg, Pathan whips it square and there's no protection in the deep, 12 off the over ",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,Y Pathan, P Kumar,4,0
18.5," P Kumar to Y Pathan, FOUR, top shot! PK missed his yorker by a couple of inches and that was enough for Pathan, he opened the bat face on the loft and placed it wide of long-off. The opening of the bat was important to get the placement right ",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,Y Pathan, P Kumar,4,0
18.4," P Kumar to Y Pathan, 2 runs, sloppy from Finch. Very full and just outside off, Pathan drills the drive to straightish long-off. Finch fumbles and the batsmen make him pay for his mistake ",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,Y Pathan, P Kumar,2,0
18.3,"P Kumar to M Pandey, 1 run, right in the blockhole, Pandey stays leg-side of the ball and digs it to the left of Karthik. He's got the yorker right so far in the over and the batsmen have found it hard to put him away",1st Inns,23r,Kolkata Knight Riders,Gujarat Lions,"Kolkata Knight Riders (Playing XI): Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Suryakumar Yadav, Shakib Al Hasan, Chris Woakes, Sunil Narine, Nathan Coulter-Nile, Kuldeep Yadav, Umesh Yadav","Gujarat Lions (Playing XI): Dwayne Smith, Brendon McCullum, Suresh Raina(c), Aaron Finch, Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Praveen Kumar, Basil Thampi, Dhawal Kulkarni",,,IPL,2017,"Eden Gardens,Kolkata","Apr 21,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 4 wkts,Suresh Raina,GL,field,KKR,GL,M Pandey,P Kumar,1,0
