ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
19.6," Mohit Sharma to de Villiers, SIX, on the sticks, he goes down onto his knees and then the biggest of the night is unleashed as the ball scales some other orbit and disappears out of the stadium. Sensational hitting from ABD and RCB have something to fight with ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,de Villiers, Mohit Sharma,6,0,,stump line,,
19.5," Mohit Sharma to de Villiers, SIX, his body lost balance. He was done in by the length, which was full, done in by the lack of pace but he reached out for it. He still managed to drag the ball away over long-off and a six it is ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,de Villiers, Mohit Sharma,6,0,Good,,long-off,
19.4," Mohit Sharma to de Villiers, no run, slower dished out outside off and the batsman comes up with a whirlwind movement of the bat but fails to wood it enough. The ball chalks the toe-end of the bat and goes back to the bowler ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,de Villiers, Mohit Sharma,0,0,,off side,,
19.3," Mohit Sharma to Binny, 1 run, sinks low and slog sweeps it in front of the wicket for the man at long-on to intervene. Another slower ball it was ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,Binny, Mohit Sharma,1,0,,,long-on,slog shot
19.2," Mohit Sharma to Binny, no run, indecision. To pull to ramp it? The short ball soars away into the mitts as the bowler banged it in. DOT BALL ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,Binny, Mohit Sharma,0,0,Short,,,pull shot
19.1," Mohit Sharma to de Villiers, 1 run, slower ball finds the inside edge, fails to strike the sticks and the keeper dives to make the stop to his right. They get a steal. Binny on strike now ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,de Villiers, Mohit Sharma,1,0,,stump line,keeper,edge
18.6," Sandeep Sharma to de Villiers, 1 run, another length ball and flogged to deep mid-wicket. ABD will have the strike. That is important ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,de Villiers, Sandeep Sharma,1,0,Good,,mid-wicket,
18.5," Sandeep Sharma to de Villiers, no run, length ball outside off and he gets away! Lucky he is as the batsman tried to smash it into smithereens. That was just outside off and ABD lost his shape a tad trying to bludgeon that ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,de Villiers, Sandeep Sharma,0,0,Good,off side,,
18.5," Sandeep Sharma to de Villiers, wide, short, wide, too wide, wided. He will have to rebowl that. Pressure pressure!! ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,de Villiers, Sandeep Sharma,wide,1,Short,wide,,wide
18.4," Sandeep Sharma to de Villiers, SIX, full toss, you don't want to know what happened to the bowler. That again forced the batsman to crouch low and trample the ball away into the on-side. That ball almost scaled the moon before it came down ",1st Inns,8th,Kings XI Punjab,Royal Challengers Bangalore,"Kings XI Punjab (Playing XI): Hashim Amla, Manan Vohra, Wriddhiman Saha(w), Axar Patel, Glenn Maxwell(c), David Miller, Marcus Stoinis, Mohit Sharma, Sandeep Sharma, T Natarajan, Varun Aaron","Royal Challengers Bangalore (Playing XI): Shane Watson(c), Mandeep Singh, AB de Villiers, Kedar Jadhav, Stuart Binny, Vishnu Vinod(w), Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake",,,IPL,2017,"Holkar Cricket Stadium,Indore","Apr 10,2017",Royal Challengers Bangalore have won the toss and have opted to bat,Kings XI Punjab won by 8 wkts,Axar Patel,RCB,bat,RCB,PBKS,de Villiers, Sandeep Sharma,6,0,Full,,,ramp shot
