ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
19.6," Boult to Naman Ojha, out Caught by Chris Lynn!! The off-pace delivery from a goodish length, Ojha wants to hoick it across the line, gets a fat outside edge that goes straight into the palms of Lynn at short third man. Naman Ojha c Chris Lynn b Boult 16(16) [6s-1] ",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Naman Ojha, Boult,out,out,Good,
19.5," Boult to Naman Ojha, 2 runs, short ball, pulled to deep mid-wicket, where Ishank Jaggi is quick to hunt it down and keep the batters down to a couple ",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Naman Ojha, Boult,2,0,Short,
19.4," Boult to Bipul Sharma, 1 run, slices it off the top part of the bat. The ball bounces inches short of a diving mid-off fielder ",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Bipul Sharma, Boult,1,0,Short,
19.3," Boult to Naman Ojha, 1 run, right in the blockhole, Ojha brings his bat down and jams it out towards deep extra cover. Ojha is sent back. Boult flicks the bails off, but he is in. Easy one for the TV umpire ",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Naman Ojha, Boult,1,0,,
19.3,"Boult to Naman Ojha, wide, slower bouncer, but well over the batsman's head. Wided",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Naman Ojha,Boult,wide,1,,wide
19.2," Boult to Naman Ojha, 2 runs, good cricket overall. Pitched up delivery outside off, Ojha drills it hard. Bottom hand power that. Suryakumar, from deep extra cover, sprints across and slides to stop that from going into the fence. Top effort. Saved 2 runs there ",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Naman Ojha, Boult,2,0,Good,off side
19.1," Boult to Naman Ojha, no run, short ball angling into the right-hander, bit of extra bounce as well. Ojha wanted to direct it through the off-side. Gets an inside edge that evades the stumps ",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Naman Ojha, Boult,0,0,Short,
18.6," Coulter-Nile to Naman Ojha, 1 run, hits the deck hard from a shortish length, pulled to deep mid-wicket. NCN figures: 4-0-20-3 ",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Naman Ojha, Coulter-Nile,1,0,Short,
18.5," Coulter-Nile to Bipul Sharma, 1 run, backs away a tad and taps this shortish ball towards cover ",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Bipul Sharma, Coulter-Nile,1,0,Short,
18.4," Coulter-Nile to Bipul Sharma, no run, angling across the left-hander, Sharma swings his bat at it and misses ",1st Inns,Eli,Sunrisers Hyderabad,Kolkata Knight Riders,"Sunrisers Hyderabad (Playing XI): David Warner(c), Shikhar Dhawan, Kane Williamson, Yuvraj Singh, Vijay Shankar, Naman Ojha(w), Chris Jordan, Bipul Sharma, Bhuvneshwar Kumar, Rashid Khan, Siddarth Kaul","Kolkata Knight Riders (Playing XI): Sunil Narine, Chris Lynn, Gautam Gambhir(c), Robin Uthappa(w), Yusuf Pathan, Suryakumar Yadav, Ishank Jaggi, Piyush Chawla, Umesh Yadav, Nathan Coulter-Nile, Trent Boult",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","May 17,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts (DLS method - Match reduced to 6 overs due to rain (target 48)),Nathan Coulter-Nile,KKR,field,SRH,KKR,Bipul Sharma, Coulter-Nile,0,0,,
