ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
18.2," Pat Cummins to I Abdulla, no run, banged in short and on the stumps, Abdulla backs away on the cut and misses. Not the finish RCB were looking for ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,I Abdulla, Pat Cummins,0,0,Short,stump line,,beaten
18.1," Pat Cummins to Negi, 1 run, length ball on Negi's pads, clipped towards mid-wicket for a single ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,Negi, Pat Cummins,1,0,Good,,mid-wicket,
17.6," Chris Morris to I Abdulla, no run, short of a good length and on the stumps, Abdulla pushes it back at the bowler. Just 2 from the 18th over, that's gold dust for the Daredevils ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,I Abdulla, Chris Morris,0,0,Short,stump line,,push shot
17.5," Chris Morris to Negi, 1 run, low full-toss from Morris, Negi was looking to flick and gets an inside edge onto the pads, off the mark with a single ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,Negi, Chris Morris,1,0,Full toss,,,edge
17.4," Chris Morris to Negi, no run, short of a length and on Negi's pads, he was looking to flick and is struck on the thigh pad ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,Negi, Chris Morris,0,0,Short,,,flick shot
17.3," Chris Morris to Negi, no run, yorker length delivery outside off, Negi looks to squeeze it towards third man and misses ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,Negi, Chris Morris,0,0,yorker,off side,third man,beaten
17.2," Chris Morris to I Abdulla, 1 run, back of a length and just outside off, steered down towards third man for a single ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,I Abdulla, Chris Morris,1,0,Back of Length,off side,third man,
17.1," Chris Morris to I Abdulla, no run, on a good length and angling across the left-hander, Abdulla has a swish and misses ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,I Abdulla, Chris Morris,0,0,Good,,,beaten
16.6,"Zaheer to Kedar Jadhav, out Caught by Chris Morris!! That's another huge wicket and RCB are losing their way towards the end. Lovely piece of deception from Zaheer. He followed the slower short ball with another slower ball, rolled his fingers across the seam. Kedar was backing away on the lofted drive, gets it right off the bottom of the bat, plenty of height but not the distance. Morris settles under it and holds on at mid-off. Kedar Jadhav c Chris Morris b Zaheer 69(37) [4s-5 6s-5]",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,Kedar Jadhav,Zaheer,out,out,Short,,mid-off,off drive
16.5," Zaheer to Kedar Jadhav, no run, slower short ball from Zaheer, Kedar was way too early on the pull, misses it completely and is struck on the midriff ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,Kedar Jadhav, Zaheer,0,0,Short,,,beaten
16.4,"Zaheer to Vishnu Vinod, out Vishnu Vinod Run Out!! That was completely unnecessary from Vishnu Vinod and it has cost him his wicket. This was a floaty delivery outside off, Vinod got underneath it and drilled it towards extra-cover. Almost a catch to Nadeem, he doesn't go for it though, instead, stops it on the half-volley, the return to the bowler is good and Zaheer whips the bails off - with Vishnu Vinod miles out of the crease. Vishnu Vinod run out (Nadeem/Zaheer) 9(5) [6s-1]",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,Vishnu Vinod,Zaheer,out,out,Good,off side,cover,
16.3," Zaheer to Vishnu Vinod, SIX, he's done it several times for Kerala - he's showing why RCB picked him up as KL's replacement. Runs down the track, gets close to the ball and lifts it over long-on for a maximum ",1st Inns,5th,Royal Challengers Bangalore,Delhi Daredevils,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Mandeep Singh, Vishnu Vinod(w), Kedar Jadhav, Shane Watson(c), Stuart Binny, Pawan Negi, Iqbal Abdulla, Tymal Mills, Yuzvendra Chahal, Billy Stanlake","Delhi Daredevils (Playing XI): Sam Billings, Aditya Tare, Sanju Samson, Karun Nair, Rishabh Pant(w), Carlos Brathwaite, Chris Morris, Pat Cummins, Shahbaz Nadeem, Zaheer Khan(c), Amit Mishra",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 08,2017","RCB won the toss and opted to bat first at the Chinnaswamy. That's a brave call, they are playing three spinners as well. Are they hoping for the bowlers to defend whatever their batsmen make? They are still without VK and AB, they have lost KL. Tough times if you are a RCB fan. Gayle and a change at the top - it's Watson who's walking out to the middle. We are ready for Bengaluru's first IPL 10 game..",Royal Challengers Bangalore won by 15 runs,Kedar Jadhav,RCB,bat,RCB,DD,Vishnu Vinod, Zaheer,6,0,,,long-on,
