ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
19.6," Coulter-Nile to Bawne, 1 run, murders the drive as the ball was full but there was a man at extra cover to patrol that. Only a single to end. KKR have come back superbly here ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Bawne, Coulter-Nile,1,0,Full,
19.5," Coulter-Nile to Chris Morris, out Caught by Woakes!! Full delivery sliced away and Woakes in the deep came charging in and takes a great catch diving forward. That was full and again some tailing movement accompanied the ball. The batsman despite getting a meaty part of the bat on it failed to clear the man in the deep. In this sapping heat, Woakes putting in an effort like that speaks volumes of his fitness. Chris Morris c Woakes b Coulter-Nile 11(10) [4s-1] ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Chris Morris, Coulter-Nile,out,out,Full,
19.4," Coulter-Nile to Chris Morris, no run, slaps the drive down to mid-off and they don't take a run after giving it a thought ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Chris Morris, Coulter-Nile,0,0,,
19.3," Coulter-Nile to Chris Morris, no run, slower short ball and the batsman never picked it up and was way too early into the pull ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Chris Morris, Coulter-Nile,0,0,Short,
19.2," Coulter-Nile to Bawne, 1 run, full toss on the pads and the batsman picks the ball away on the on-side for it to land on the bounce at the man at deep square leg. Should be disappointed ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Bawne, Coulter-Nile,1,0,Full,stump line
19.1," Coulter-Nile to Bawne, FOUR, full on the sticks, the batsman winds up for the heave and picks the delivery away into the on-side for a four. There was no one square on the on-side and a four to start the over ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Bawne, Coulter-Nile,4,0,Full,stump line
18.6," Woakes to Bawne, 1 run, short ball bumped in and the batsman cuts it away for the ball to land on the bounce and be fielded by the man at sweeper cover. Only 5 runs of that over ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Bawne, Woakes,1,0,Short,
18.5," Woakes to Chris Morris, 1 run, another yorker cramps the batsman for options. Chris Morris gets the bat down to jam the ball out into the off-side and earn a single ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Chris Morris, Woakes,1,0,yorker,
18.4," Woakes to Bawne, 1 run, the ball zones into the blockhole spot and the batsman digs it out into the on-side for a single only ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Bawne, Woakes,1,0,,
18.3," Woakes to Bawne, no run, full, on the tram-line, could have been wided as the batsman let it go. The ump decides to go with the bowler. Priceless dot ball ",1st Inns,32n,Kolkata Knight Riders,Delhi Daredevils,"Kolkata Knight Riders (Playing XI): Sunil Narine, Gautam Gambhir(c), Robin Uthappa(w), Manish Pandey, Yusuf Pathan, Sheldon Jackson, Colin de Grandhomme, Nathan Coulter-Nile, Chris Woakes, Kuldeep Yadav, Umesh Yadav","Delhi Daredevils (Playing XI): Sanju Samson, Shreyas Iyer, Karun Nair, Ankit Bawne, Rishabh Pant(w), Corey Anderson, Chris Morris, Kagiso Rabada, Pat Cummins, Amit Mishra, Zaheer Khan(c)",,,IPL,2017,"Eden Gardens,Kolkata","Apr 28,2017",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 7 wkts,Gautam Gambhir,KKR,field,DD,KKR,Bawne, Woakes,0,0,Full,wide
