ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
19.6,"Faulkner to Chahal, out Chahal Run Out!! 1 run completed. RCB have been bowled out. Another back of the hand slower one from Faulkner, Chahal drills the drive to long-off and Choudhary calls him for the second. McCullum gets to the ball and releases it quickly to Karthik, who does the rest. For the first time in IPL, RCB have been bowled out in consecutive matches. Chahal run out (Brendon McCullum/Karthik) 1(2)",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Chahal,Faulkner,out,out,Back of Length
19.5," Faulkner to Chahal, no run, the loopy yorker outside off, Chahal can't squeeze it out ",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Chahal, Faulkner,0,0,yorker
19.4," Faulkner to Aravind, out Caught by Brendon McCullum!! Easy peasy. McCullum makes it look so easy. The slower delivery right in the slot, Aravind spotted it and went on one knee to smash it out of the ground, did not get the elevation and hits it to long-on. McCullum first reverse cups it, but the momentum was taking him over, tosses the ball up, comes back in and completes the formalities. Aravind c Brendon McCullum b Faulkner 9(16) ",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Aravind, Faulkner,out,out,Slot
19.3," Faulkner to Aniket Choudhary, 1 run, off-pace delivery on the stumps, Choudhary pulls to long-on ",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Aniket Choudhary, Faulkner,1,0,
19.2," Faulkner to Aravind, 1 run, they are running for everything. The back of the hand delivery and Aravind is early into the drive, the inside edge rolls to the right of Karthik, he shies and misses. Choudhary survives ",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Aravind, Faulkner,1,0,Back of Length
19.1," Faulkner to Aniket Choudhary, 1 run, slower delivery outside off, Choudhary swings hard after going down on one knee, hits it straight to long-off ",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Aniket Choudhary, Faulkner,1,0,
18.6," Basil Thampi to Aniket Choudhary, 1 run, full and drifting onto the pads, whipped behind square leg ",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Aniket Choudhary, Basil Thampi,1,0,Full
18.5," Basil Thampi to Aniket Choudhary, 2 runs, yorker length on off, Choudhary squeezes it towards extra cover. Raina moves across quickly and fails to pick up the ball, the duo show good presence of mind to get back for the second ",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Aniket Choudhary, Basil Thampi,2,0,yorker
18.4," Basil Thampi to Aniket Choudhary, FOUR, finally a boundary after 30 balls. Gets the crowd and cheerleaders going. They have been quiet all evening. Low full toss and Choudhary drives it uppishly wide of extra cover, Finch at long-off gave up the chase very early ",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Aniket Choudhary, Basil Thampi,4,0,Full
18.3," Basil Thampi to Aravind, 1 run, loopy slower delivery outside off, Aravind thumps the drive to sweeper cover ",1st Inns,31s,Royal Challengers Bangalore,Gujarat Lions,"Royal Challengers Bangalore (Playing XI): Chris Gayle, Virat Kohli(c), Mandeep Singh, AB de Villiers, Travis Head, Kedar Jadhav(w), Pawan Negi, Samuel Badree, Sreenath Aravind, Yuzvendra Chahal, Aniket Choudhary","Gujarat Lions (Playing XI): Brendon McCullum, Aaron Finch, Suresh Raina(c), Dinesh Karthik(w), Ishan Kishan, Ravindra Jadeja, James Faulkner, Andrew Tye, Nathu Singh, Basil Thampi, Ankit Soni",,,IPL,2017,"M.Chinnaswamy Stadium,Bengaluru","Apr 27,2017",Gujarat Lions have won the toss and have opted to field,Gujarat Lions won by 7 wkts,Andrew Tye,GL,field,RCB,GL,Aravind, Basil Thampi,1,0,
