ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra,ball_length,ball_line
10.3," SN Thakur to Manoj Tiwary, no run, fuller than a good length, a push towards extra cover ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,0,0,Full,
10.2," SN Thakur to Miller, 1 run, mistimed pull shot. Miller was late into his shot against this short ball. Off the top portion of the bat to long-on for a single ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,Short,
10.1," SN Thakur to Manoj Tiwary, 1 run, short of a good length, dabbed off the back foot towards point for a single ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,Short,
9.6," Dwayne Bravo to Manoj Tiwary, 1 run, 10 off the over. Normal-paced short of length delivery wide of off, Tiwary runs it down to third man ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,Short,wide
9.5," Dwayne Bravo to Manoj Tiwary, FOUR, edged and four. Tiwary didn't see a short ball coming ball. Got big on the batsman and Tiwary persisted with the pull shot. The top edge flies over Dhoni's head for a boundary ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,4,0,Short,
9.4," Dwayne Bravo to Miller, 1 run, slower ball, full on leg, wristed to mid-wicket and the charging in fielder - Thakur slides and loses his balance. Luckily, no damage ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,Full,leg side
9.3," Dwayne Bravo to Manoj Tiwary, leg byes, 1 run, short of length delivery on leg, Tiwary misses the tuck after a shuffle. Goes to Dhoni's left off the batsman's pad and they nab a run via byes. MS decided not to throw the ball ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,byes,1,Short,leg side
9.2," Dwayne Bravo to Miller, 1 run, fuller in length, Miller walks forward and was actually looking to flick it through mid-wicket. Gets a leading edge and the ball rolls down the ground ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,Full,
9.1," Dwayne Bravo to Miller, 2 runs, 132.3kph back of a length delivery wide of off, Miller opens his bat-face to force it behind backward point. Third man mops up ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,2,0,Back of Length,wide
8.6," SN Thakur to Miller, 1 run, inswinger, tucked away towards square leg ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,,
8.5,"SN Thakur to Manoj Tiwary, 3 runs, comedy of errors! A push to mid-off and Tiwary sets off for a quick single. Jadeja misses the stumps at the bowler's end with a rifle throw and that allows the batsmen to nab another. The action doesn't stop there as the fielder backing up, flings it towards the keeper's end. Dhoni misses and there is another fielder behind him backing up - who allows it to go through as well. End result - 3 runs. Just don't release the ball!",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,3,0,,
8.4," SN Thakur to Manoj Tiwary, no run, good ball! Bangs it short and cramps Tiwary for room. Tiwary hops and awkwardly fends it into the leg-side ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,0,0,Good,
8.4," SN Thakur to Manoj Tiwary, wide, wasted delivery down the leg-side ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,wide,1,,wide
8.3," SN Thakur to Manoj Tiwary, no run, taps a length ball to backward point and the batsmen decide against a risky single. Rayudu fires a throw at the bowler's end. Fails to hit the target. Miller was anyway in ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,0,0,Good,
8.2," SN Thakur to Manoj Tiwary, FOUR, not sure if he intened to go there. Fuller length ball swinging in on leg, Tiwary's bat turns at the point of impact as he looks to on-drive. The ball races away to deep square leg off the inside half of the bat ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,4,0,Full,leg side
8.1," SN Thakur to Manoj Tiwary, no run, pacy in-angling delivery on the stumps. 140.3kph, on a good-ish length and Tiwary offers a straight bat to defend ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,0,0,Good,stump line
7.6," Harbhajan to Manoj Tiwary, 1 run, more air on this delivery and this was bowled wide of off. Tiwary goes down on a knee for a premeditated sweep. Drags it to short fine leg off the inside edge. Could have easily dragged it onto his stumps ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,Short,wide
7.5," Harbhajan to Miller, 1 run, slower through the air and Miller inside-edges it to square leg ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,,
7.4," Harbhajan to Manoj Tiwary, 1 run, flatter in trajectory, bunted down to long-on ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,,
7.3,"Harbhajan to Manoj Tiwary, SIX, Jadeja can only get a hand on it and he parries it over the ropes. Would be very harsh to call it a drop. Tiwary danced down the track and slug in the direction of the turn. Just over RJ at long-on, who timed his jump to perfection and went for a one-handed catch",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,6,0,,
7.2," Harbhajan to Manoj Tiwary, no run, Harbhajan saw the batter come down and shortened his length. Tiwary is nowhere close to the pitch and blocks ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,0,0,Short,
7.1," Harbhajan to Manoj Tiwary, FOUR, horror ball to begin. Short, wide asking to be punished. Tiwary stays leg-side of the ball as he goes deep in his crease. Then employs the cut shot behind square on the off-side ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,4,0,Short,wide
6.6," Chahar to Miller, SIX, for a moment, I thought that he had mishit that. How wrong was I? Pitched up delivery outside off, Miller reaches out, bends the back knee and lofts it over long-off. High and handsome. A six off the free-hit ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,6,0,,off side
6.6," Chahar to Miller, no ball, second bouncer of the over and it's a no-ball. Miller was out of his crease and got into an awkward position. Manages to duck under it. Free-hit coming up ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,no ball,1,,
6.5," Chahar to Miller, no run, poor shot selection. Seam-up delivery angling across, Miller attempts the ugly swipe across the line and the ball goes underneath the bat ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,0,0,,
6.5," Chahar to Miller, wide, bangs it short, but gets it to bounce it well over the batsman's head. Wided ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,wide,1,Short,wide
6.4," Chahar to Miller, no run, walks forward and across does Miller and then wrists this length ball to mid-on. A slight fumble from Jadeja, but they don't risk the single ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,0,0,Good,
6.3," Chahar to Manoj Tiwary, 1 run, tap-and-run. Chahar persists with the good length delivery that nibbles away ever so lightly, Tiwary drops it in front of cover with soft hands for a quick single ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,Good,
6.2," Chahar to Manoj Tiwary, no run, out-shaper, that slightly squares up the batsman. Tiwary stays back in his crease and pokes it to cover ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,0,0,,
6.1," Chahar to Miller, 1 run, back of a length delivery from round the wicket, Miller walks down and dinks it to mid-on ",1st Inns,56t,Chennai Super Kings,Kings XI Punjab,"Chennai Super Kings (Playing XI): Faf du Plessis, Ambati Rayudu, Suresh Raina, MS Dhoni(w/c), Sam Billings, Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Shardul Thakur, Deepak Chahar, Lungi Ngidi","Kings XI Punjab (Playing XI): Lokesh Rahul(w), Chris Gayle, Aaron Finch, David Miller, Karun Nair, Manoj Tiwary, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Ankit Rajpoot",,,IPL,2018,"Maharashtra Cricket Association Stadium,Pune","May 20,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 5 wkts,Lungi Ngidi,CSK,field,PBKS,CSK,1,0,Back of Length,
