ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra
16.6," Unadkat to Karthik, 1 run, fuller and attacking the stumps from round the wicket, clipped gracefully to deep mid-wicket ",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,1,0
16.5," Unadkat to A Russell, 1 run, shortish length outside off, Russell goes hard and chops it to cover ",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,1,0
16.4," Unadkat to A Russell, FOUR, Unadkat is not learning. Just shortens his length and keeps it outside off, Russell reaches out and slaps it through extra cover. Rocketed away to the fence ",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,4,0
16.3,"Unadkat to A Russell, SIX, Unadkat's nightmarish day continues. Cutter to Russell? Too full and Russell feasts on it. Sets up a low stance and hacks it violently through mid-wicket. Flat and the deep mid-wicket fielder was lining up, but it cleared Samson in the end. Hits his fingertips and parries over. Brutal",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,6,0
16.2," Unadkat to Karthik, 1 run, sledge-hammered through cover ",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,1,0
16.1," Unadkat to Karthik, SIX, top-edge but it's that sort of an edge that batsman loves. Unorthodoxy by Karthik, moves across to hoick it across the line with a horizontal bat. A fat top-edge is found and it's going only one way. Over the keeper's head and off she goes for half-a-dozen. Fifty up for the skipper, much vital this for the team. Raises his bat and the dug-out in all applauses ",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,6,0
15.6," Ish Sodhi to A Russell, no run, flattish outside off, Russell goes deep and cuts, finds point ",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,0,0
15.5," Ish Sodhi to A Russell, no run, 79kph, googly. Russell saw and went back, but the ball took ages to reach Russell and he misses it altogther to take it on the tummy. Sodhi is down on his haunches - in chuckles, of course ",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,0,0
15.4," Ish Sodhi to A Russell, no run, Spitting Cobra. Lands a leg-break on leg, gets it to rip towards off and middle. Russell's defends meets the outer half ",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,0,0
15.3," Ish Sodhi to Karthik, 1 run, short, turning just outside off. Karthik was early into the shot and ends up flat-batting it to long-on ",1st Inns,Eli,Kolkata Knight Riders,Rajasthan Royals,"Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Dinesh Karthik(w/c), Nitish Rana, Andre Russell, Shubman Gill, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav","Rajasthan Royals (Playing XI): Rahul Tripathi, Ajinkya Rahane(c), Sanju Samson, Heinrich Klaasen(w), Krishnappa Gowtham, Stuart Binny, Jofra Archer, Ish Sodhi, Jaydev Unadkat, Shreyas Gopal, Ben Laughlin",,,IPL,2018,"Eden Gardens,Kolkata","May 23,2018",Rajasthan Royals have won the toss and have opted to field,Kolkata Knight Riders won by 25 runs,Andre Russell,RR,field,KKR,RR,1,0
