ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler
19.6," Dwayne Bravo to Harshal Patel, SIX, 26 off the final over! Just the momentum push DD were seeking and they've finished with a flourish here. Bravo loses the plot completely to dish out a juicy full toss, Harshal in this hitting mood isn't going to miss out. Goes straight once again with the loft and once more, crashes into the sightscreen for a maximum ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Harshal Patel, Dwayne Bravo
19.5," Dwayne Bravo to Harshal Patel, SIX, this is fantastic hitting from Harshal Patel. He is being aided by some poor bowling too. Half-volley and it's a pacy ball, Patel drills it dead straight down the ground. Into the sightscreen for another maximum ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Harshal Patel, Dwayne Bravo
19.4," Dwayne Bravo to Vijay Shankar, 1 run, very full this time and jammed down the ground to long-on ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Vijay Shankar, Dwayne Bravo
19.3," Dwayne Bravo to Vijay Shankar, SIX, there goes another! Bravo's death bowling issues this season continue. Is being taken to the cleaners tonight as well. Slower but it's on the shorter side, Shankar gets hold of it and pulls it away over deep backward square leg ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Vijay Shankar, Dwayne Bravo
19.2," Dwayne Bravo to Harshal Patel, 1 run, almost the yorker this time, Harshal cannot get under it and squeezes it down to long-on ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Harshal Patel, Dwayne Bravo
19.1," Dwayne Bravo to Harshal Patel, SIX, hugeeeeeeeeee! Bravo decides not to bowl the slower ball and it disappears. Fullish and in the slot, lots of pace and it's in the arc as well. Patel does the needful by bludgeoning it way over long-on. Handy blows, these, for DD ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Harshal Patel, Dwayne Bravo
18.6," SN Thakur to Harshal Patel, 1 run, banged short and this time Harshal connects the pull. Straight towards deep backward square leg though ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Harshal Patel, SN Thakur
18.5," SN Thakur to Harshal Patel, no run, pace off the ball is working well for CSK. Another slower ball, Patel was backing away for a wild slog but was early into the stroke. Doesn't connect ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Harshal Patel, SN Thakur
18.4," SN Thakur to Vijay Shankar, 1 run, full and outside off, Shankar clubs it away down the ground towards long-on ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Vijay Shankar, SN Thakur
18.3," SN Thakur to Harshal Patel, 1 run, fun all around. Harshal was premeditating the paddle scoop by going across the stumps but Thakur followed him with a really full ball. In the end, Harshal had to adjust with a lob stroke, in an awkward position. Somehow got it towards the off-side ",1st Inns,52n,Delhi Daredevils,Chennai Super Kings,"Delhi Daredevils (Playing XI): Prithvi Shaw, Glenn Maxwell, Shreyas Iyer(c), Rishabh Pant(w), Vijay Shankar, Abhishek Sharma, Harshal Patel, Amit Mishra, Avesh Khan, Sandeep Lamichhane, Trent Boult","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Shardul Thakur, Lungi Ngidi",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 18,2018",Chennai Super Kings have won the toss and have opted to field,Delhi Daredevils won by 34 runs,Harshal Patel,CSK,field,DD,CSK,Harshal Patel, SN Thakur
