ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra,ball_length
17.1," Jofra Archer to Maxwell, out Lbw!! Needless review from Maxwell and he has to go. Pinpoint yorker from Archer and the Australian couldn't get his bat down on time. Pinned on the back pad and it rolled towards short fine leg. Umpire Nandan was quick to raise his finger and so was Maxwell to signal the T. That suggested that perhaps he might have got some bat on it but no, replays clearly show he hadn't and the rest is just a formality. Three Reds on HawkEye. It's started to rain as well!!!  Could well be the end of the innings. Maxwell lbw b Jofra Archer 5(5) ",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,out,out,yorker
16.6," Unadkat to Maxwell, 1 run, excellent stop by Rahane at point. Low full toss that was sliced hard by Maxwell. Couldn't find the gap and is unhappy with himself ",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,1,0,Full
16.5," Unadkat to Plunkett, 1 run, another slower ball outside off, nudged away through mid-wicket for a single. Wanted the second but Maxwell declines ",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,1,0,
16.4," Unadkat to Plunkett, no run, slow cutters on the menu from Unadkat, Plunkett tried to dab it late but misses ",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,0,0,
16.3," Unadkat to Maxwell, 3 runs, good effort from Short at sweeper cover, runs across to his right and puts in a slide to palm it away but long-off overran the ball and the Australian had to do the work himself. Still saves a run. Fuller ball that was chipped over the covers by Maxwell. Got a fair chunk of it ",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,3,0,Good
16.2,"Unadkat to Vijay Shankar, out Caught by R Tripathi!! Holes out this time! Gee, some seriously high skiers tonight and RR are doing well to get under them without spilling. Unadkat gets his third and not surprisingly, it's with another slower ball. Shankar wanted to up the ante, rightfully so, but could not middle this loft at all. Tripathi at long-off does well to take it with ease. Vijay Shankar c R Tripathi b Unadkat 17(6) [4s-2 6s-1]",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,out,out,Full
16.1," Unadkat to Vijay Shankar, FOUR, poor bowling and Shankar pounces on it. Too straight in line from round the wicket and all that the batsman has to do it get it over short fine leg. Does so with a lofted stroke after a walk across the sticks ",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,4,0,Short
15.6," Jofra Archer to Maxwell, no run, fine yorker from Archer to finish the over, Maxwell got into a tangle on the shuffle and could only dig it out ",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,0,0,yorker
15.5," Jofra Archer to Vijay Shankar, 1 run, checks his lofted drive that was in the air for a while but well short of long-on. Fuller ball that probably stuck a bit onto the track ",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,1,0,Short
15.5," Jofra Archer to Vijay Shankar, wide, frustration for Archer, tries the slow bouncer but it's too high ",1st Inns,32n,Delhi Daredevils,Rajasthan Royals,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Shreyas Iyer(c), Rishabh Pant(w), Glenn Maxwell, Vijay Shankar, Liam Plunkett, Amit Mishra, Shahbaz Nadeem, Avesh Khan, Trent Boult","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Sanju Samson, Rahul Tripathi, Ben Stokes, Jos Buttler(w), Krishnappa Gowtham, Jofra Archer, Shreyas Gopal, Jaydev Unadkat, Dhawal Kulkarni",,,IPL,2018,"Arun Jaitley Stadium,Delhi","May 02,2018",Rajasthan Royals have won the toss and have opted to field,Delhi Daredevils won by 4 runs (DLS method - Reduced to 12 overs due to rain- Target 150),Rishabh Pant,RR,field,DD,RR,wide,1,
