ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra
19.6," Stokes to Pollard, 2 runs, slipping down leg, Pollard hacks it towards fine leg, puts on the skates and comes back for the second ",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,2,0
19.5," Stokes to Pollard, no run, Stokes follows Pollard, who was backing away to leg. Cramped for room, Pollard can only slam it away to deep mid-wicket, wisely doesn't take the single ",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,0,0
19.4," Stokes to Pollard, FOUR, Stokes is not happy with the effort by Gowtham. Should've stopped definitely. Pollard whacked it wide of long-on, Gowtham gets across, puts in the dive but doesn't stop it ",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,4,0
19.4," Stokes to Pollard, no ball, bam! Stokes loses this. Must've slipped out of his hands as he bowls a beamer outside off. Sweaty hands? Could be but he apologises immediately. Strangely Pollard backed away and lets it pass ",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,no ball,1
19.3," Stokes to Pollard, no run, uff! How close was it to kiss the stumps? Not very much, to be honest. Stokes' cutter refuses to rise. Scooted low, Pollard swings and no way he could've connect that ",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,0,0
19.2," Stokes to Pollard, 2 runs, 144kph, ushered in short. Pollard pulls albeit without any timing. Gets it into the gap at deep mid-wicket and picks up two ",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,2,0
19.1," Stokes to Pollard, no run, Stokes takes a cue from Archer and nails the yorker at the stumps. Pollard digs it out to long-on ",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,0,0
18.6," Jofra Archer to Markande, no run, Markande somehow keeps this out. Another tailing in full ball, Markande shuffles across and clips it through square leg ",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,0,0
18.5," Jofra Archer to McClenaghan, out Bowled!! Wow. Wow. 149.2 thunderbolt from Archer. Demolishes the stumps. What an over this is turning out to be. Two wickets in two balls and he's on a hat-trick now. Harpooned it full and at the stumps, McClenaghan had no clue and failed to negate it. Straight through him to shatter the stumps. McClenaghan b Jofra Archer 0(1) ",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,out,out
18.4,"Jofra Archer to Hardik Pandya, out Bowled!! Jofra has his revenge. Sweet. Rip roaring yorker, angling on leg. Hardik is beaten for sheer pace (145.6kph). Couldn't get his bat down in time, the ball slams his pad and deflected back onto the stumps to clatter the middle stump. MI losing steam towards the end. Hardik Pandya b Jofra Archer 4(2) [4s-1]",1st Inns,21s,Rajasthan Royals,Mumbai Indians,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Heinrich Klaasen, Sanju Samson, Ben Stokes, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Jofra Archer, Dhawal Kulkarni, Shreyas Gopal, Jaydev Unadkat","Mumbai Indians (Playing XI): Suryakumar Yadav, Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Krunal Pandya, Kieron Pollard, Hardik Pandya, Mitchell McClenaghan, Mayank Markande, Jasprit Bumrah, Mustafizur Rahman",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","Apr 22,2018",Mumbai Indians have won the toss and have opted to bat,Rajasthan Royals won by 3 wkts,Jofra Archer,MI,bat,MI,RR,out,out
