ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra,ball_length,ball_line,ball_destination
9.5," Stanlake to Pollard, no run, this is good bowling from Stanlake, sensed that Pollard was getting itchy, goes wider and shorter of off, Pollard was a couple of steps down the track as he pushed and missed ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,Good,wide,
9.4," Stanlake to Pollard, no run, nicely bowled by Stanlake, shortens his length and gets it to hold its line outside off, Pollard has a nervy poke at that and is beaten ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,Short,off side,
9.3," Stanlake to Suryakumar Yadav, 1 run, back of a length and well outside off, steered down towards third man for a single ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,1,0,Back of Length,off side,third man
9.2," Stanlake to Suryakumar Yadav, FOUR, cracking shot, too short and well outside off, Suryakumar swivels across, rolls his wrists and pulls it in front of square, beats mid-wicket and rolls away to the fence ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,4,0,Short,off side,square
9.1," Stanlake to Suryakumar Yadav, no run, on a good length and around off, Suryakumar gets an inside edge on the drive towards short mid-on ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,Good,,mid-on
8.6," Shakib to Pollard, no run, tossed up on the leg-stump line, Pollard nudges it towards mid-wicket and wants a single, sent back in time by his partner ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,Full toss,,mid-wicket
8.5," Shakib to Krunal Pandya, out Caught by Williamson!! Shakib has his man and MI find themselves in further trouble. This was tossed up and held its line just outside off, Krunal was looking to play with the turn, closed the bat-face early and pops a leading edge, straight to KW at cover. It's a dolly and the SRH captain doesn't need a second invitation. Krunal Pandya c Williamson b Shakib 15(10) [4s-2] ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,out,out,Full toss,off side,straight
8.4," Shakib to Krunal Pandya, FOUR, cheeky and four, tossed up well outside off, Krunal bends down low, reverses his stance, uses the pace on the ball and laps it very fine, beats short third man and it's back-to-back boundaries for Krunal ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,4,0,Full toss,off side,short third man
8.3," Shakib to Krunal Pandya, FOUR, beautifully played, too full and too wide of off, Krunal gets close to the ball, that allows him to play against the turn, beats extra-cover with the drive and rolls away to the fence ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,4,0,Full,wide,cover
8.2," Shakib to Krunal Pandya, 2 runs, good placement from Krunal, pushes a low full-toss past mid-wicket and scampers back for the second run ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,2,0,Good,,mid-wicket
8.1," Shakib to Krunal Pandya, 2 runs, tossed up on off, Krunal plays with the turn and nudges it past mid-wicket, runs hard and comes back for the second run ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,2,0,Full toss,off side,mid-wicket
8.1," Shakib to Krunal Pandya, wide, Shakib drifts this one down the leg-side, called as a wide ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,wide,1,,wide,
7.6," Sandeep Sharma to Suryakumar Yadav, no run, Sandeep slips in the yorker at the base of off, Suryakumar jams his bat down and digs it back at the bowler ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,yorker,,
7.5," Sandeep Sharma to Krunal Pandya, 1 run, short of a good length and just outside off, clipped back at the bowler with a closed face. Sandeep can't stop it on his followthrough and concedes a single ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,1,0,Short,off side,
7.4," Sandeep Sharma to Krunal Pandya, 2 runs, on a good length and angling across the left-hander, Krunal plays the angle and then whips it past mid-wicket, a long chase for Kaul from long-on, keeps the batsmen down to a brace ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,2,0,Good,,mid-wicket
7.3," Sandeep Sharma to Krunal Pandya, no run, on a good length and wide of off, Krunal leans forward and finds mid-off with the drive ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,Good,wide,mid-off
7.2," Sandeep Sharma to Krunal Pandya, no run, short of a good length and just outside off, Krunal plays close to his body and pushes it towards cover ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,Short,off side,cover
7.1," Sandeep Sharma to Suryakumar Yadav, 1 run, on a good length and just outside off, Suryakumar was looking to drive and gets a thick edge, no one at cover-point and it's a single to deep cover ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,1,0,Good,off side,cover
6.6," Shakib to Krunal Pandya, no run, Shakib tosses one on off, Krunal covers for the angle and pushes it back at the bowler ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,Full toss,off side,covers
6.5," Shakib to Suryakumar Yadav, 1 run, tad short and on the stumps, Suryakumar pulls it without any timing towards deep mid-wicket ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,1,0,Short,stump line,mid-wicket
6.4," Shakib to Suryakumar Yadav, no run, slower and on off, driven back at the bowler ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,,off side,
6.3,"Shakib to Suryakumar Yadav, no run, Shakib drifts this arm-ball around middle, it went straight on, beats Suryakumar's drive and strikes him on the pad, half-an-appeal for LBW, but the ball was always slipping down leg",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,,stump line,straight
6.2," Shakib to Suryakumar Yadav, no run, slower and just outside off, defended back at the bowler ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,,off side,
6.1," Shakib to Suryakumar Yadav, no run, Shakib drops one short and wide of off, cracked to the left of cover where KW fumbles, but the batsmen decide against a single ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,Short,wide,cover
5.6," S Kaul to Lewis, out Bowled!! Kaul has two in the over and he's chuffed to bits. He's running all around the ground in jubilation, three wickets in the powerplay for SRH and all those dropped chances will be forgotten. This was the slower knuckle ball, pitched on middle and shaped across the left-hander, Lewis didn't spot it, went for the big heave over mid-wicket, he missed and heard the sound of clatter. Lewis b S Kaul 29(17) [4s-3 6s-2] ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,out,out,,stump line,mid-wicket
5.5," S Kaul to Lewis, 2 runs, excellent effort from KW, but he was never going to catch this one. On a good length and just outside off, Lewis makes further rioom by backing away, slices it high and over mid-off. KW ran back, kept his eyes on the ball, but it was always landing in front of him, does well to slide and keeps the batsmen down to a brace ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,2,0,Good,off side,mid-off
5.4," S Kaul to Lewis, FOUR, smashed, half-volley outside off, Lewis gets forward and drills it past the non-striker, the fielder at mid-off was a mere spectator ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,4,0,,off side,mid-off
5.3," S Kaul to Lewis, no run, short of a good length and just outside off, Lewis was pushing forward and gets an inside edge towards square leg ",1st Inns,7th,Sunrisers Hyderabad,Mumbai Indians,"Sunrisers Hyderabad (Playing XI): Wriddhiman Saha(w), Shikhar Dhawan, Kane Williamson(c), Manish Pandey, Deepak Hooda, Yusuf Pathan, Shakib Al Hasan, Rashid Khan, Billy Stanlake, Siddarth Kaul, Sandeep Sharma","Mumbai Indians (Playing XI): Rohit Sharma(c), Evin Lewis, Ishan Kishan(w), Suryakumar Yadav, Krunal Pandya, Kieron Pollard, Ben Cutting, Mayank Markande, Pradeep Sangwan, Mustafizur Rahman, Jasprit Bumrah",,,IPL,2018,"Rajiv Gandhi International Stadium,Hyderabad","Apr 12,2018",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 1 wkt,Rashid Khan,SRH,field,MI,SRH,0,0,Short,off side,square leg
