ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra,ball_length,ball_line,ball_destination
19.6," Prasidh to Mohit Sharma, no run, KKR win by 31 runs. Handshakes all round and the campaign is back on track for Karthik and his boys. Krishna dug in another bumper and Mohit attempted the ramp, climbed over the hanging willow ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,0,0,,,
19.5," Prasidh to Mohit Sharma, no run, bouncer following the batsman and Mohit tried his best to connect with the ramp, but just couldn't. Too quick for him ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,0,0,,,
19.4," Prasidh to Mohit Sharma, FOUR, fuller and outside off, a handsome square drive to get off the mark from Mohit, he presses forward and creams it with an open bat face square of the wicket, giving sweeper no chance ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,4,0,Full,off side,square
19.3," Prasidh to Ashwin, out Lbw!! Ouch! Ashwin is limping off the field. DK helped his state mate compose himself. He was struck on the right knee. Length delivery right on the stumps, Ashwin with a cleared front leg missed the slog to the on-side, hit flush on the back knee in front of middle. The umpire took a while before raising his finger, but he made the right decision. Ashwin grunted in pain after the blow and was on his haunches for a bit. Ashwin lbw b Prasidh 45(22) [4s-4 6s-3] ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,out,out,Good,stump line,
19.2," Prasidh to Barinder, 1 run, round the wicket and banged in short, Sran pulls and the splice lobs over Ashwin, who is happy with the single ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,1,0,Short,,
19.1," Prasidh to Andrew Tye, out Caught by Karthik!! Excellent take! Sharp short delivery on middle and leg, Tye moved across, got inside the line and attempted the pull, the pace was just too quick for him, kissed the glove and flew to the left of DK, who flings full length to glove that. Andrew Tye c Karthik b Prasidh 14(10) [4s-1 6s-1] ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,out,out,Short,stump line,
19.1," Prasidh to Andrew Tye, wide, starts the final over with a wayward delivery outside off, signalled a wide ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,wide,1,,wide,
18.6," A Russell to Ashwin, no run, yorker to finish off, Ashwin ekes out an inside edge onto the pad. Dre Russ finishes with 4-0-41-3 ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,0,0,yorker,,
18.5," A Russell to Ashwin, FOUR, KXIP are in this mathematically. 38 off 7. Ashwin is playing a gem here. Short delivery and Ashwin cheekily periscopes his bat up and ramps it over DK. It almost went the distance ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,4,0,Short,,
18.4," A Russell to Ashwin, SIX, Ashwin is helping his team's NRR with these strikes. Back of a length and at the stumps, Ashwin cleared his front leg and hammered it over cow corner. Got the elevation and the distance ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,6,0,Back of Length,stump line,cow corner
18.3," A Russell to Andrew Tye, leg byes, 1 run, Russell is down. Every time that happens the whole KKR team runs up to check on him. Full and angled in, Tye misses the flick and is struck on the pad. Ashwin was looking to steal a leg bye and was more than halfway down, Russell has a shy and misses and the duo eventually get the run. Russell went down after throwing the ball. He takes a while to get on his feet and is helped by DK. Looks fine to complete the over ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,byes,1,Full,stump line,
18.2," A Russell to Ashwin, 1 run, resorts to the yorker, Ashwin jams it into the off-side and switches ends ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,1,0,yorker,,off-side
18.1," A Russell to Ashwin, SIX, wow! That is a massive hit from Ash. Picked the back of the hand slower ball, lined himself up for the big heave-ho and gave it the full monty, cleared long-on quite comfortably ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,6,0,Back of Length,,long-on
17.6," Prasidh to Andrew Tye, FOUR, length delivery and Tye gives it his all, shuffled across to get inside the line and powered it away along the ground to deep mid-wicket, no chance for Gill to get around ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,4,0,Good,,mid-wicket
17.5," Prasidh to Andrew Tye, no run, sent back by Ashwin. Yorker aimed for the base of off, Tye digs it to the left of Krishna and he wanted the run, but Ashwin sends him back after taking a few steps out ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,0,0,yorker,,
17.4," Prasidh to Ashwin, 1 run, slower delivery and Ashwin does not generate enough power to clear long-on, on the bounce ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,1,0,,,long-on
17.3," Prasidh to Ashwin, 2 runs, short of length at the body, a cramped Ashwin gets the pull away to deep mid-wicket, Tye pushes for the second and steals it comfortably in the end ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,2,0,Short,,mid-wicket
17.3," Prasidh to Ashwin, wide, short and outside off, Ashwin lets go and pockets a wide ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,wide,1,Short,wide,
17.2," Prasidh to Andrew Tye, 1 run, very full and outside off, Tye jams out the drive to long-on ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,1,0,Full,off side,long-on
17.1," Prasidh to Andrew Tye, no run, full and fast outside off, Tye swings and misses. Touch too quick for him ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,0,0,Full,off side,
16.6," Narine to Ashwin, FOUR, now shows his power. Narine offers him the space to free his arms and Ashwin thumps it straight back over Tye, no chance for long-on to get across and stop that ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,4,0,,,straight
16.5," Narine to Ashwin, FOUR, delicate. The quicker offie and Ashwin picked it alright, camped back in the crease and used the pace on the ball to direct it fine past short third man ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,4,0,Short,,short third man
16.4," Narine to Ashwin, no run, short and outside off, Ashwin cracks the punch to extra cover ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,0,0,Short,off side,extra cover
16.3," Narine to Andrew Tye, 1 run, off-break and Tye is through the shot, thick inside edge to short fine leg ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,1,0,Short,,short fine leg
16.2," Narine to Ashwin, 1 run, carrom ball outside off, Ashwin chops the cut to deep extra cover ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,1,0,,off side,deep extra cover
16.1," Narine to Andrew Tye, 1 run, another skier that drops safely. We have seen quite a few in this innings. The carrom ball and Tye just wants to slog, miscues it over Narine and the ball drops well in front of long-on and long-off ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,1,0,,,long-on
15.6,"Searles to Ashwin, SIX, third six of the over. This time off Ashwin's willow. Searles hurls it full and in the swinging arc, Ashwin presses forward and sends it sailing over long-off. Searles ends with 4-0-52-1 on IPL debut",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,6,0,Full,,long-off
15.6," Searles to Ashwin, wide, goes wide of the crease and sprays it down leg, Ashwin misses the tickle ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,wide,1,,wide,
15.5," Searles to Ashwin, no run, fired into the dugout, jammed out to the left of Searles ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,0,0,,,
15.4," Searles to Andrew Tye, 1 run, slower short of length delivery and Tye drags the pull to long-on ",2nd Inns,44t,Kings XI Punjab,Kolkata Knight Riders,"Kings XI Punjab (Playing XI): Chris Gayle, Lokesh Rahul(w), Mayank Agarwal, Aaron Finch, Karun Nair, Axar Patel, Ravichandran Ashwin(c), Andrew Tye, Mohit Sharma, Barinder Sran, Mujeeb Ur Rahman","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Shubman Gill, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Javon Searles, Piyush Chawla, Prasidh Krishna, Kuldeep Yadav",,,IPL,2018,"Holkar Cricket Stadium,Indore","May 12,2018",Kings XI Punjab have won the toss and have opted to field,Kolkata Knight Riders won by 31 runs,Sunil Narine,PBKS,field,PBKS,KKR,1,0,Short,,long-on
