ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra
19.6," Stokes to Dhoni, 1 run, no, he can't! A slower delivery around off, Dhoni swings at it with all his might but can only get a single as the ball dies down at deep mid-wicket ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,1,0
19.5," Stokes to Dwayne Bravo, 1 run, shortish around off, Bravo pulls it away to long leg and hands over the final ball to the skipper. Can Dhoni finish it off in style? ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,1,0
19.4," Stokes to Billings, out Billings Run Out!! A direct-hit by Buttler and Billings has to depart. He failed to dig out the yorker and tried to sneak in a bye. Before he could turn back and get into the crease Buttler had done his job. The batsman had given up! Billings run out (Buttler) 27(22) [4s-3] ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,out,out
19.3,"Stokes to Billings, 2 runs, dropped! Chopra puts one down on his IPL debut. This was whipped to deep square leg by Billings, Chopra came running in, got his hands to it but failed to hold on to it.",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,2,0
19.2," Stokes to Billings, FOUR, a cracking boundary to bring up the 50-run stand. Moves away, picks the length on the fuller one and lofts it well over mid-off ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,4,0
19.1," Stokes to Billings, FOUR, boundaries in succession. Billings finally gets one right. Stokes bowled a shortish delivery and his team mate did well to connect his pull, beats the diving fielder at deep square leg ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,4,0
18.6," Jofra Archer to Dhoni, FOUR, no he doesn't. Was a good delivery fired into the blockhole, Dhoni went after it with a huge swing, got an inside edge, past the stumps and past short fine leg to meet the fence ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,4,0
18.5,"Jofra Archer to Dhoni, 2 runs, a full toss that has been drilled down to long-on by Dhoni for a couple of runs. No boundary of the over yet, can Jofra end it without conceding one?",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,2,0
18.4," Jofra Archer to Dhoni, no run, Dhoni thinks this was high, but the leg umpire doesn't. Was banged hard by Archer and the skiddy pace and bounce beat Dhoni's pull ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,0,0
18.3," Jofra Archer to Billings, 1 run, quite similar to the previous shot. No timing, not middled too. Goes to short mid-wicket as the batsmen take a run ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,1,0
18.2," Jofra Archer to Billings, 2 runs, struggling to time the ball again. Was similar to the previous delivery, Billings went for the pull, mistimed it to square leg and got two more as the fielder had to charge in from the deep ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,2,0
18.1," Jofra Archer to Billings, 2 runs, short of a length around off, gives his all to this pull but can only get a couple of runs to deep square ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,2,0
17.6," Unadkat to Dhoni, no run, that was smacked hard by Dhoni. Middled his shot but hit the stumps at the bowler's end. Billings wanted the run but Unadkat was quick to gather the ball and uproot the stumps with the ball in his hand. Billings was out of the crease for while but makes sure to get back in time ",1st Inns,43r,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Ajinkya Rahane(c), Jos Buttler(w), Prashant Chopra, Sanju Samson, Ben Stokes, Stuart Binny, Krishnappa Gowtham, Jofra Archer, Ankit Sharma, Jaydev Unadkat, Ish Sodhi","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Sam Billings, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Karn Sharma, David Willey, Harbhajan Singh, Shardul Thakur",,,IPL,2018,"Sawai Mansingh Stadium,Jaipur","May 11,2018",Chennai Super Kings have won the toss and have opted to bat,Rajasthan Royals won by 4 wkts,Jos Buttler,CSK,bat,CSK,RR,0,0
