ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra
19.6," U Yadav to Samson, 1 run, almost in the blockhole, Samson jams it out towards cover for a single. Despite this anti-climax, what a finish from RR! They end on 217/4! Brilliant finish! ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,1,0
19.5," U Yadav to Samson, SIX, this time over deep extra cover! Incredible stuff from Samson, it's been an exhibition from him this afternoon. Full and wide outside off, he just makes room to lift it over the sweeper cover fence for a boundary. Unstoppable! ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,6,0
19.4," U Yadav to Samson, SIX, no stopping Samson here! As if he needed a Free Hit to hit them big. Very full from Yadav and Samson gets under it with ease, clubbed comfortably over long-off. Ho ho ho!! ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,6,0
19.4," U Yadav to Tripathi, no ball, 1 run, good slower ball but he has overstepped! And by some distance too! Not Umesh's day at all. Tripathi swings through mid-wicket for a single. Free Hit coming and it's Samson to face it ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,no ball,1
19.3," U Yadav to Tripathi, FOUR, bleeding runs! Slower and short, the leg stump line doesn't help and Tripathi swivels to pull it easily over square leg. Another boundary ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,4,0
19.2," U Yadav to Tripathi, SIX, H-U-G-E! For a change, it's not Samson who hits a biggie. The young Tripathi joins in the fun now and boy, he has clubbed this almost into the top tier of the ground. Slower and fuller, tries to follow the batsman but Tripathi is equal to the task. Makes room and clubs it easily over long-on. The crowd had to take cover there ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,6,0
19.1," U Yadav to Tripathi, 2 runs, fuller ball on the pads, Tripathi makes a bit of space on the leg-side and swings through mid-wicket. In the gap and they get two ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,2,0
18.6," Woakes to Samson, FOUR, didn't I tell you that this is his day? Samson survives once more. Fuller ball and he goes for the lofted stroke over cover. For a moment, the man at sweeper cover thought he had a chance but was late I guess. Put in a late dive and it bounced before him, then sped through to the fence ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,4,0
18.5," Woakes to Samson, FOUR, gets it away very, very fine! Didn't intend to get it that fine perhaps but he won't mind, will he? The perfect yorker from Woakes but Samson digs it out with an open bat face. Manages to slice itwell past a diving de Kock to the fence. When it's your day, it's just your day! ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,4,0
18.4," Woakes to Samson, SIX, hammered into long-on! Samson's merry ways continue. He is batting on another level now. Slower ball on a shortish length, he just waits for it and slaps through the line. No real effort there, at least not visible but gee the timing, ever so perfect! Another biggie ",1st Inns,11t,Royal Challengers Bangalore,Rajasthan Royals,"Royal Challengers Bangalore (Playing XI): Quinton de Kock(w), Brendon McCullum, Virat Kohli(c), AB de Villiers, Mandeep Singh, Washington Sundar, Chris Woakes, Pawan Negi, Kulwant Khejroliya, Umesh Yadav, Yuzvendra Chahal","Rajasthan Royals (Playing XI): Ajinkya Rahane(c), D Arcy Short, Ben Stokes, Sanju Samson, Jos Buttler(w), Rahul Tripathi, Krishnappa Gowtham, Shreyas Gopal, Dhawal Kulkarni, Jaydev Unadkat, Ben Laughlin",,,IPL,2018,"M.Chinnaswamy Stadium,Bengaluru","Apr 15,2018",Royal Challengers Bangalore have won the toss and have opted to field,Rajasthan Royals won by 19 runs,Sanju Samson,RCB,field,RR,RCB,6,0
