ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,runs,extra
19.6," Dwayne Bravo to Hardik Pandya, 1 run, thrashed over mid-wicket and uh-oh! Hardik Pandya seems to be in some trouble. Looks to have injured his ankle while trying to nab a second and he's being carried off the field. Was on his skates running the first run and just when he was about to turn back for the second, he dived awkwardly into Bravo and jammed his ankle while doing so. Stayed flat on the floor for good few minutes before the physio came in ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,1,0
19.5," Dwayne Bravo to Hardik Pandya, 2 runs, off-pace, on a good length outside off, Hardik Pandya stands outside off-stump and pumps it down to long-on. Krunal Pandya forced his brother for the second and they make it easily in the end ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,2,0
19.4," Dwayne Bravo to Hardik Pandya, no run, Hardik Pandya is on the floor. Absolutely befuddled by this yorker from DJ Bravo. Was late in bringing his bat down and in the process lost his balance to slip over the crease ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,0,0
19.3," Dwayne Bravo to Krunal Pandya, 1 run, dished full outside off, Pandya sits deep inside the crease to thump that down to long-on ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,1,0
19.2," Dwayne Bravo to Krunal Pandya, no run, short ball fired across the batsman, Krunal Pandya hops to flay that over the infield, makes no contact ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,0,0
19.1," Dwayne Bravo to Hardik Pandya, leg byes, 1 run, misses the swipe and sneaks a leg bye into the leg-side ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,byes,1
18.6," Mark Wood to Krunal Pandya, SIX, a poor outing for Mark Wood on his IPL debut. Was too predictable on most occasions. Krunal Pandya prepares himself for a short delivery and swings the pull with full flow into the square leg stands ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,6,0
18.5," Mark Wood to Krunal Pandya, 2 runs, walks across and chips the ball off the top-edge, no-one there at mid-wicket and the duo steal a couple of runs ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,2,0
18.4," Mark Wood to Krunal Pandya, no run, short on middle, beats Pandya for pace and flies over his head ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,0,0
18.3," Mark Wood to Krunal Pandya, FOUR, an action replay of the previous delivery, only difference? Krunal Pandya hit this dead straight. Overpitched, sent racing into the fence with a absolute thwack of the willow ",1st Inns,1st,Mumbai Indians,Chennai Super Kings,"Mumbai Indians (Playing XI): Evin Lewis, Ishan Kishan(w), Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Suryakumar Yadav, Krunal Pandya, Mayank Markande, Mitchell McClenaghan, Mustafizur Rahman, Jasprit Bumrah","Chennai Super Kings (Playing XI): Shane Watson, Ambati Rayudu, Suresh Raina, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bravo, Ravindra Jadeja, Harbhajan Singh, Deepak Chahar, Imran Tahir, Mark Wood",,,IPL,2018,"Wankhede Stadium,Mumbai","Apr 07,2018",Chennai Super Kings have won the toss and have opted to field,Chennai Super Kings won by 1 wkt,Dwayne Bravo,CSK,field,MI,CSK,4,0
