ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Toss_winner,toss_chosen
10.1," Ravi Bishnoi to Rohit, 1 run, a tossed up legbreak outside off and Rohit drives it to the diving fielder at extra cover as they scamper across ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
9.6," Gowtham to Rohit, 1 run, pretty full, flicked down to long-on ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
9.5,"Gowtham to Rohit, no run, more third umpire work: but Rohit's safely inside. Also, it helps that it wasn't a direct hit. Everything after his cut finds point, and he's sent back from a quick single he wanted",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
9.4," Gowtham to Ishan Kishan, 1 run, back foot, lining himself behind and punching down to long-on ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
9.3," Gowtham to Ishan Kishan, no run, spots a step down and drags the length back. Adjusted defence ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
9.2," Gowtham to Rohit, 1 run, taps it into mid-wicket softly, calls for the second, but Kishan slips in the turn after one ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
9.1," Gowtham to Ishan Kishan, 1 run, arm ball. Kishan covers the line and knocks it in front of mid-on where Gowtham cuts off, but can't nail a backward flick. Yep, a missed run-out ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
8.6," Ravi Bishnoi to Rohit, FOUR, delicately cut late. Cute. Bishnoi gives it some flight, but then gets it to dip short and wide allowing Sharma a rock behind and a carve between point and short third man ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
8.5," Ravi Bishnoi to Ishan Kishan, 1 run, flatter googly. Punched, but again without timing, down the ground ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
8.4," Ravi Bishnoi to Ishan Kishan, no run, another checked push, with Kishan clearly reading these googlies only off the pitch. Okay, he's clearly stagnating here, but trust Punjab to turn stagnations into Tewatias .. ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
8.3," Ravi Bishnoi to Ishan Kishan, no run, googly. Kishan checks his push to backward point ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
8.2," Ravi Bishnoi to Rohit, 1 run, back of a length quick-flat-straight. Sharma stays in his crease, knocking down to long-on ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
8.1," Ravi Bishnoi to Ishan Kishan, 1 run, googly, short, wide and hence going further away. Kishan thrashes, and finds deep point ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
7.6," Shami to Ishan Kishan, 1 run, swipes off his legs, once again only for an inside-half to deep square leg ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
7.5," Shami to Ishan Kishan, no run, another massive hoick, and another tame toe-end to mid-on ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
7.4," Shami to Rohit, 1 run, bodyline, swatted round the corner ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
7.3," Shami to Rohit, no run, cuts back in to cramp out room, as Rohit taps it straight to cover-point ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
7.2," Shami to Ishan Kishan, 1 run, 136.8kph, misses an almighty heave across the line, gets a slight inside-edge and rolls away off the pads just next to the pitch, but Rohit runs hard and calls him through ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
7.1," Shami to Rohit, 1 run, 135.8kph, back of a length tummy-line. Just that Sharma's bat is ramped in front to run it to third man ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
6.6," Neesham to Rohit, 1 run, wide, full. Sharma leans in, opens his bat face and guides it straight to third man this time ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
6.5," Neesham to Rohit, FOUR, leg-cutter. Seams away. Rohit gets squared, and edges it straight to first slip. Well, well. There's no first slip, and third man can't come around either ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
6.4," Neesham to Ishan Kishan, 1 run, 129.2kph, falls over in his mistimed flick, but the inside-half and the lack of timing helps in pinching a quick one ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
6.3," Neesham to Ishan Kishan, no run, 131kph, three dots. Length, just outside off, forward bat-pad-close defence after a slight walk in front ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
6.2," Neesham to Ishan Kishan, no run, beats the poke. Neesham takes pace off this one, on a back of a length, going across and Kishan gets foxed for pace in his flirt ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
6.1," Neesham to Ishan Kishan, no run, 130.3kph, full, outside off. Kishan looks to crouch and heave away, but drags it off the inside half rather tamely to mid-on ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
5.6," Gowtham to Rohit, 2 runs, short, flat, quick. Rohit continues his punching ways with lots of timing, but this time cover dives and gets a palm to it: Pooran again ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
5.5," Gowtham to Ishan Kishan, 1 run, length, on middle, going straight on. Nudged, round the corner ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
5.4," Gowtham to Rohit, 1 run, slower for a change, loopier, wristed through mid-wicket ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
5.3," Gowtham to Rohit, FOUR, there's no point, literally. But Gowtham dishes out width off a shortened length and allows Sharma to go behind and cut it square ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
5.2," Gowtham to Rohit, FOUR, jumps away, gives himself room and punches against the spin. That's not the fun part. The fun starts when this seeming push ends up splitting mid-off and extra cover. Wow ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
5.1," Gowtham to Rohit, no run, missed cut. Not all that short, not all that wide, but still .. ",1st Inns,13t,Kings XI Punjab,Mumbai Indians,"Kings XI Punjab (Playing XI): Lokesh Rahul(w/c), Mayank Agarwal, Nicholas Pooran, Glenn Maxwell, Nair, James Neesham, Sarfaraz Khan, Krishnappa Gowtham, Mohammed Shami, Sheldon Cottrell, Ravi Bishnoi","Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 01,2020",Kings XI Punjab have won the toss and have opted to field,Mumbai Indians won by 48 runs,Kieron Pollard,KKR,field,PBKS,KKR,PBKS,field
