ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
19.6," Shami to Williamson, 2 runs, nails the wide yorker outside off, Williamson drives it in front of square and wide of the fielder sweeping in the deep, Pooran races across and releases the ball quickly, just a brace ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Williamson, Shami,2,0,yorker
19.5," Shami to Abhishek Sharma, out Caught by Maxwell!! Another chip and this time Sharma hasn't timed it that well. It was a low full toss angled in from round the wicket, more power was needed but not sure even that would have helped, Maxwell runs in from deep mid-wicket and dives forward to take the catch. Abhishek Sharma c Maxwell b Shami 12(6) [4s-1 6s-1] ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Abhishek Sharma, Shami,out,out,Full
19.4," Shami to Williamson, 1 run, nails the yorker around off, Williamson jams it out to backward point ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Williamson, Shami,1,0,yorker
19.3," Shami to Williamson, SIX, woah! A one-handed six. The knuckle ball outside off, Williamson was completely deceived for pace as he looked to loft it straight down, the bottom hand comes off but the ball ends up over the rope ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Williamson, Shami,6,0,
19.2," Shami to Williamson, FOUR, that's a gift and Williamson is too good a player to miss out. Full toss outside off, Williamson does nothing fancy, just uses the pace on the ball and lofts it over extra cover. It was a safe shot with mid-off inside the ring ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Williamson, Shami,4,0,Good
19.1," Shami to Abhishek Sharma, 1 run, arrows it really full from round the wicket, Sharma drags it off the inner half to deep mid-wicket, just a single ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Abhishek Sharma, Shami,1,0,Full
18.6," Arshdeep Singh to Abhishek Sharma, 1 run, full and close to yorker range, Sharma squeezes the drive to mid-off and retains strike ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Abhishek Sharma, Arshdeep Singh,1,0,Full
18.5," Arshdeep Singh to Abhishek Sharma, FOUR, banged in halfway down and Arshdeep does not have the pace to trouble the batsman, it sits up nicely for Sharma and he nails the pull in front of square, wide of long-on and though Pooran had just a few yards to cover, he was not able to stop that ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Abhishek Sharma, Arshdeep Singh,4,0,
18.4," Arshdeep Singh to Abhishek Sharma, no run, low full toss targeting the legs, Sharma misses the flick and the ball nutmegs him on the way to the keeper ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Abhishek Sharma, Arshdeep Singh,0,0,Full
18.3," Arshdeep Singh to Abhishek Sharma, SIX, wow! That's some shot. Just a chip from Sharma and the ball has cleared the rope. It was the slower delivery and Sharma was deceived for a moment there, checks his loft and manages to time it beautifully, goes all the way straight down the ground ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Abhishek Sharma, Arshdeep Singh,6,0,Full
18.2," Arshdeep Singh to Williamson, 1 run, dipping slower delivery and Williamson squeezes it to extra cover ",1st Inns,22n,Sunrisers Hyderabad,Kings XI Punjab,"Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, K Khaleel Ahmed, T Natarajan","Kings XI Punjab (Playing XI): KL Rahul(c), Mayank Agarwal, Mandeep Singh, Nicholas Pooran, Simran Singh(w), Glenn Maxwell, Ravi Bishnoi, Mujeeb Ur Rahman, Arshdeep Singh, Mohammed Shami, Sheldon Cottrell",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 08,2020",Sunrisers Hyderabad have won the toss and have opted to bat,Sunrisers Hyderabad won by 69 runs,Jonny Bairstow,SRH,bat,SRH,PBKS,Williamson, Arshdeep Singh,1,0,
