ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
18.5," Sam Curran to Tom Curran, 1 run, short of a length and at the stumps, Curran muscles the pull wide of mid-wicket for a single ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Tom Curran, Sam Curran,1,0,Short,stump line,mid-wicket,pull shot
18.4," Sam Curran to Tom Curran, 2 runs, appeal for a run-out. A direct hit from RJ, but Jofra Archer has just about slid his bat in. NOT OUT is the call. Very full and at the stumps, driven to the left of long-on and Curran was scurrying for the second. RJ was quick on the ball and then ripped a flat return at the bowler's end ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Tom Curran, Sam Curran,2,0,Full,stump line,long-on,on drive
18.3," Sam Curran to Tom Curran, FOUR, streaky and four, Tom must have faced Sam many a times at home - almost the perfect yorker, right at the base of off, Curran somehow jams his bat down and squeezes it past the diving short third man fielder for a boundary ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Tom Curran, Sam Curran,4,0,yorker,,short third man,
18.2," Sam Curran to Smith, out Caught by Kedar Jadhav!! CSK are pulling things back very nicely, this was a length ball at the pads, Smith shuffled across and whipped it firmly, hit it in the air and straight down the throat of Kedar at deep mid-wicket. Smith is annoyed with himself as he walks back - suddenly, 200 looks very distant now. Smith c Kedar Jadhav b Sam Curran 69(47) [4s-4 6s-4] ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Smith, Sam Curran,out,out,Good,,straight,pull shot
18.1," Sam Curran to Tom Curran, 1 run, on a length and at the pads, worked behind square on the on-side for a single ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Tom Curran, Sam Curran,1,0,Good,,square,
17.6," Chahar to Tom Curran, 1 run, on a length and just outside off, eased in front of cover for a single ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Tom Curran, Chahar,1,0,Good,off side,cover,
17.5,"Chahar to Tom Curran, no run, Curran looks shell-shocked as he's given out caught behind, wants a review and realises to his horror that he can't review. Tewatia and that plumb LBW call had it wasted. Hang on! I don't think that even carried to MS - the two umpires chatted for a while and then sent Curran on his way, but replays suggest that the ball might not have carried. Even worse - I don't even think Curran has edged it, it seemed to have gone off the thigh-pad. They are checking for the catch though - it's a fair delivery, nips back in and has only clipped the thigh-pad, bounced clearly in front of MS and NOT OUT is the call. For once, technology has been well used and Curran can resume batting. Still, would the decision been reversed had the ball carried? That's for another day though, short of a length and nipping back in, Curran was looking to pull and missed, clipped the top of the thigh-pad and bounced in front of MS",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Tom Curran,Chahar,0,0,Short,,,edge
17.4," Chahar to Tom Curran, no run, on a length and angling back into the right-hander, pushed back at the bowler ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Tom Curran, Chahar,0,0,Good,,,push shot
17.3," Chahar to Smith, 1 run, another slower short ball wide of off, Smith has no pace to work with, jams hard into the turf and it rolls wide of cover for a single ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Smith, Chahar,1,0,Short,wide,cover,
17.2," Chahar to Tom Curran, byes, 1 run, the slower knuckle ball from Chahar, Curran reached out on the cut ad is beaten by the lack of pace - the ball bounced awkwardly in front of MS and he can't stop it cleanly, allows a bye ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Tom Curran, Chahar,byes,1,,,,beaten
17.1," Chahar to Smith, 1 run, length ball on the pads, whipped away behind square on the on-side for a single ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Smith, Chahar,1,0,Good,stump line,square,
16.6,"Sam Curran to Riyan Parag, out Caught by Dhoni!! Edged and caught - A straightforward dismissal and the Super Kings are pulling things back nicely. Two wickets in the over for Curran - shortened his length and angled one across the right-hander, Parag was looking to run it past the keeper, got it too fine though and MS did the rest - dived across to his right and the ball got stuck in his fingertips, he clasped it cleanly on the second attempt. Riyan Parag c Dhoni b Sam Curran 6(4) [4s-1]",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Riyan Parag,Sam Curran,out,out,Short,,keeper,edge
16.5," Sam Curran to Riyan Parag, FOUR, streaky and four, wide full-toss from Curran, Parag was shaping for the drive, opened the face of the bat and the edge flies behind square on the off-side for a boundary ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Riyan Parag, Sam Curran,4,0,Full toss,wide,square,edge
16.4," Sam Curran to Riyan Parag, 2 runs, fuller length delivery and well wide of off, Parag leans into the drive and places it wide of cover, back for the second run ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Riyan Parag, Sam Curran,2,0,Full,wide,cover,cover drive
16.3," Sam Curran to Riyan Parag, no run, on a good length and well wide of off, Parag pushes forward and gets an inside edge to the on-side ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Riyan Parag, Sam Curran,0,0,Good,wide,,edge
16.2," Sam Curran to Rahul Tewatia, out Lbw!! That looked plumb and Rahul Tewatia has been given OUT LBW. He has a chat with his captain and decides to review. It's a fair delivery, looks like no bat and UltraEdge confirms it, directly onto his toes, bang in front of middle and it's crashing low into the middle. Three REDS and Rahul Tewatia is OUT. A poor review from Tewatia, think he thought he got an inside edge. Almost the perfect yorker from Curran, turned out to be a low full-toss, Tewatia swung all around it and missed. Rahul Tewatia lbw b Sam Curran 10(8) [4s-1] ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Rahul Tewatia, Sam Curran,out,out,yorker,,,edge
16.1," Sam Curran to Smith, 1 run, tad fuller and well wid eof off, Smith shuffles across and carves the drive in front of point, just a single ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Smith, Sam Curran,1,0,Full,,point,drive
15.6," Ngidi to Rahul Tewatia, no run, on a good length and angling across the left-hander, Tewatia was looking to swing it over square leg - played against the angle and is beaten ",1st Inns,4th,Rajasthan Royals,Chennai Super Kings,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Robin Uthappa, Sanju Samson(w), Steven Smith(c), David Miller, Riyan Parag, Shreyas Gopal, Tom Curran, Rahul Tewatia, Jofra Archer, Jaydev Unadkat","Chennai Super Kings (Playing XI): Murali Vijay, Shane Watson, Faf du Plessis, Ruturaj Gaikwad, MS Dhoni(w/c), Kedar Jadhav, Ravindra Jadeja, Sam Curran, Deepak Chahar, Piyush Chawla, Lungi Ngidi",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Sep 22,2020",Chennai Super Kings have won the toss and have opted to field,Rajasthan Royals won by 16 runs,Sanju Samson,CSK,field,RR,CSK,Rahul Tewatia, Ngidi,0,0,Good,,square leg,beaten
