ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra
19.6," T Natarajan to Pooran, 2 runs, not quite the perfect yorker, but it's a very low full toss outside off. Pooran gets it off the toe-end as he drives through cover. Back for two. Sunrisers won't fret it. They've been brilliant ",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran, T Natarajan,2,0
19.5," T Natarajan to Pooran, 2 runs, anticipates the wide yorker, walks across and takes it on the full as he sweeps to deep midwicket. Pooran is still tapping his bat at the non-striker's end when the throw is released by Vijay Shankar. But it's a terrible throw. Bairstow nearly has to run down mid-pitch. They get across for the second ",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran, T Natarajan,2,0
19.4," T Natarajan to Pooran, no run, hits the yorker outside off, Pooran can't lay bat on it ",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran, T Natarajan,0,0
19.3," T Natarajan to Pooran, no run, yorker length outside off, slices to short third man ",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran, T Natarajan,0,0
19.2,"T Natarajan to Pooran, no run, Natarajan goes full and wide of off-stump, Pooran shuffles across and looks to slog it on the leg-side. No dice",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran,T Natarajan,0,0
19.1,"T Natarajan to Pooran, FOUR, oh driven hard through cover, was full and wide, Warner runs to his right from long-off and dives full length, gets a hand on it, but the ball escapes. Warner livid that he didn't stop that boundary",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran,T Natarajan,4,0
19.1,"T Natarajan to Pooran, wide. Wide? Oh come on! That's cruel from the ump. Nic Pooran moved off-side, so Natarajan pushed the off-side yorker slightly wide, missed it, that should have gone in favour of the bowler",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran,T Natarajan,wide,1
18.6,"Khaleel Ahmed to Pooran, 1 run, gets it fuller and wider of off, Pooran squeezes it out to deep mid-off and retains strike",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran,Khaleel Ahmed,1,0
18.5,"Khaleel Ahmed to Pooran, no run, nails the yorker and Pooran almost overbalanced. Thick inside edge to short fine",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran,Khaleel Ahmed,0,0
18.4,"Khaleel Ahmed to Pooran, 2 runs, Bishnoi would've been gone at the non-striker's end had the throw hit. Yards short. Mistimed from Pooran to long-off, comes back for two to keep strike",1st Inns,43r,Kings XI Punjab,Sunrisers Hyderabad,"Kings XI Punjab (Playing XI): KL Rahul(w/c), Chris Gayle, Mandeep Singh, Nicholas Pooran, Glenn Maxwell, Deepak Hooda, Murugan Ashwin, Chris Jordan, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Vijay Shankar, Priyam Garg, Abdul Samad, Jason Holder, Rashid Khan, Khaleel Ahmed, Sandeep Sharma, T Natarajan",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Oct 24,2020",Sunrisers Hyderabad have won the toss and have opted to field,Kings XI Punjab won by 12 runs,Chris Jordan,SRH,field,PBKS,SRH,Pooran,Khaleel Ahmed,2,0
