ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,batting_team,bowling_team,toss_winner,toss_choosen
0.1," Cottrell to Prithvi Shaw, no run, .. and Cottrell starts with a high full-toss, almost a beamer to start his IPL career, Shaw is taken by surprise as he jabs it back at the bowler. All eyes on the umpire, but it isn't called ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
19.6," Stoinis to Jordan, out Caught by Rabada! It's a super-over! A full-toss on the leg-stump, and he's flicked this straight to Rabada at short square leg, who holds on! A nightmare start to the over, from Stoinis, and he's managed to bring it to a tie. NOW NOW! Jordan c Rabada b Stoinis 5(6) ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
19.5," Stoinis to Agarwal, out Caught by Hetmyer! The agony! It was a full-toss, just a moment too less for Mayank to process this, flays this on account of the width, trying to slice this over deep backward point for six, but ends up finding the ONE fielder at the boundary - Hetmyer. Screams at the heavens for snatching this moment away from him, but he has only himself to blame, does Mayank. Just hasn't managed to finish this off! Agarwal c Hetmyer b Stoinis 89(60) [4s-7 6s-4] ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
19.4," Stoinis to Agarwal, no run, short ball, all eyes on the umpire as he swings at a wild hook, misses - not a wide! ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
19.3," Stoinis to Agarwal, FOUR, scores level! This is his night! Backs away and picks this up from leg-stump, opens the face and flays this between perfectly through the gap in the extra cover region for four! A dive at the boundary, but that won't save the boundary... ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
19.2," Stoinis to Agarwal, 2 runs, nails the yorker, but is it too late? Digs this out to midwicket for a couple! ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
19.1," Stoinis to Agarwal, SIX, 13 off 6, and he's slammed the first ball of the final over for six! Far too slow to bother him, and he's nailed this loft over his head for for six! ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
18.6,"Rabada to Agarwal, 1 run, full and well wide of off, driven past cover and Mayank will take the single on offer",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
18.5,"Rabada to Agarwal, 2 runs, a full-toss now and Mayank has sliced it over the cover fielder, didn't get hold of the shot, but has enough to clear the man in the ring, comes back for the second run",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
18.4,"Rabada to Agarwal, FOUR, it's all happening for the Kings XI Punjab, a miscue, a steepling top-edge and Iyer off all people has made a mess of it. Could this be the pivotal moment of the game? Banged in short and Mayank got into a poor position on the pull, was cramped for room and all he managed was a thick leading edge over mid-wicket, went high and down towards the rope. Iyer came running across from the deep, did all the hard yards, got both hands and let it burst through - to add insult to injury, it rolled over the ropes",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
18.3," Rabada to Agarwal, 1 run, full-toss outside off, Agarwal slices this away towards the extra cover region for a couple. A single in fact, as the first run was a short one! ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
18.2," Rabada to Agarwal, FOUR, misses the length by a mere few inches, Agarwal gets under it and slams this straight down the ground for four! Incredible! ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
18.1," Rabada to Agarwal, no run, an inch-perfect yorker following Agarwal into the leg-side, off his boot and away towards the 'keeper. Agarwal survives! ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
17.6," Mohit Sharma to Jordan, no run, throws the kitchen sink at that, but doesn't orient the sink all that well - heaves cross-batted trying to cart this over cow corner, and misses ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
17.5," Mohit Sharma to Agarwal, 1 run, sticks to a good length still, as Agarwal works this down towards long-on for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
17.4," Mohit Sharma to Agarwal, 2 runs, into the hips, and he's tucked it away towards mid-wicket for a couple! A bit of a limp from Agarwal, and he's signalled for a drink... ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
17.3," Mohit Sharma to Agarwal, SIX, he's picked the bones out of the slower one, and it's clear why - 75.5km/h, off the back of the hand, and it was so slow, he could have swung once and swung it again in time. Decides to wait, and clubs this over long-off for six! ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
17.2," Mohit Sharma to Agarwal, 2 runs, pulls a short of length ball down to deep mid-wicket for a couple! ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
17.1," Mohit Sharma to Agarwal, SIX, that's a start to the over, and the pressure is right back on the bowler now! Full and wide, and he gets on his knee to slice this over deep backward point for six! Fifty for Agarwal, and this may well be a coming-of-age story in Dubai tonight, as he raises his bat... ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
16.6," Nortje to Agarwal, 1 run, spears in a yorker at 145.4km/h, Agarwal takes it on the full and swats it away down to wide long-on for a strike-retaining single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
16.5," Nortje to Jordan, 1 run, short of length ball into the gut, slugged away down to long-on for a single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
16.4," Nortje to Agarwal, 1 run, very full and fast, and that's driven firmly to cover for a quick single ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
16.3," Nortje to Agarwal, FOUR, 110.4km/h slower one on a length with a bit of width, Agarwal waits on it and unleashes the wrists - runs his hands through the slap through sweeper cover for four as Axar fails to cut it off with a dive... ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
16.2," Nortje to Agarwal, no run, short ball, not the fastest at 130km/h, Agarwal is still late on the hook though, as this goes past his attempted shot... ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
16.1," Nortje to Agarwal, FOUR, backs away and clubs this one cross-batted to the long-off boundary for four! Good start for Agarwal here... ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
15.6," Rabada to Jordan, 2 runs, runs a short of length ball down to deep backward point for a couple ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
15.5," Rabada to Jordan, no run, it's a leave! That's as rare as a Dilscoop in a Test match - a leave in the 16th over of a T20. A slower one at 117.9km/h, and Jordan just lets it go... ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
15.4," Rabada to Jordan, 2 runs, 140.5km/h, back of a length ball, not an inch of width, a hop and a thick inside edge towards backward square leg for a couple - as the fielders in that area make a mess of it and concede a second ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
15.3," Rabada to Gowtham, out Caught by Pant! That's a shot of panic, and lack of faith in his technique. 142.7km/h of oomph on that one, Gowtham backs away and tries to use the pace, attempting to steer it away towards the third man area - gets a feather of a top-edge to Pant who holds onto the simplest of catches! More pressure on Agarwal now! Gowtham c Pant b Rabada 20(14) [4s-1 6s-1] ",1st Inns,2nd,Delhi Capitals,Kings XI Punjab,"Delhi Capitals (Playing XI): Shikhar Dhawan, Prithvi Shaw, Shreyas Iyer(c), Rishabh Pant(w), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Mohit Sharma","Kings XI Punjab (Playing XI): Lokesh Rahul(c/w), Mayank Agarwal, Karun Nair, Sarfaraz Khan, Glenn Maxwell, Nicholas Pooran, Krishnappa Gowtham, Chris Jordan, Sheldon Cottrell, Ravi Bishnoi, Mohammed Shami",,,IPL,2020,"Dubai International Cricket Stadium,Dubai","Sep 20,2020",Kings XI Punjab have won the toss and have opted to field,Match tied (Delhi Capitals won the Super Over),Marcus Stoinis,DC,KKR,PBKS,field
