ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length
19.6," Rajpoot to Hardik Pandya, 1 run, low full toss around off, Hardik whips it to wide long-on and the call was for the second, but he slips while turning for it at the bowler's end. Mumbai finish with 193 ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Hardik Pandya, Rajpoot,1,0,Full
19.5," Rajpoot to Hardik Pandya, SIX, once more not off the meat but the power of Hardik ensures it goes sailing over the rope. It was a freebie from Rajpoot, juicy full toss and Hardik goes straight, clearing the boundary quite comfortably ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Hardik Pandya, Rajpoot,6,0,Full
19.4," Rajpoot to Suryakumar Yadav, 1 run, spears it into the blockhole, Suryakumar toe-ends this down to deep mid-wicket ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Suryakumar Yadav, Rajpoot,1,0,
19.3," Rajpoot to Suryakumar Yadav, FOUR, that's brilliant cricket. Suryakumar moved across early and Rajpoot followed him with a full toss, but the batsman adjusted and scooped it over short fine, one bounce and over the ropes ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Suryakumar Yadav, Rajpoot,4,0,Full
19.2," Rajpoot to Hardik Pandya, 1 run, free-hit doesn't cost him anything. But let's see about the extra ball.. It was the slower delivery and Hardik was through his swing early, drags it off the inner half to long-on ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Hardik Pandya, Rajpoot,1,0,
19.2," Rajpoot to Hardik Pandya, no ball, 2 runs, that's excellent running from Suryakumar. Rajpoot nails the yorker but he has overstepped. You cannot do that at this stage of the innings. Hardik digs it out to long-off and Suryakumar was back quickly for the second ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Hardik Pandya, Rajpoot,no ball,2,yorker
19.1," Rajpoot to Suryakumar Yadav, 1 run, 133.5kph wide yorker and Suryakumar inside halves the drive to mid-wicket ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Suryakumar Yadav, Rajpoot,1,0,yorker
18.6," Jofra Archer to Suryakumar Yadav, 1 run, 153.3kph back of a length outside off, Suryakumar walks across and pulls it to long leg, Hardik wanted the second but his partner is not interested ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Suryakumar Yadav, Jofra Archer,1,0,Back of Length
18.5," Jofra Archer to Suryakumar Yadav, SIX, wow! That's special. We have seen this before but to do it to Archer after being hit on the head. Hats off! Full delivery just short of yorker length, Suryakumar crouches down and reverse laps it straight over Buttler, the pace of Archer ensures it goes the distance. Even Smith was impressed with that shot ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Suryakumar Yadav, Jofra Archer,6,0,Full
18.4," Jofra Archer to Suryakumar Yadav, no run, ouch! Suryakumar is struck on the head now. This was a well directed bouncer from Archer, Suryakumar takes it on but it is too quick for him, misses and is struck on the side of the helmet. He straightaway removes his helmet and goes on his haunches ",1st Inns,20t,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Quinton de Kock(w), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Rajasthan Royals (Playing XI): Jos Buttler(w), Yashasvi Jaiswal, Steven Smith(c), Sanju Samson, Mahipal Lomror, Rahul Tewatia, Jofra Archer, Tom Curran, Shreyas Gopal, Ankit Rajpoot, Kartik Tyagi",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 06,2020",Mumbai Indians have won the toss and have opted to bat,Mumbai Indians won by 57 runs,Suryakumar Yadav,MI,bat,MI,RR,Suryakumar Yadav, Jofra Archer,0,0,
