ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed,out_type
19.6," Russell to Kohli, 1 run, to long-on, another yorker from Russell and Kohli squeezes it down to long-on. Only a single ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,Kohli, Russell,1,0,yorker,,long-on,,,
19.5," Russell to de Villiers, 1 run, gets across and toe-ends the full delivery wide of long-on ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,de Villiers, Russell,1,0,Full,wide,long-on,,,
19.4," Russell to de Villiers, 2 runs, touch short outside off, de Villiers pushes it firmly wide of long-off and completes the two with ease ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,de Villiers, Russell,2,0,Short,off side,long-off,push shot,,
19.3," Russell to de Villiers, 2 runs, Russell takes the pace off and keeps it well wide of off, ABD was made to reach out and he forces a slap square on the off-side. There was quick throw at the batting end, but de Villiers was home ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,de Villiers, Russell,2,0,,wide,square,,,
19.3," Russell to de Villiers, no ball, FOUR, it's getting bad to worse for KKR! Bad to worse for two reasons: Russell has overstepped and despite him bowling a 143ks yorker outside off, ABD somehow managed to power it along the ground in the gap between sweeper cover and deep backward point. Too good! ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,de Villiers, Russell,no ball,1+4,yorker,off side,sweeper,,,
19.2," Russell to de Villiers, no run, gets the yorker just outside off and ABD squeezes it back towards the bowler ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,de Villiers, Russell,0,0,yorker,off side,,,,
19.1," Russell to de Villiers, SIX, did we talk about 170 a few moments back? Ah, chuck it. It's time to start thinking about 200 as de Villiers seems to be in a different planet. Gets a full one in the slot outside off and he dismisses it flat over the loong-off fence ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,de Villiers, Russell,6,0,Full,off side,,beaten,,
18.6," Prasidh to Kohli, 2 runs, loopy slower ball full toss just outside off, Kohli sinks and uses his bottom hand power to get the whip in the gap between deep mid-wicket and long-on, just enough to nab a couple of runs ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,Kohli, Prasidh,2,0,Full,off side,mid-wicket,,,
18.5," Prasidh to de Villiers, 1 run, 136ks short ball angling into the batsman, ABD backs away and drags the pull off the bottom half to the right of square leg ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,de Villiers, Prasidh,1,0,Short,,square leg,pull shot,,
18.4," Prasidh to Kohli, 1 run, full and wide of off, Kohli leans into the drive and slots it square of cover on the off-side ",1st Inns,28th,Royal Challengers Bangalore,Kolkata Knight Riders,"Royal Challengers Bangalore (Playing XI): Devdutt Padikkal, Aaron Finch, Virat Kohli(c), AB de Villiers(w), Washington Sundar, Shivam Dube, Chris Morris, Isuru Udana, Navdeep Saini, Mohammed Siraj, Yuzvendra Chahal","Kolkata Knight Riders (Playing XI): Tom Banton, Shubman Gill, Nitish Rana, Eoin Morgan, Dinesh Karthik(w/c), Rahul Tripathi, Andre Russell, Pat Cummins, Kamlesh Nagarkoti, Prasidh Krishna, Varun Chakravarthy",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 12,2020",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 82 runs,AB de Villiers,RCB,bat,RCB,KKR,Kohli, Prasidh,1,0,Full,wide,square,square drive,,
