ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed,out_type
19.6," Bumrah to Carey, 2 runs, another couple of to end the innings. It was a full toss outside off, Carey makes room and slices it past point, Krunal runs around the boundary rope and tidies up ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Carey, Bumrah,2,0,Full,off side,point,,,
19.5," Bumrah to Carey, 2 runs, third full toss of the over, Carey forces it straight down the ground and the pair will get another brace. Mumbai won't mind singles and twos at this stage ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Carey, Bumrah,2,0,Full,,straight,,,
19.4," Bumrah to Dhawan, 1 run, another full toss that hurries Dhawan into his heave, drags it off the inner half in front of square on the leg-side and Hardik swoops down to keep it to a single ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Dhawan, Bumrah,1,0,Full,,square,,,
19.3," Bumrah to Dhawan, FOUR, change of pace from Bumrah and Dhawan has managed to put it away, sits deep in the crease and swings it across the line towards cow corner, one bounce and over the ropes ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Dhawan, Bumrah,4,0,,,cow corner,,,
19.2," Bumrah to Dhawan, 2 runs, spears it into the blockhole outside off, Dhawan squeezes the drive to long-off and Carey manages to scamper back for the second as Boult tidies up in the deep ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Dhawan, Bumrah,2,0,,off side,long-off,defend,,
19.1," Bumrah to Carey, 1 run, full toss angled in from round the wicket, Carey knocks it to mid-off ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Carey, Bumrah,1,0,Full,,mid-off,,,
18.6," Boult to Dhawan, no run, now he nails the yorker, Dhawan jams it straight down the wicket. Only 8 off the over and Mumbai will take that at this stage ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Dhawan, Boult,0,0,yorker,,straight,,,
18.5," Boult to Dhawan, FOUR, much needed boundary for Delhi. They had got only four singles off the first four deliveries. This too was full and just short of yorker length, Dhawan clears his front leg and flicks it backward of square, beating Krunal in the deep ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Dhawan, Boult,4,0,Full,,square,flick shot,,
18.4," Boult to Carey, 1 run, another off-speed delivery that is dug into the surface, Carey backs away and slaps it towards sweeper cover ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Carey, Boult,1,0,,,sweeper,,,
18.3," Boult to Dhawan, 1 run, once more right up there close to the blockhole, Dhawan can only drive it down to long-off ",1st Inns,27t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Quinton de Kock(w), Rohit Sharma(c), Suryakumar Yadav, Ishan Kishan, Hardik Pandya, Kieron Pollard, Krunal Pandya, James Pattinson, Rahul Chahar, Trent Boult, Jasprit Bumrah","Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Ajinkya Rahane, Shreyas Iyer(c), Alex Carey(w), Marcus Stoinis, Axar Patel, Harshal Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Oct 11,2020",Delhi Capitals have won the toss and have opted to bat,Mumbai Indians won by 5 wkts,Quinton de Kock,DC,bat,DC,MI,Dhawan, Boult,1,0,,,long-off,defend,,
