ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler
19.6,"Rabada to Abhishek Sharma, 1 run, in the air but falls safe in the long leg region and it's called one short by the umpire. Rightly so as replays confirm. Was a slower bouncer from Rabada, Sharma gets no timing on the pull and top edges this. They look to steal a brace but haven't finished the first run properly",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Abhishek Sharma,Rabada
19.5," Rabada to Abdul Samad, leg byes, 1 run, cramps Samad who is backing away early, off the ribs and it goes towards the short fine leg region ",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Abdul Samad, Rabada
19.4," Rabada to Williamson, out Caught by Axar!! Holes out to deep mid-wicket. Slower ball, wide outside off and Williamson has to really fetch this one. Looks to wrist this away but these are big dimensions on that part of the ground. Doesn't get the distance on the stroke and picks out the fielder to perfection. A priceless cameo from the NZ skipper though. Williamson c Axar b Rabada 41(26) [4s-5] ",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Williamson, Rabada
19.3," Rabada to Abdul Samad, 1 run, a bit too straight from Rabada and Samad gets a faint inside edge onto the pads on its way to Pant who fumbles due to the bad bounce. Could have taken two but Williamson prefers to keep strike ",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Abdul Samad, Rabada
19.2," Rabada to Abdul Samad, no run, a wild swing and a miss! Rabada keeps this wide of Samad's reach, slower ball and the wild hack doesn't connect at all ",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Abdul Samad, Rabada
19.1," Rabada to Williamson, leg byes, 1 run, KW is stung on the ribs! Looks for the half-pull by shuffling across but misses and gets a body blow as this trickles to short fine leg ",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Williamson, Rabada
18.6," Nortje to Abdul Samad, SIX, he's got hold of this one! Wow! First signs of Samad's abilities. In the slot alright and he's pumped this high over wide long-on. Brute force and to do it against a bowler of Nortje's pace shows that the bloke has the talent for sure ",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Abdul Samad, Nortje
18.5," Nortje to Abdul Samad, FOUR, top-edge but goes to the fence! Another attempted swipe across the line, this is short and pacy, and it's no surprise that young Samad is very late. Slices this way over the keeper and very fine down to third man fence. They all count ",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Abdul Samad, Nortje
18.4," Nortje to Abdul Samad, no run, swing and a miss! Was there in the slot but Samad is a fraction late due to Nortje's extra pace. Fails to connect the slog ",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Abdul Samad, Nortje
18.3," Nortje to Williamson, 1 run, moves across early, anticipating the short ball and swivel-pulls this to deep backward square leg. Just a single as the deep square leg fielder gets across to make a good stop ",1st Inns,11t,Delhi Capitals,Sunrisers Hyderabad,"Delhi Capitals (Playing XI): Prithvi Shaw, Shikhar Dhawan, Rishabh Pant(w), Shreyas Iyer(c), Shimron Hetmyer, Marcus Stoinis, Axar Patel, Amit Mishra, Kagiso Rabada, Ishant Sharma, Anrich Nortje","Sunrisers Hyderabad (Playing XI): David Warner(c), Jonny Bairstow(w), Manish Pandey, Kane Williamson, Priyam Garg, Abdul Samad, Abhishek Sharma, Rashid Khan, Bhuvneshwar Kumar, K Khaleel Ahmed, T Natarajan",,,IPL,2020,"Sheikh Zayed Stadium,Abu Dhabi","Sep 29,2020",Delhi Capitals have won the toss and have opted to field,Sunrisers Hyderabad won by 15 runs,Rashid Khan,DC,field,SRH,DC,Williamson, Nortje
