ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line
19.6," Southee to Rabada, out Avesh Khan Run Out!! Nice work from Karthik. Slower ball outside off, Rabada swings across the line and misses, Avesh tries to nab the bye but Karthik was aware, he was waiting with one glove removed and fires a direct hit to catch Avesh well short of the crease. Avesh Khan run out (Karthik) 5(3) [4s-1] ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Rabada, Southee,out,out,Short,off side
19.5," Southee to Avesh Khan, 1 run, another slower ball and Avesh heaves it in front of square, he wanted the second but Rabada wanted to have a go off the last ball ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Avesh Khan, Southee,1,0,,
19.4," Southee to Avesh Khan, FOUR, dropped! It has cost them a boundary. Full toss and Avesh swings it straight down deep mid-wicket's throat, Gill tries to take it next to his body but spills it and the ball bounces into the fence ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Avesh Khan, Southee,4,0,Full,
19.3," Southee to Avesh Khan, no run, slower ball dug into the surface, Avesh almost swings off his feet and makes no contact ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Avesh Khan, Southee,0,0,,
19.2," Southee to Pant, out Pant Run Out!! 1 run completed. That's a brilliant throw from Nair. Even a desperate dive from Pant is not enough to save him. Low full toss around off, Pant whips it to long-on and was always going back for the second, Nair swoops down and fires a flat throw right next to the stumps at the striker's end, Karthik does the rest. Pant run out (Karun Nair/Karthik) 39(36) [4s-3] ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Pant, Southee,out,out,Full,
19.2," Southee to Pant, wide, leg-stump yorker, Pant gets out of the way and lets it pass, Southee is not happy with the wide call as he felt that would have hit Pant had he not moved away from the line ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Pant, Southee,wide,1,yorker,wide
19.1," Southee to Ashwin, out Caught by Nitish Rana!! Ashwin and Morgan having a go at each other. Southee was the first to have a word and then the KKR skipper got involved. Karthik got in the way and took Ashwin away from the scene. It might have been something about the last ball of the previous over where they stole a run. Coming to the wicket: Slower short ball and Ashwin pulls, no pace meant the ball went straight up and Rana ran in from deep square leg to complete the catch. Ashwin c Nitish Rana b Southee 9(8) [4s-1] ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Ashwin, Southee,out,out,Short,
18.6," Venkatesh Iyer to Pant, 2 runs, another sloppy bit of work. Mostly tiredness setting in. Pant digs it out towards point and scampers across, but the throw is not collected by Iyer and they steal an extra run ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Pant, Venkatesh Iyer,2,0,,
18.5," Venkatesh Iyer to Pant, 2 runs, run out missed. This time Ashwin goes for the second but survives as Iyer fails to gather the ball. Pant whipped it to wide long-on and Ashwin was ready to get his skipper back on the strike, almost sacrificed his wicket there ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Pant, Venkatesh Iyer,2,0,,wide
18.4," Venkatesh Iyer to Ashwin, 1 run, full toss and Ashwin missed out there, he chipped it on the bounce to long-on ",1st Inns,41s,Kolkata Knight Riders,Delhi Capitals,"Kolkata Knight Riders (Playing XI): Shubman Gill, Venkatesh Iyer, Rahul Tripathi, Eoin Morgan(c), Nitish Rana, Dinesh Karthik(w), Sunil Narine, Tim Southee, Lockie Ferguson, Varun Chakaravarthy, Sandeep Warrier","Delhi Capitals (Playing XI): Shikhar Dhawan, Steven Smith, Shreyas Iyer, Rishabh Pant(w/c), Shimron Hetmyer, Lalit Yadav, Axar Patel, Ravichandran Ashwin, Kagiso Rabada, Anrich Nortje, Avesh Khan",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 28,2021",Kolkata Knight Riders have won the toss and have opted to field,Kolkata Knight Riders won by 3 wkts,Sunil Narine,KKR,field,DC,KKR,Ashwin, Venkatesh Iyer,1,0,Full,
