ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler
18.6," Russell to Siraj, out Caught by Chakravarthy!! 133.2kph, lengt ball on the stumps, Siraj shuffles and scoops. Makes decent contact with his premeditative stroke but ends up hitting it straight down fine leg's throat. A sitter for Chakravarthy and RCB have been bundled out for 92. Siraj c Chakravarthy b Russell 8(10) [4s-1] ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Russell
18.5," Russell to Chahal, leg byes, 1 run, very full ball, leg-lined, a shuffling Chahal misses the flick and the ball rolls towards backward square leg off the batsman's pad ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Chahal, Russell
18.4," Russell to Siraj, 1 run, 137.5kph, yorker, on the stumps and Siraj does well to squirt it away through point. Got down low and made decent contact ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Russell
18.3," Russell to Siraj, no run, length ball, Siraj shuffles across a long way to scoop and doesn't make contact. The ball bounces over middle and leg ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Russell
18.2," Russell to Siraj, no run, yorker, might have tailed away a bit, Siraj is lucky that the line was just outside off. Was too quick and right in the blockhole. Failed to make contact as he tried to squeeze it out through the off-side ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Russell
18.1," Russell to Chahal, 1 run, 115.3kph, off-speed back of a length ball, tucked through square leg after shuffling across for a single ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Chahal, Russell
17.6," Prasidh to Siraj, FOUR, 133.4kph, dug in short by Prasidh. Siraj clears his front leg and flays his bat bat it. Catches the top edge and flies between Karthik and first slip. No chance for both the KKR men and the ball speeds away to the third man fence ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Prasidh
17.5," Prasidh to Chahal, 1 run, 136.8kph, back of a length, Chahal stays back and waits for the ball before punching it backward of square on the off-side ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Chahal, Prasidh
17.4," Prasidh to Siraj, 1 run, 142.2kph, fuller length ball on middle and leg, clipped away to backward square leg ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Prasidh
17.3," Prasidh to Siraj, no run, 138.4kph, yorker outside off, Siraj can't lay bat on ball ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Prasidh
17.2," Prasidh to Siraj, no run, 135.1kph, on a length and marginally outside off, Siraj dinks it to backward point with an opened bat-face ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Prasidh
17.1," Prasidh to Siraj, no run, 143.6kph, in-angling full ball, Siraj pushes it to cover ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Prasidh
16.6," Ferguson to Chahal, no run, pitched up, Chahal offers a vertical bat to knock it down the pitch. Mid-on tidies up. Ferguson - 4-0-24-2 ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Chahal, Ferguson
16.5," Ferguson to Chahal, no run, 143.7kph, short of length, Chahal stays in his crease and defends it to the right of the bowler ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Chahal, Ferguson
16.4," Ferguson to Chahal, no run, 143.9kph, pacy in-slanter from a short of length, too quick for Chahal who is also cramped for room. Thuds into the thigh pad ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Chahal, Ferguson
16.3," Ferguson to Harshal Patel, out Bowled!! Ferguson bamboozles the batsman with a slower ball. Off-pace yorker at 118.1kph, was the leg-cutter. Patel backed away, cleared his front leg and tried to squeeze it away. Only managed an under-edge as the ball deflected onto his stumps. Harshal Patel b Ferguson 12(10) [4s-2] ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Harshal Patel, Ferguson
16.2," Ferguson to Harshal Patel, no run, slower ball, Patel wafts his bat at it and connects with thin air ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Harshal Patel, Ferguson
16.1," Ferguson to Harshal Patel, FOUR, 142.8kph, short of length around off, Harshal Patel backs away and slashes, gets a fat outside edge and the ball evades the keeper to his right. Streaky boundary, RCB wouldn't mind a bit ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Harshal Patel, Ferguson
15.6," Chakravarthy to Siraj, 2 runs, 94.2kph, Siraj moves back and across to turn into the on-side and gets an inside edge. The ball dribbles down to fine leg. Excellent outing for Varun Chakravarthy: 4-0-13-3! ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Siraj, Chakravarthy
15.5," Chakravarthy to Harshal Patel, 1 run, Patel gets down to slog-sweep and miscues to mid-wicket ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Harshal Patel, Chakravarthy
15.4," Chakravarthy to Harshal Patel, no run, 95.7kph, quick in-turner, Patel is rapped on the front leg adjacent to leg-stump ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Harshal Patel, Chakravarthy
15.3," Chakravarthy to Harshal Patel, out Jamieson Run Out!! 91.9kph, full and on the stumps, Harshal Patel drills it down the pitch and Chakravarthy deflects the ball onto the stumps as he dives to his right in an attempt to stop it in his followthrough. Jamieson, backing up a long way, can't get back in time. Both Chakravarthy and Jamieson knew the result straightaway, but they still had to wait for the TV umpire's decision. Chakravarthy can't do anything wrong today! Jamieson run out (Chakravarthy) 4(12) ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Harshal Patel, Chakravarthy
15.2," Chakravarthy to Jamieson, 1 run, 91.6kph, slot ball, Jamieson shapes up to loft it over long-off. Horror timing and it falls miles short of long-off ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Jamieson, Chakravarthy
15.1," Chakravarthy to Jamieson, no run, Jamieson backs away to play an aerial drive, miscues. Off the inner edge and the ball rolls to short mid-wicket ",1st Inns,31s,Kolkata Knight Riders,Royal Challengers Bangalore,"Kolkata Knight Riders (Playing XI): Shubman Gill, Nitish Rana, Rahul Tripathi, Eoin Morgan(c), Andre Russell, Dinesh Karthik(w), Sunil Narine, Venkatesh Iyer, Lockie Ferguson, Varun Chakravarthy, Prasidh Krishna","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Devdutt Padikkal, Srikar Bharat(w), Glenn Maxwell, AB de Villiers, Wanindu Hasaranga, Sachin Baby, Kyle Jamieson, Mohammed Siraj, Harshal Patel, Yuzvendra Chahal",,,IPL,2021,"Sheikh Zayed Stadium,Abu Dhabi","Sep 20,2021",Royal Challengers Bangalore have won the toss and have opted to bat,Kolkata Knight Riders won by 9 wkts,Varun Chakaravarthy,RCB,bat,RCB,KKR,Jamieson, Chakravarthy
