ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name
18.3," Arshdeep Singh to du Plessis, 1 run, slices a yorkerish delivery outside off and gets it past the man at point for a single as the man at deep cover cuts it off ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Arshdeep Singh,1,0,yorker,off side,point,Cut
18.2," Arshdeep Singh to du Plessis, no run, short ball, du Plessis looks to swing it across the line and misses as he was undone by the slowness of the delivery ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Arshdeep Singh,0,0,Short,,,beaten
18.1," Arshdeep Singh to Jadeja, 1 run, fuller ball outside off and has been driven into the covers for a single ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,Jadeja, Arshdeep Singh,1,0,Full,off side,covers,cover drive
17.6," Jordan to du Plessis, FOUR, well timed! That was a good low full toss, almost yorkerish. du Plessis backed away and stroked it past the bowler for a four ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Jordan,4,0,Good,,,
17.5," Jordan to du Plessis, FOUR, change of pace doesn't work for Jordan and du Plessis has managed to get it into the gap. That was hit well and into the gap as it managed to split the gap between deep square and deep mid ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Jordan,4,0,,,deep square,
17.4," Jordan to Jadeja, 1 run, short ball, slower ball sticks into the deck and has been pulled away to deep mid for a single ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,Jadeja, Jordan,1,0,Short,stump line,,pull shot
17.3,"Jordan to du Plessis, 1 run, full toss and has been mistimed away to mid-off for a single. Fifty for Faf. Has been a tough one for him as it hasn't been easy to time it on this deck",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis,Jordan,1,0,Full,,mid-off,
17.2," Jordan to Jadeja, 1 run, pulls a short ball and the ball lands well short of the man at deep mid. They get a single as that shot was devoid of timing ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,Jadeja, Jordan,1,0,Short,,,pull shot
17.1," Jordan to du Plessis, 1 run, short ball and has been pulled down to deep mid for a single ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Jordan,1,0,Short,,,pull shot
16.6," Arshdeep Singh to du Plessis, 1 run, swipes a full toss across the line to find the man at long-on on the bounce ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Arshdeep Singh,1,0,Full,,long-on,
16.5," Arshdeep Singh to du Plessis, 2 runs, slices a fuller ball away to deep cover and they get a brace as the man at deep cover had some work to do ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Arshdeep Singh,2,0,Full,,deep cover,
16.4," Arshdeep Singh to du Plessis, no run, hit back and dropped! Arshdeep Singh drops a tough one in his followthrough. That was a slower delivery and du Plessis drags it across the line to hit it back to the bowler, who drops it ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Arshdeep Singh,0,0,,,,
16.3," Arshdeep Singh to du Plessis, FOUR, fuller, wider, du Plessis throws his bat at it and gets it over the man at short third for a four. Luck for CSK as they get a four ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Arshdeep Singh,4,0,Full,wide,,
16.3," Arshdeep Singh to du Plessis, wide, too short, balloons over the batter and has been wided ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Arshdeep Singh,wide,1,Short,wide,,wide
16.2," Arshdeep Singh to Jadeja, 1 run, tucks the ball into the on-side for a single as that was played away with soft hands ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,Jadeja, Arshdeep Singh,1,0,,,,
16.1," Arshdeep Singh to du Plessis, 1 run, stabs the ball down into the off-side with soft hands for a single to be taken ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Arshdeep Singh,1,0,,,off-side,
15.6," Ravi Bishnoi to Jadeja, no run, widish googly outside off and Jadeja looks to cut but misses it ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,Jadeja, Ravi Bishnoi,0,0,,off side,,beaten
15.5," Ravi Bishnoi to du Plessis, 1 run, hangs back and tucks the ball away off the pads for a single as that turned in ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Ravi Bishnoi,1,0,,,,
15.4," Ravi Bishnoi to du Plessis, no run, tossed up delivery outside off, the ball turns away and du Plessis looking to loft it ends up missing it ",1st Inns,53r,Chennai Super Kings,Punjab Kings,"Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Faf du Plessis, Robin Uthappa, Moeen Ali, Ambati Rayudu, MS Dhoni(w/c), Ravindra Jadeja, Dwayne Bravo, Shardul Thakur, Deepak Chahar, Josh Hazlewood","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Aiden Markram, Sarfaraz Khan, Shahrukh Khan, Moises Henriques, Chris Jordan, Harpreet Brar, Mohammed Shami, Ravi Bishnoi, Arshdeep Singh",,,IPL,2021,"Dubai International Cricket Stadium,Dubai","Oct 07,2021",Punjab Kings have won the toss and have opted to field,Punjab Kings won by 6 wkts,KL Rahul,PBKS,field,CSK,PBKS,du Plessis, Ravi Bishnoi,0,0,Full toss,off side,,beaten
