ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type,match_id
15.4," Holder to Hooda, out Caught by (sub)J Suchith!! Wow! Suchith has taken a stunner. He's a terrific fielder and not surprising to see him take this. Fullish slower ball and Hooda wanted to loft it over cover, struck it well but did not account for Suchith and his brilliance. The Karnataka lad flew to his left and stuck his hand out to pluck it out of thin air. What makes it special is that ball was traveling but Suchith reacted quickly to pull that off. Hooda c (sub)J Suchith b Holder 13(10) [4s-1] ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Holder,out,out,Full,,cover,pull shot,"Catch out , (sub)j suchith",202137
15.3," Holder to Harpreet Brar, 1 run, short ball that is tummy lined, Brar pulls to deep square leg ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Harpreet Brar, Holder,1,0,Short,,deep square,pull shot,,202137
15.2," Holder to Harpreet Brar, no run, straighter line and Brar turns it to mid-wicket ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Harpreet Brar, Holder,0,0,,,mid-wicket,,,202137
15.1," Holder to Harpreet Brar, 2 runs, SRH have been a bit sloppy with their ground fielding. Brar gets on top of bounce and punches to cover where the fielder fumbles and allows the batters to steal a couple ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Harpreet Brar, Holder,2,0,,,cover,,,202137
14.6," Abdul Samad to Hooda, FOUR, shot! He went along the ground early in the over but this time went aerial and collected the boundary. Tossed up around off, Hooda lofts inside out and generates a lot of bottom hand power that almost took it over the rope ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Abdul Samad,4,0,Full toss,,,,,202137
14.5," Abdul Samad to Harpreet Brar, 1 run, flighted outside off, Brar drives confidently to sweeper cover ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Harpreet Brar, Abdul Samad,1,0,,off side,sweeper,drive,,202137
14.4," Abdul Samad to Markram, out Caught by Manish Pandey!! Would you believe it? Samad filling up an over, bowling a juicy full toss and getting the set Markram. The South African will be kicking himself. That ball should have landed on the road. But Markram lost his shape as he went too hard on the loft, sliced it off the bottom and it is a simple catch for Pandey at long-off. Markram had to bat through if Punjab had to get a competitive total. Markram c Manish Pandey b Abdul Samad 27(32) [4s-2] ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Abdul Samad,out,out,Full,,long-off,,"Catch out , manish pandey",202137
14.3," Abdul Samad to Hooda, 1 run, dragged back length and Hooda pulls to long-on ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Abdul Samad,1,0,,,long-on,pull shot,,202137
14.2," Abdul Samad to Hooda, 2 runs, flighted outside off, Hooda drives through extra cover and scampers back for a second ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Abdul Samad,2,0,,off side,extra cover,cover drive,,202137
14.1," Abdul Samad to Markram, 1 run, tossed up on off, Markram drills it back at Samad and he parries it to long-off ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Abdul Samad,1,0,Full toss,off side,long-off,,,202137
13.6," Khaleel Ahmed to Markram, leg byes, 1 run, missed out there. Leg-lined slower delivery and Markram cannot meet with the flick, the ball hits the thigh pad and rolls into the leg-side ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,byes,1,,leg side,,beaten,,202137
13.5," Khaleel Ahmed to Hooda, 1 run, another off-pace delivery and Hooda drives on the up to long-off ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Khaleel Ahmed,1,0,,,long-off,off drive,,202137
13.4," Khaleel Ahmed to Markram, 1 run, slower and around off, Markram flicks to long-on ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,1,0,,,long-on,flick shot,,202137
13.3," Khaleel Ahmed to Markram, 2 runs, on a length and around off, Markram drives on the rise to cover and KW fumbles, getting a hand took the pace off the ball and allowed the batters to scamper back for the second ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,2,0,Good,,cover,cover drive,,202137
13.2," Khaleel Ahmed to Markram, FOUR, crunched! He's been waiting to pepper that off-side off Khaleel. Finally succeeds to do so. Overpitched delivery outside off, Markram clears his front leg and swings clean through the line, no chance for the sweeper to get across and make the stop ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Khaleel Ahmed,4,0,,off side,off-side,,,202137
13.1," Khaleel Ahmed to Hooda, 1 run, sharp single. Hooda drops it in front of point and calls for the single, races across to beat Pandey's throw ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Khaleel Ahmed,1,0,,,point,,,202137
12.6," Rashid Khan to Hooda, 1 run, now Hooda is also sweeping but they keep picking out the fielder in the deep, only a single ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Rashid Khan,1,0,,,,,,202137
12.5," Rashid Khan to Markram, leg byes, 1 run, went for the reverse this time and does not connect, the ball deflects off the thigh pad and the duo cross over ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Rashid Khan,byes,1,,,,,,202137
12.4," Rashid Khan to Hooda, 1 run, googly and Hooda moves across to punch down to long-on ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Rashid Khan,1,0,,,long-on,,,202137
12.3," Rashid Khan to Markram, 1 run, takes the sweep on the full and picks out the fielder at long leg. Markram should have capitalized there ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Rashid Khan,1,0,Full,,long leg,,,202137
12.2," Rashid Khan to Hooda, 1 run, leg-break and Hooda adjusted to dab it past slip, just a single ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Rashid Khan,1,0,,,slip,dab,,202137
12.1," Rashid Khan to Markram, 1 run, flighted on middle and leg, Markram sweeps to long leg ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Rashid Khan,1,0,,stump line,long leg,,,202137
11.6," Sandeep Sharma to Markram, 1 run, angled in and Markram knocks it to long-on ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Markram, Sandeep Sharma,1,0,,,long-on,,,202137
11.5," Sandeep Sharma to Hooda, 1 run, fullish delivery on off, Hooda walks across and flicks through mid-wicket ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Hooda, Sandeep Sharma,1,0,Full,off side,mid-wicket,flick shot,,202137
11.4," Sandeep Sharma to Pooran, out Caught&Bowled!! Six and gone. Pooran's livid as he throws his head back and starts the long walk back. Sandeep went for the change of pace and it was the favored knuckle ball, Pooran was through the loft early and toe-ended it back at the bowler, Sandeep palmed it up in his followthrough and completed it on the second attempt. Punjab in trouble now having lost both their gun West Indian batters. Pooran c and b Sandeep Sharma 8(4) [6s-1] ",1st Inns,37th,Sunrisers Hyderabad,Punjab Kings,"Sunrisers Hyderabad (Playing XI): David Warner, Wriddhiman Saha(w), Kane Williamson(c), Manish Pandey, Kedar Jadhav, Abdul Samad, Jason Holder, Rashid Khan, Bhuvneshwar Kumar, Sandeep Sharma, Khaleel Ahmed","Punjab Kings (Playing XI): KL Rahul(w/c), Mayank Agarwal, Chris Gayle, Aiden Markram, Nicholas Pooran, Deepak Hooda, Ravi Bishnoi, Mohammed Shami, Harpreet Brar, Arshdeep Singh, Nathan Ellis",,,IPL,2021,"Sharjah Cricket Stadium,Sharjah","Sep 25,2021",Sunrisers Hyderabad have won the toss and have opted to field,Punjab Kings won by 5 runs,Jason Holder,SRH,field,PBKS,SRH,Pooran, Sandeep Sharma,out,out,,,,,"Catch out , Sandeep Sharma",202137
