ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,Toss_winner,toss_chosen,Batsman,Bowler,runs,extra
9.1," Marco Jansen to Kohli, no run, better start this time! Keeps it on a short of length just outside off, tapped away to backward point ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Kohli, Marco Jansen,0,0
8.6," Krunal Pandya to Maxwell, FOUR, the inside out special once again from Maxwell! Unfurls those whippy wrists to get under the full delivery and times it to perfection over the fielder. No chance for the fielders in the deep ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Krunal Pandya,4,0
8.5," Krunal Pandya to Kohli, 1 run, half-tracker on the stumps, Kohli looks to go hard and ends up mistiming the pull to the right of square leg ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Kohli, Krunal Pandya,1,0
8.4," Krunal Pandya to Maxwell, 1 run, fuller outside off, Maxwell strides forward and drives it to sweeper cover ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Krunal Pandya,1,0
8.3," Krunal Pandya to Maxwell, no run, bowls the slider on the pads and Maxwell couldn't put it away, jumps back in the crease and gets hit high on the pad ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Krunal Pandya,0,0
8.2," Krunal Pandya to Maxwell, no run, jumps on the back foot and punches the flatter delivery to the left of Pollard at cover ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Krunal Pandya,0,0
8.1," Krunal Pandya to Maxwell, no run, quicker on the stumps, played back to the bowler ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Krunal Pandya,0,0
7.6," Rahul Chahar to Maxwell, 1 run, the wrong' un outside off and Maxwell's happy to push it down to long-off ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Rahul Chahar,1,0
7.5," Rahul Chahar to Maxwell, FOUR, goes for the inside out stroke over extra cover. Sees the full delivery outside off and lines himself up to time it well wide of the fielder for a picture-perfect boundary ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Rahul Chahar,4,0
7.4," Rahul Chahar to Maxwell, no run, quicker and spinning into the pads, Maxwell looks to flick and misses. Hit high on the front pad ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Rahul Chahar,0,0
7.3," Rahul Chahar to Kohli, 3 runs, sits deep inside the crease and uses the width to dab it fine past the keeper, two fielders give chase and manage to prevent the boundary in the end ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Kohli, Rahul Chahar,3,0
7.2," Rahul Chahar to Maxwell, 1 run, to long-on, short and drifts in, punched down to long-on ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Rahul Chahar,1,0
7.1," Rahul Chahar to Maxwell, FOUR, that's a MAXI special. Goes for the switch hit and connects it cleanly to send it flat to the third man boundary. Had plenty of time to get behind the delivery ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Rahul Chahar,4,0
6.6," Krunal Pandya to Maxwell, 1 run, full and just outside off, driven to the left of sweeper cover ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Krunal Pandya,1,0
6.5," Krunal Pandya to Kohli, 1 run, short on the stumps, worked away wide of deep square leg ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Kohli, Krunal Pandya,1,0
6.4," Krunal Pandya to Kohli, no run, floated up just outside off, drivem to cover ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Kohli, Krunal Pandya,0,0
6.3," Krunal Pandya to Kohli, 2 runs, sinks to one knee and sweeps the full delivery to the right of fine leg. Maxwell wasn't keen on the second but Kohli called for it and completed sans any fuss ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Kohli, Krunal Pandya,2,0
6.2," Krunal Pandya to Kohli, no run, forward and pushed into the off-side ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Kohli, Krunal Pandya,0,0
6.1,"Krunal Pandya to Kohli, no run, run-out chance missed! Kohli tapped this towards Hardik at point and ran across for a non-existent single. Was stranded halfway down the pitch but to his delight, the throw was wide and Ishan Kishan couldn't gather it cleanly. Big moment? Only time will tell",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Kohli,Krunal Pandya,0,0
5.6," Boult to Maxwell, no run, short of a good length just outside off, Maxwell taps it into the off-side ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Maxwell, Boult,0,0
5.5," Boult to Rajat Patidar, out Bowled!! Boult picked wickets for fun in the last IPL and he's happy to continue that momentum this season. Bowled a string of dots to the IPL debutant and now goes for the variation, the knuckle ball. Patidar was stuck inside the crease and wasn't really coming towards the line of the delivery, pokes away from his body and gets a thick inside edge back onto his off-stump Rajat Patidar b Boult 8(8) [4s-1] ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rajat Patidar, Boult,out,out
5.4," Boult to Rajat Patidar, no run, angling in towards off from a good length, Patidar hops and flicks it to the right of short mid-wicket ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rajat Patidar, Boult,0,0
5.4," Boult to Rajat Patidar, wide, dug in short and well outside leg-stump, Patidar doesn't bother with it ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rajat Patidar, Boult,wide,1
5.3," Boult to Rajat Patidar, no run, good length outside off, dabbed away towards backward point ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rajat Patidar, Boult,0,0
5.2," Boult to Rajat Patidar, no run, pacy short ball slanting away outside off, Patidar steps back and decides against the pull at the last moment ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rajat Patidar, Boult,0,0
5.1," Boult to Rajat Patidar, FOUR, deft! Patidar sees the length delivery angle across him and taps the ball at the last possible instant to run it fine of third man for a boundary ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rajat Patidar, Boult,4,0
4.6," Krunal Pandya to Rajat Patidar, 1 run, fuller and attacking the stumps, a crisp flick through mid-wicket and Patidar will retain strike with that single ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rajat Patidar, Krunal Pandya,1,0
4.5," Krunal Pandya to Rajat Patidar, 2 runs, touch short and just outside off, Patidar goes deep inside the crease and pulls it past the diving effort of Boult at mid-on ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rajat Patidar, Krunal Pandya,2,0
4.4," Krunal Pandya to Kohli, 1 run, dabs the flatter delivery wide of backward point and hares across for a quick single ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Kohli, Krunal Pandya,1,0
4.3," Krunal Pandya to Rajat Patidar, 1 run, quicker on the stumps, Patidar's off the mark in IPL with a firm drive to mid-on ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rajat Patidar, Krunal Pandya,1,0
