ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type
19.6,"Yash Thakur to Bhuvneshwar, 2 runs, low full-toss on the pads, swung away off the pads past square leg, Bhuvneshwar was coming back for the second and a wild throw helps him in the cause. SRH finish with 182",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Bhuvneshwar,Yash Thakur,2,0,Full toss,stump line,square leg,,
19.5," Yash Thakur to Abdul Samad, 1 run, much better from Thakur, yorker length delivery on off and Samad squeezes an under-edge towards square leg for a single ",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Abdul Samad, Yash Thakur,1,0,yorker,off side,square leg,edge,
19.4," Yash Thakur to Abdul Samad, SIX, crunched, slower ball from Thakur, but it's a length ball and Samad has deposited it high into the stands at long-on ",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Abdul Samad, Yash Thakur,6,0,Good,undefined,long-on,,
19.3,"Yash Thakur to Abdul Samad, no run, low full-toss on off, Samad comes down the pitch and gets an inside edge on the swing, straight to the fielder at short fine",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Abdul Samad,Yash Thakur,0,0,Full toss,off side,down the pitch,edge,
19.2,"Yash Thakur to Abdul Samad, no run, slower short ball outside off, Samad reaches out on the cut and missed. Not called as a wide and SRH review, it's touch and go, Samad was on his heels when he tried to play the shot, the 3rd umpire has a few looks and reckons it's a fair delivery",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Abdul Samad,Yash Thakur,0,0,Short,off side,,beaten,
19.1," Yash Thakur to Abdul Samad, no run, low full-toss outside off, Samad swipes after a shuffle, drags a thick inside edge to short fine ",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Abdul Samad, Yash Thakur,0,0,Full toss,off side,short fine,edge,
18.6," Avesh Khan to Klaasen, out Caught by Prerak Mankad at long-on!! Klaasen looked irritated and he has holed out to long-on now. Prerak takes the catch, turns back at the crowd and then joins the rest of the mates. Was a low full-toss and was there to be smashed, but Klaasen went hard on the swipe, mistimed it badly and found the fielder in the deep. Klaasen c Prerak Mankad b Avesh Khan 47(29) [4s-3 6s-3] ",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Klaasen, Avesh Khan,out,out,Full toss,undefined,long-on,,"Catch out , prerak mankad at long-on"
18.5," Avesh Khan to Klaasen, no run, Avesh goes full and well outside off as Klaasen pre-empted backing away, he can't reach out and its another dot ball ",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Klaasen, Avesh Khan,0,0,Full,off side,,,
18.4," Avesh Khan to Klaasen, FOUR, top-edge and four, banged in short and at the right-hander, Klaasen swivels across and gets a big top-edge on the pull, back over the bowler's head and bounces away to the ropes ",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Klaasen, Avesh Khan,4,0,Short,undefined,,edge,
18.3,"Avesh Khan to Abdul Samad, 1 run, 1 run, a high full-toss and it's a beamer, called as a no-ball, right at Samad's elbows, he was shaping for the pull and gets an inside edge onto his thigh, rolls towards square leg. LSG have reviewed the no-ball call, the 3rd umpire reckons that the batter was slightly crouched and he calls it as a fair delivery. That's a shocker though, Samad ain't impressed and has a chat with the square leg umpire, who looked bemused himself",1st Inns,58th,Sunrisers Hyderabad,Lucknow Super Giants,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Anmolpreet Singh, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Glenn Phillips, Abdul Samad, T Natarajan, Mayank Markande, Bhuvneshwar Kumar, Fazalhaq Farooqi","Lucknow Super Giants (Playing XI): Quinton de Kock(w), Kyle Mayers, Krunal Pandya(c), Prerak Mankad, Marcus Stoinis, Nicholas Pooran, Amit Mishra, Yash Thakur, Ravi Bishnoi, Yudhvir Singh Charak, Avesh Khan","SRH impact subs: Vivrant Sharma, Sanvir Singh, Mayank Dagar, Nitish Kumar Reddy, Marco Jansen.","LSG impact subs: Swapnil Singh, Daniel Sams, Ayush Badoni, Deepak Hooda, Arpit Guleria.",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 13,2023",Sunrisers Hyderabad have won the toss and have opted to bat,Lucknow Super Giants won by 7 wkts,Prerak Mankad,SRH,bat,SRH,LSG,Abdul Samad,Avesh Khan,1,0,Full toss,undefined,square leg,edge,
