ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination
19.6," Harshit Rana to Harpreet Brar, no run, full and wide outside off, across Harpreet Brar who drives and misses, Gurbaz prevents the bye and Shahrukh Khan is asking umpire Jayaraman Madanagopal if it is a wide. PBKS review. Well inside the line on the off-side and it is a waste of a review ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Harpreet Brar, Harshit Rana,0,0,Full,wide,off-side
19.5," Harshit Rana to Harpreet Brar, SIX, what an over this is for PBKS and Dhawan can't control his laughter in the dugout. A slower ball off-cutter on the stumps, in the slot and swung away over mid-wicket for a biggie. 90-metre six and Rana wears a disappointed look ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Harpreet Brar, Harshit Rana,6,0,Slot,stump line,mid-wicket
19.4," Harshit Rana to Shahrukh Khan, 1 run, that's the delivery - in the blockhole on the stumps, Shahrukh Khan digs it out in front of backward point ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Shahrukh Khan, Harshit Rana,1,0,undefined,stump line,backward point
19.3," Harshit Rana to Shahrukh Khan, FOUR, now a thick outside-edge goes over short third man. A length delivery outside off, Shahrukh Khan slogs across the line and gets lucky. These runs will hurt KKR ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Shahrukh Khan, Harshit Rana,4,0,Short,off side,short third man
19.2," Harshit Rana to Shahrukh Khan, FOUR, Rana is waving his hands at Harshit Rana, asking him what's going on, a length delivery outside off, with width, slapped hard and wide of the packed off-side field. Poor bowling ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Shahrukh Khan, Harshit Rana,4,0,Good,off side,off-side
19.1," Harshit Rana to Shahrukh Khan, SIX, high and long. A slower ball on a fuller length outside off, Shahrukh Khan skies the loft and it is off the bottom of the bat but he is a strong lad, easily clears long-on ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Shahrukh Khan, Harshit Rana,6,0,Full,off side,long-on
18.6," Vaibhav Arora to Harpreet Brar, FOUR, good over for PBKS. A low full-toss on the stumps, Harpreet Brar gets under it and lofts over mid-off ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Harpreet Brar, Vaibhav Arora,4,0,Good,stump line,mid-off
18.6," Vaibhav Arora to Harpreet Brar, wide, full and down the leg-side, Harpreet Brar flicks and misses, called a wide ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Harpreet Brar, Vaibhav Arora,wide,1,Full,wide,
18.5," Vaibhav Arora to Harpreet Brar, no run, good yorker as Harpreet Brar gives the charge, it is outside the leg-stump and goes under the drive, Gurbaz is alert to prevent the bye ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Harpreet Brar, Vaibhav Arora,0,0,Good,undefined,
18.4," Vaibhav Arora to Shahrukh Khan, 1 run, good yorker length delivery outside off, steered to deep point ",1st Inns,53r,Kolkata Knight Riders,Punjab Kings,"Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Vaibhav Arora, Harshit Rana, Suyash Sharma, Varun Chakaravarthy","Punjab Kings (Playing XI): Prabhsimran Singh, Shikhar Dhawan(c), Bhanuka Rajapaksa, Liam Livingstone, Jitesh Sharma(w), Sam Curran, Shahrukh Khan, Harpreet Brar, Rishi Dhawan, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders Subs: Jason Roy, Anukul Roy, N Jagadeesan, Lockie Ferguson, Kulwant Khejroliya","Punjab Kings Subs: Nathan Ellis, Sikandar Raza, Atharva Taide, Mohit Rathee, Matthew Short",IPL,2023,"Eden Gardens,Kolkata","May 08,2023",Punjab Kings have won the toss and have opted to bat,Kolkata Knight Riders won by 5 wkts,Andre Russell,PBKS,bat,PBKS,KKR,Shahrukh Khan, Vaibhav Arora,1,0,Good,off side,deep point
