ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed
11.1," Ashwin to Miller, 1 run, 95.9kph, quick and flat, Miller stays back and pushes it through cover point ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Miller, Ashwin,1,0,undefined,undefined,cover,push shot,95.9
10.6," Chahal to Miller, 1 run, 85.7kph, bunted down to long-on for a single. Another good over from Chahal ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Miller, Chahal,1,0,Good,undefined,long-on,,85.7
10.5," Chahal to Shubman Gill, 1 run, very slow, teasing leggie and Shubman Gill is happy to just push it towards cover off the front foot ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Shubman Gill, Chahal,1,0,undefined,undefined,cover,push shot,
10.4," Chahal to Miller, 1 run, 86.4kph, pushed to cover for a quick single ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Miller, Chahal,1,0,undefined,undefined,cover,push shot,86.4
10.3,"Chahal to Hardik Pandya, out Caught by Jaiswal!! Chahal breaks the partnership and punches the air in delight! Tossed up legbreak at 85.6kph, Hardik Pandya stays leg-side of the ball to loft it downtown. The ball, however, spins away and that results in a miscue. The GT skipper ends up slicing it in the air and Jaiswal holds onto the catch at extra cover after backpedalling. Pandya got a start but failed to convert it into a big one. Hardik Pandya c Jaiswal b Chahal 28(19) [4s-3 6s-1]",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya,Chahal,out,out,Full toss,undefined,extra cover,,85.6
10.3," Chahal to Hardik Pandya, wide, 75.4kph, slow through the air but it's drifting down leg, left alone by Hardik Pandya ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Chahal,wide,1,undefined,wide,,wide,75.4
10.2," Chahal to Shubman Gill, 1 run, 89.2kph, middle-stump line, clipped away to deep mid-wicket ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Shubman Gill, Chahal,1,0,undefined,undefined,mid-wicket,,89.2
10.1," Chahal to Hardik Pandya, 1 run, 85.7kph, comes down the track and drills to the right of long-on ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Chahal,1,0,undefined,undefined,long-on,,85.7
9.6," Boult to Shubman Gill, 2 runs, 133.8kph, round the wicket, short of length delivery, Shubman Gill drags the pull between long-on and deep mid-wicket for a couple more ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Shubman Gill, Boult,2,0,Short,undefined,long-on,pull shot,133.8
9.5," Boult to Hardik Pandya, 1 run, back of a length delivery, punched towards cover off the back foot ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Boult,1,0,Back of Length,undefined,cover,,
9.4," Boult to Hardik Pandya, FOUR, fifty partnership! Pace on, short ball, sits up nicely for Hardik Pandya who picks the length early. The skipper stands tall and pulls it powerfully in front of square on the leg-side ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Boult,4,0,Short,undefined,square,pull shot,
9.3," Boult to Shubman Gill, 1 run, 122.6kph, pace off and shorter in length, pulled away to deep mid-wicket ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Shubman Gill, Boult,1,0,Short,undefined,mid-wicket,pull shot,122.6
9.2," Boult to Hardik Pandya, 1 run, 133.3kph, over the wicket, fuller than good length, Hardik Pandya plays with a straight bat. The ball hits the turf and bounces over Boult ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Boult,1,0,Full,undefined,straight,,133.3
9.1," Boult to Shubman Gill, 1 run, 129.7kph, round the wicket, full delivery outside off, driven uppishly to deep extra cover ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Shubman Gill, Boult,1,0,Full,off side,deep extra cover,cover drive,129.7
8.6," Chahal to Shubman Gill, 1 run, 84.4kph, push-driven to long-off for a single. Just 6 runs off Chahal's opening over ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Shubman Gill, Chahal,1,0,undefined,undefined,long-off,off drive,84.4
8.5," Chahal to Hardik Pandya, 1 run, 85.5kph, non-turner, punched to long-on ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Chahal,1,0,undefined,undefined,long-on,,85.5
8.4," Chahal to Hardik Pandya, no run, 87.4kph, flatter in trajectory, pushed to cover ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Chahal,0,0,undefined,undefined,cover,push shot,87.4
8.3," Chahal to Shubman Gill, 3 runs, 84.5kph, Gill waits on the back foot and cuts with the spin to deep point. Hetmyer makes a good stop to his left saving a run. His leg was close to the rope but he didn't touch it when the ball was in his hand ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Shubman Gill, Chahal,3,0,Good,undefined,deep point,square cut,84.5
8.2," Chahal to Hardik Pandya, 1 run, 83.7kph, loopy legbreak, too full to be cutting and Hardik Pandya gets an under-edge that rolls to short third man ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Chahal,1,0,Full,undefined,short third man,edge,83.7
8.1," Chahal to Hardik Pandya, no run, defensively pushed to point ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Chahal,0,0,undefined,undefined,point,push shot,
7.6," Ashwin to Shubman Gill, SIX, 17 runs off the over! 96 kph, fuller in length, Shubman Gill dances down the track, gets to the pitch of this delivery, lofts it high and over straight long-on ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Shubman Gill, Ashwin,6,0,Full,undefined,straight,,
7.5," Ashwin to Hardik Pandya, 1 run, 92.8kph, cut away to sweeper cover ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Ashwin,1,0,undefined,undefined,sweeper,cut shot,92.8
7.4," Ashwin to Hardik Pandya, FOUR, 95.5kph, edged and four! 2000 IPL runs for Hardik Pandya! Carrom ball, Pandya stays leg-side of the ball to hammer it over mid-off/extra cover. Gets a fat outside edge that goes fine of the fielder at short third man ",1st Inns,23r,Gujarat Titans,Rajasthan Royals,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma","Rajasthan Royals (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal","Gujarat Titans Subs: Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka","Rajasthan Royals Subs: Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Apr 16,2023",Rajasthan Royals have won the toss and have opted to field,Rajasthan Royals won by 3 wkts,Shimron Hetmyer,RR,field,GT,RR,Hardik Pandya, Ashwin,4,0,Short,undefined,mid-off,edge,95.5
