ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,ball_speed,out_type
19.6," Siraj to Glenn Phillips, out Caught by Parnell!! What an over this is from Siraj. Just the 4 off it and a wicket. But Glenn Phillips is reviewing this for height. A short of length delivery on the stumps, he swings it straight to the fielder at deep backward square leg. Parnell makes no mistake. This is at the chest and it's a fair delivery. SRH end on 186. Glenn Phillips c Parnell b Siraj 5(4) [4s-1] ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Glenn Phillips, Siraj,out,out,Short,stump line,straight,,,"Catch out , parnell"
19.5," Siraj to Glenn Phillips, no run, how has Siraj missed the under-arm direct-hit there? Maxwell is gaping with his mouth open as Siraj picks the ball from the pad and then misses off-stump by a fraction. Glenn Phillips did not know where the ball went and was looking for a non-existent run ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Glenn Phillips, Siraj,0,0,undefined,undefined,,beaten,,
19.4," Siraj to Harry Brook, byes, 1 run, the slower short ball dug in on the stumps, Harry Brook slashes and misses, Glenn Phillips is ready for the bye and beats Anuj Rawat's throw to make it ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Harry Brook, Siraj,byes,1,Short,stump line,,beaten,,
19.3," Siraj to Harry Brook, no run, good ball. The full and wide delivery outside off, Harry Brook makes too much room outside the leg-stump and can't reach out to lay bat on ball ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Harry Brook, Siraj,0,0,Good,wide,,,,
19.3," Siraj to Harry Brook, wide, dug in short on the stumps, too short and Harry Brook lets it go to take the wide ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Harry Brook, Siraj,wide,1,Short,wide,,wide,,
19.2," Siraj to Glenn Phillips, 1 run, short of length on the stumps, cramps Glenn Phillips up who pulls to deep mid-wicket ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Glenn Phillips, Siraj,1,0,Short,stump line,mid-wicket,pull shot,,
19.1," Siraj to Harry Brook, 1 run, Harry Brook comes down the track and takes it on the full to drive to extra-cover who is on the edge of the ring ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Harry Brook, Siraj,1,0,Full,undefined,cover,edge,,
18.6," Harshal Patel to Glenn Phillips, FOUR, good ball but four. Was the dipping low full-toss on middle-stump, Glenn Phillips though stays low and belts it straight down the ground ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Glenn Phillips, Harshal Patel,4,0,Good,stump line,straight,,,
18.5," Harshal Patel to Klaasen, out Bowled!! Harshal Patel bowls Klaasen out and claps in appreciation as the batter walks off. Klaasen comes down the track and loses his shape as he lofts, misses a low full-toss which hits middle-stump. An outstanding knock ends with a standing ovation. Klaasen b Harshal Patel 104(51) [4s-8 6s-6] ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Klaasen, Harshal Patel,out,out,Full toss,undefined,,beaten,,bowled
18.5," Harshal Patel to Harry Brook, 2 wides, dug in short, the slower short ball, Harry Brook cuts and misses, Anuj Rawat can't stop it cleanly, it's called a wide for height ",1st Inns,65th,Sunrisers Hyderabad,Royal Challengers Bangalore,"Sunrisers Hyderabad (Playing XI): Abhishek Sharma, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Harry Brook, Glenn Phillips, Abdul Samad, Kartik Tyagi, Mayank Dagar, Bhuvneshwar Kumar, Nitish Reddy","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Glenn Maxwell, Mahipal Lomror, Anuj Rawat(w), Shahbaz Ahmed, Michael Bracewell, Wayne Parnell, Harshal Patel, Karn Sharma, Mohammed Siraj","Sunrisers Hyderabad Subs: Mayank Markande, T Natarajan, Vivrant Sharma, Sanvir Singh, Akeal Hosein","Royal Challengers Bangalore Subs: Dinesh Karthik, Vijaykumar Vyshak, Himanshu Sharma, Suyash Prabhudessai, Kedar Jadhav",IPL,2023,"Rajiv Gandhi International Stadium,Hyderabad","May 18,2023",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 8 wkts,Virat Kohli,RCB,field,SRH,RCB,Harry Brook, Harshal Patel,wide,2,Short,wide,,wide,,
