ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type,match_id
2.2," Green to Buttler, no run, 140.4ks good length ball on off, Buttler gently turns it to mid-wicket. He's still looking for his first run.. ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Buttler, Green,0,0,Good,off side,mid-wicket,,,202342
2.1," Green to Buttler, no run, on a length and outside off, Buttler toe-ends the drive towards cover and Rohit dives to his right to make a one-handed stop ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Buttler, Green,0,0,Good,off side,cover,cover drive,,202342
1.6," Jofra Archer to Jaiswal, no run, 149.3ks - that's serious pace. Archer is getting to nip as well. Back of a length and right in the channel, Jaiswal looks to defend from the crease but is beaten neck and crop. The ball keeps swirling after passing Jaiswal and Ishan Kishan had to be alert to glove that ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,0,0,Back of Length,undefined,,beaten,,202342
1.5," Jofra Archer to Jaiswal, no run, was there an edge? Archer is not sure. No appeal from behind the wicket. But there was a sound as the ball passed Jaiswal. 148ks short of length delivery and it straightens, Jaiswal is squared up and the ball flies past outside edge. Nice carry to Ishan Kishan ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,0,0,Short,undefined,,edge,,202342
1.4," Jofra Archer to Buttler, leg byes, 1 run, 146ks delivery nips back in, Buttler misses the flick and the ball deflects off the thigh pad ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Buttler, Jofra Archer,byes,1,undefined,undefined,,beaten,,202342
1.3," Jofra Archer to Buttler, no run, back of a length around off, Buttler hops and defends it to the left of Archer ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Buttler, Jofra Archer,0,0,Back of Length,undefined,,defend,,202342
1.2," Jofra Archer to Jaiswal, leg byes, 1 run, risky run. But Buttler survives. Jaiswal swings across the line and misses the heave, the ball hits him on the thigh and drops to the off-side, Buttler calls for the single and has to hurry, Archer runs in and tries to kick the ball onto the stumps, not on target ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,byes,1,undefined,undefined,off-side,beaten,,202342
1.2," Jofra Archer to Jaiswal, no ball, SIX, second six for Jaiswal and almost similar to the previous one. Short and angled in, Jaiswal gets inside the line and hooks it over fine leg. Used Archer's pace and helped it along. To make things worse, Archer has overstepped and third umpire rings the siren ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,no ball,1+6,Short,undefined,fine leg,hook shot,,202342
1.1," Jofra Archer to Jaiswal, 2 runs, 136.2ks short of length delivery outside off, Jaiswal cuts it over the off-side and the ball plugs in the outfield, just two ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,2,0,Short,off side,off-side,cut shot,,202342
0.6," Green to Buttler, no run, 134.7ks back of a length outside off, Buttler lifts his bat and lets it go ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Buttler, Green,0,0,Back of Length,off side,,,,202342
0.6," Green to Jaiswal, 2 wides, angled down leg, Jaiswal misses the glance and Ishan Kishan does really well, moves to his right and puts in the dive to make the stop. Not a clean one but certainly saved three ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Green,wide,2,undefined,wide,,wide,,202342
0.5,"Green to Jaiswal, no run, goes back to being full outside off, Jaiswal once again reaches for the drive and is beaten on the outside edge. Has he reviewed that? Yes. He has done a Gaikwad here. Challenging for a wide in the very first over and costing his side a review, clearly inside the wide marker and that is disappointing from Jaiswal",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal,Green,0,0,Full,off side,,edge,,202342
0.4," Green to Jaiswal, SIX, Jaiswal and RR are away. Green tries to test him with a short ball but Jaiswal is unfazed, he takes it on and hooks it over long leg. There was a fielder in the deep but he can only watch it sail over ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Green,6,0,Short,undefined,long leg,hook shot,,202342
0.3," Green to Jaiswal, no run, 141.1ks delivery slanted outside off, Jaiswal reaches sans footwork and is beaten on the outside edge ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Green,0,0,undefined,off side,,edge,,202342
0.2," Green to Jaiswal, no run, short and angled across, Jaiswal cuts and picks out Tilak near backward point ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Green,0,0,Short,undefined,backward point,Cut,,202342
0.1," Green to Jaiswal, no run, back of a length and hint of inward shape, Jaiswal tucks it to mid-wicket ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Green,0,0,Back of Length,undefined,mid-wicket,,,202342
19.3,"Holder to Tim David, SIX, bang, bang, bang... Three sixes goes Tim David to chase down 212 like it was just a stroll in the park!! Fist bumps the air as Varma jumps onto him. Another full toss from Holder, the nerves got the better of him but the big Aussie latches this over deep square leg into the second tier. A record chase for MI at the Wankhede!!",2nd Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,MI,RR,Tim David,Holder,6,0,Full,undefined,deep square,,,202342
19.2," Holder to Tim David, SIX, six more!! The crowd goes biserk. This was another full toss, in the swinging arc for David who hoicks it over mid-wicket. Has a smile on his face as soon as he played that... ",2nd Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,MI,RR,Tim David, Holder,6,0,Full,undefined,mid-wicket,,,202342
19.1," Holder to Tim David, SIX, slammed!! Low full toss outside off, David was deep and gets under it. Slammed straight down the ground for a flat six. MI in the driver's seat now? ",2nd Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,MI,RR,Tim David, Holder,6,0,Full,off side,straight,straight drive,,202342
18.6," Sandeep Sharma to Tim David, 1 run, full and straight from Sandeep, David slams it hard towards long-on to retain strike ",2nd Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,MI,RR,Tim David, Sandeep Sharma,1,0,Full,undefined,straight,,,202342
18.5," Sandeep Sharma to Tim David, FOUR, wide yorker. David shuffles closer and launches his drive through covers. Between two fielders - one bounce and four!! ",2nd Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,MI,RR,Tim David, Sandeep Sharma,4,0,yorker,wide,covers,cover drive,,202342
18.4," Sandeep Sharma to Tilak Varma, 1 run, better, a much better yorker just outside off. Varma inside edges it onto the leg side for a single ",2nd Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,MI,RR,Tilak Varma, Sandeep Sharma,1,0,yorker,off side,,edge,,202342
