ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,toss_winner,toss_choosen,batting_team,bowling_team,Batsman,Bowler,runs,extra,ball_length,ball_line,ball_destination,shot_name,out_type,match_id
19.6," Arshad Khan to Ashwin, 1 run, fuller ball tails in from round the wicket and Ashwin heaved it away down to deep mid for a single. RR will finish with 212 ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Ashwin, Arshad Khan,1,0,Full,undefined,,,,202342
19.5," Arshad Khan to Ashwin, FOUR, crunched! Pulled past deep mid for a four. He was expecting a short ball and got that powerfully into the gap ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Ashwin, Arshad Khan,4,0,Short,undefined,,pull shot,,202342
19.5,"Arshad Khan to Boult, 2 wides, the third umpire once again was called in to have a look. That was well over the head of the batter who missed the pull and they ran across as well, two more extras and MI lose a review",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Boult,Arshad Khan,wide,2,undefined,wide,,wide,,202342
19.4," Arshad Khan to Jaiswal, out Caught&Bowled!! That was a highish full toss. The batter wanted to flay it away and got it off the soft top-edge as he couldn't control the big ball. The ball scooped back to the bowler who took an easy catch. The third umpire had a look at it and signalled it as a fair ball. The crowd, the batter, even the non-striker couldn't believe it but the call was made in favour of the bowling unit. Jaiswal c and b Arshad Khan 124(62) [4s-16 6s-8] ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Arshad Khan,out,out,Full,undefined,,edge,"Catch out , Arshad Khan",202342
19.3," Arshad Khan to Jaiswal, FOUR, fuller, right up there, outside off, Jaiswal waits on it and opens the bat's face to run it down fine for a four. He can't do anything wrong tonight... ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Arshad Khan,4,0,Full,off side,,,,202342
19.2," Arshad Khan to Jaiswal, FOUR, drilled! Timed and placed well. That was well pitched up outside off, Jaiswal got the room and powered it past deep cover ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Arshad Khan,4,0,undefined,off side,deep cover,,,202342
19.1," Arshad Khan to Ashwin, 1 run, banged in short, follows the batter, Ashwin mistimes the pull down to fine leg for a single. They are happy to turn the strike over ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Ashwin, Arshad Khan,1,0,Short,undefined,fine leg,pull shot,,202342
18.6," Jofra Archer to Jaiswal, no run, finally a quick delivery at 145.9 clicks, the batter backs away but is late on the attempted flay outside off ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,0,0,undefined,off side,,,,202342
18.5," Jofra Archer to Jaiswal, SIX, backs away, the slower ball again, the batter gets hold of it and sends it sailing over deep mid. Was another well timed hit. He is seeing them so well. Moves to 116 ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,6,0,undefined,undefined,,,,202342
18.4," Jofra Archer to Jaiswal, SIX, that's massive. That's outta here. Was a slower short ball, Jaiswal waited enough on it thump it over long-off. That was well hit indeed ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,6,0,Short,undefined,long-off,,,202342
18.3," Jofra Archer to Jaiswal, no run, that's another slower delivery. The batter backs away and looks to murder it through the off-side. Gets an inside edge and the ball went close to the sticks to the keeper on a few bounces ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,0,0,undefined,stump line,off-side,edge,,202342
18.2," Jofra Archer to Jaiswal, no run, slower delivery, turns in, Jaiswal looks to back away and loft it but misses. Excellent change of pace from Jofra Archer ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Jofra Archer,0,0,undefined,undefined,,beaten,,202342
18.1," Jofra Archer to Ashwin, 1 run, walks across to back of a length delivery and pats the ball down to deep cover for a single ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Ashwin, Jofra Archer,1,0,Back of Length,undefined,deep cover,,,202342
17.6," Meredith to Jaiswal, FOUR, short, outside off, Jaiswal throws the kitchen sink at it and gets it over point for a four. Was well struck ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Meredith,4,0,Short,off side,point,,,202342
17.5,"Meredith to Jaiswal, FOUR, the local lad has a ton! This has been a scintillating knock. He has had the criticism of giving it away after a fifty. But today he has had a field day. He has played the field so well. Has put almost everything into the gap. First of many hundreds to follow for this lad. That was short, outside off, he fetched it and powered the pull to thread it between long-on and deep mid. Wankhede stood up and applauded. He realized it a little late",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal,Meredith,4,0,Short,off side,long-on,pull shot,,202342
17.4," Meredith to Jaiswal, FOUR, full toss on the pads, Jaiswal walks across and clips the ball behind square for a four! He moves to 96 ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Meredith,4,0,Full,stump line,square,,,202342
17.3," Meredith to Jaiswal, no run, too much of innovation from the batter and he misses the reverse paddle off a slower delivery outside off. The ball landed on the bounce to the keeper ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Meredith,0,0,undefined,off side,keeper,beaten,,202342
17.3," Meredith to Jaiswal, wide, reaches out for that slower delivery angled across and misses the slash. Has been wided ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Meredith,wide,1,undefined,wide,,wide,,202342
17.2," Meredith to Ashwin, 1 run, length delivery, Ashwin goes back and tucks the ball down to deep mid for a single ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Ashwin, Meredith,1,0,Good,undefined,,,,202342
17.2," Meredith to Ashwin, wide, that's spilled down leg and has been wided. Was a wayward delivery ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Ashwin, Meredith,wide,1,undefined,wide,,wide,,202342
17.1," Meredith to Dhruv Jurel, out Caught by Tilak Varma!! Another one falls. Was a short ball, the batter walked across a little and hammered the pull. The man at deep mid came in a few paces and took it low. Inches off the turf actually. The third umpire had a look before deeming the batter out. No heroics from Jurel tonight. That was dug in again, not much pace on it and again the batter couldn't infuse enough power into the shot. Dhruv Jurel c Tilak Varma b Meredith 2(3) ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Dhruv Jurel, Meredith,out,out,Short,undefined,,pull shot,"Catch out , tilak varma",202342
16.6," Arshad Khan to Jaiswal, SIX, he is seeing the ball like a football. Walks across, crouches down a little, waits on the short ball and pulls it fine over fine leg. Got massive distance on it. He moves into the 90s for the first time in IPL. He deserves a ton... ",1st Inns,42nd,Mumbai Indians,Rajasthan Royals,"Mumbai Indians (Playing XI): Rohit Sharma(c), Ishan Kishan(w), Cameron Green, Suryakumar Yadav, Tilak Varma, Tim David, Jofra Archer, Piyush Chawla, Kumar Kartikeya, Riley Meredith, Arshad Khan","Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal","Mumbai Indians Impact Subs: Nehal Wadhera, Ramandeep Singh, Vishnu Vinod, Shams Mulani, Arjun Tendulkar","Rajasthan Royals Impact Subs: Donovan Ferreira, Murugan Ashwin, Riyan Parag, Kuldip Yadav, Kuldeep Sen",IPL,2023,"Wankhede Stadium,Mumbai","Apr 30,2023",Rajasthan Royals have won the toss and have opted to bat,Mumbai Indians won by 6 wkts,Yashasvi Jaiswal,RR,bat,RR,MI,Jaiswal, Arshad Khan,6,0,Short,undefined,fine leg,pull shot,,202342
