ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra
17.4," Pathirana to Pooran, out Caught by Moeen Ali!! Pooran's struggle comes to an end. Timing just wasn't there from him today. This is full in the slot, he goes hard at it and slices it off the outside half to extra cover. His wicket brings Gowtham to the crease who seemed to be in good touch last time before getting run out. Pooran c Moeen Ali b Pathirana 20(31) ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Pooran, Pathirana,out,out
17.3," Pathirana to Ayush Badoni, 3 runs, more runs for Badoni. Short of length delivery, Badoni pulls it through midwicket and finds a big gap there. It takes a sprint from Jadeja to get to it, and he does so well to cut it off with a diving effort ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Ayush Badoni, Pathirana,3,0
17.2," Pathirana to Pooran, 1 run, clears the front leg for a big shot down the ground, mistimes it to long-on ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Pooran, Pathirana,1,0
17.1," Pathirana to Ayush Badoni, 1 run, Conway saves a certain boundary! Short and wide, Badoni slaps hard, it goes racing to the left of backward point where Conway gets a hand diving across ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Ayush Badoni, Pathirana,1,0
16.6," Theekshana to Ayush Badoni, 3 runs, very wide outside off, Badoni tries reaching out and chops it off the toe-end past Dhoni. He's injecting some life into the innings ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Ayush Badoni, Theekshana,3,0
16.5," Theekshana to Pooran, 1 run, pushed down to long-off ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Pooran, Theekshana,1,0
16.4," Theekshana to Ayush Badoni, 1 run, back of a length on middle, Badoni knocks it to long-on ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Ayush Badoni, Theekshana,1,0
16.3," Theekshana to Ayush Badoni, FOUR, cuts again, and finds the gap this time! Pushed through flat outside off, back of a length, Badoni slaps it through backward point. Jadeja gets across from sweeper cover and gets to it. He should've cut it off after getting to it. But he fails to get a hand while looking to flick it back ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Ayush Badoni, Theekshana,4,0
16.2," Theekshana to Ayush Badoni, no run, slightly short outside off, Badoni cuts it straight to the fielder ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Ayush Badoni, Theekshana,0,0
16.1," Theekshana to Ayush Badoni, SIX, Badoni slog-sweeps Theekshana for six again! He's taking advantage of the short boundary, not that it would've mattered here. The connection is sweet and he clears comfortably. LSG are getting a move-on ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Ayush Badoni, Theekshana,6,0
15.6," Pathirana to Ayush Badoni, 1 run, more like it. Yorker around middle, Badoni squeezes it to long-on ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Ayush Badoni, Pathirana,1,0
15.6," Pathirana to Ayush Badoni, 5 wides, oh dear. The radar's gone horribly wrong for Pathirana. Goes for a yorker but strays so far down the leg-side that it nearly lands outside the pitch. Nothing that Dhoni can do ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Ayush Badoni, Pathirana,wide,5
15.5," Pathirana to Pooran, 1 run, 134.1kph, full delivery on off, Pooran punches it to mid-off for one ",1st Inns,45t,Lucknow Super Giants,Chennai Super Kings,"Lucknow Super Giants (Playing XI): Kyle Mayers, Manan Vohra, Karan Sharma, Ayush Badoni, Marcus Stoinis, Nicholas Pooran(w), Krunal Pandya(c), Krishnappa Gowtham, Naveen-ul-Haq, Ravi Bishnoi, Mohsin Khan","Chennai Super Kings (Playing XI): Ruturaj Gaikwad, Devon Conway, Ajinkya Rahane, Moeen Ali, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Deepak Chahar, Matheesha Pathirana, Tushar Deshpande, Maheesh Theekshana","LSG Subs: Quinton de Kock, Deepak Hooda, Daniel Sams, Yash Thakur, Prerak Mankad.","CSK Subs: Ambati Rayudu, Mitch Santner, S Senapati, Shaik Rasheed, Akash Singh",IPL,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow","May 03,2023",Chennai Super Kings have won the toss and have opted to field,No result,,CSK,field,LSG,CSK,Pooran, Pathirana,1,0
